,nom_directors,ID_directors,STARmeter_directors,recompenses_directors,carriere_duree_directors,films_series_directors
412,ParisBarclay,nm0054077,31810.0,1.0,25.0,47.0
413,ThomasBardinet,nm0054285,697319.0,0.0,25.0,12.0
414,PatriciaBardon,nm0054318,1751328.0,0.0,31.0,9.0
415,PierreBarougier,nm0056433,1644640.0,0.0,11.0,2.0
416,MarcBarrat,nm0056715,1831714.0,0.0,25.0,7.0
417,ChristopheBarratier,nm0056725,86058.0,1.0,25.0,9.0
418,MarioBarroso,nm0057825,1186505.0,0.0,46.0,7.0
419,OlivierBaroux,nm0057842,149311.0,2.0,27.0,43.0
420,SharunasBartas,nm0058401,101349.0,0.0,31.0,21.0
421,JoyBatchelor,nm0060742,377119.0,0.0,37.0,4.0
422,StephaneBatut,nm0061582,286854.0,0.0,28.0,7.0
423,SigneBaumane,nm0062189,249112.0,0.0,18.0,4.0
424,CharlieBean,nm0063769,97705.0,0.0,18.0,4.0
425,StuartBeattie,nm0064181,35039.0,0.0,25.0,2.0
426,AdrienBeau,nm0064268,311342.0,0.0,14.0,5.0
427,JeanBeaudin,nm0064394,386979.0,0.0,28.0,11.0
428,XavierBeauvois,nm0064741,61502.0,5.0,38.0,58.0
429,PierreBeccu,nm0064901,942211.0,0.0,30.0,5.0
430,MarcoBechis,nm0065009,159280.0,0.0,21.0,7.0
431,SteveBeck,nm0065284,51027.0,0.0,0.0,2.0
432,JeanBecker,nm0065449,89109.0,2.0,68.0,24.0
433,MarkBecker,nm0065521,291774.0,0.0,10.0,0.0
434,WaltBecker,nm0065608,52079.0,0.0,20.0,14.0
435,FredericBeigbeder,nm0067166,244758.0,0.0,20.0,14.0
436,TimurBekmambetov,nm0067457,12420.0,0.0,30.0,23.0
437,Jean-PierreBekolo,nm0067464,347373.0,0.0,17.0,7.0
438,AnthonyBell,nm0068034,314365.0,0.0,0.0,6.0
439,WilliamBrentBell,nm0068587,27221.0,0.0,26.0,11.0
440,ClaraBellar,nm0068755,76051.0,0.0,24.0,14.0
441,MarcoBellocchio,nm0069166,27463.0,3.0,60.0,62.0
442,VeraBelmont,nm0069342,477628.0,0.0,62.0,7.0
443,LucasBelvaux,nm0069711,108262.0,7.0,41.0,56.0
444,HernanBelon,nm0069818,442904.0,0.0,0.0,2.0
445,MehdiBenAttia,nm0069900,217998.0,0.0,21.0,6.0
446,HassanBenjelloun,nm0069930,353793.0,0.0,25.0,4.0
447,SouheilBen-Barka,nm0070019,1227612.0,0.0,47.0,9.0
448,JafarPanahi,nm0070159,29313.0,9.0,33.0,21.0
449,SteveBendelack,nm0070436,108377.0,0.0,0.0,8.0
450,MalikBendjelloul,nm0070594,56006.0,0.0,0.0,0.0
451,Jean-PatrickBenes,nm0070899,543764.0,0.0,24.0,6.0
452,YaminaBenguigui,nm0071117,336474.0,0.0,24.0,11.0
453,DjamelBensalah,nm0072354,609220.0,3.0,24.0,8.0
454,FaouziBensaidi,nm0072364,191449.0,1.0,26.0,20.0
455,AlainBerberian,nm0073322,664751.0,0.0,13.0,6.0
456,EmmanuelleBercot,nm0073384,29549.0,2.0,32.0,52.0
457,PeterBerg,nm0073873,12172259.0,1.0,34.0,71.0
458,JacobBerger,nm0074213,294040.0,0.0,33.0,13.0
459,PabloBerger,nm0074311,13814.0,6.0,31.0,5.0
460,BiboBergeron,nm0074426,113240.0,0.0,30.0,6.0
461,NirBergman,nm0074844,159805.0,0.0,19.0,6.0
462,GregBerlanti,nm0075528,15928.0,0.0,26.0,12.0
463,AndreaBerloff,nm0075696,61205.0,0.0,16.0,0.0
464,ShariSpringerBerman,nm0075849,25711.0,1.0,26.0,18.0
465,LudovicBernard,nm0076307,136581.0,0.0,28.0,9.0
466,Patrick-MarioBernard,nm0076349,10195149.0,0.0,21.0,8.0
467,SabineBernardi,nm0076473,532787.0,1.0,0.0,12.0
468,ClaudeBerne,nm0076646,1030489.0,0.0,15.0,5.0
469,DieterBerner,nm0076679,220438.0,0.0,0.0,6.0
470,MarcosBernstein,nm0077094,194256.0,0.0,20.0,8.0
471,DennisBerry,nm0077533,84831.0,0.0,52.0,23.0
472,MarilouBerry,nm0077622,59762.0,1.0,30.0,37.0
473,FabienneBerthaud,nm0077911,108666.0,2.0,33.0,8.0
474,DianeBertrand,nm0078363,495222.0,1.0,23.0,12.0
475,RenaudBertrand,nm0078416,473610.0,0.0,33.0,23.0
476,JulieBertuccelli,nm0078465,175294.0,3.0,27.0,13.0
477,EricBesnard,nm0078704,85349.0,0.0,27.0,10.0
478,ThomasBezucha,nm0080120,37917.0,0.0,22.0,8.0
479,Bharathan,nm0080245,95778.0,0.0,10.0,2.0
480,SusanneBier,nm0081540,12541.0,6.0,29.0,24.0
481,VincentBierrewaerts,nm0081620,5084857.0,0.0,15.0,8.0
482,EnkiBilal,nm0082094,131427.0,0.0,31.0,4.0
483,PaulFeig,nm0082450,5948.0,2.0,34.0,45.0
484,PeterBillingsley,nm0082526,9732.0,0.0,41.0,18.0
485,CharlesBiname,nm0082748,256604.0,0.0,22.0,20.0
486,ThierryBinisti,nm0083015,190954.0,2.0,31.0,45.0
487,SophieBlondy,nm0083185,535977.0,0.0,17.0,5.0
488,JeanneBiras,nm0083228,671012.0,0.0,29.0,5.0
489,GerardBitton,nm0084580,706215.0,0.0,22.0,4.0
490,SimoneBitton,nm0084585,908831.0,0.0,40.0,10.0
491,AaronBlaise,nm0086431,46290.0,0.0,10.0,2.0
492,ChristopheBlanc,nm0086920,947049.0,0.0,28.0,10.0
493,JamieBlanks,nm0087595,28125.0,0.0,17.0,5.0
494,BertrandBlier,nm0088397,44931.0,8.0,60.0,31.0
495,Jean-PierreBloc,nm0088589,1298940.0,0.0,0.0,0.0
496,NeillBlomkamp,nm0088955,4114.0,0.0,18.0,21.0
497,LarsBlumers,nm0089850,737685.0,0.0,0.0,0.0
498,EdwardBoase,nm0090215,994512.0,0.0,5.0,3.0
499,RobertBober,nm0090351,11302781.0,0.0,56.0,14.0
500,JamesBobin,nm0090386,23226.0,0.0,20.0,17.0
501,DominiqueBoccarossa,nm0090524,3977948.0,0.0,14.0,4.0
502,SergeyBodrov,nm0091074,38681.0,0.0,54.0,22.0
503,LudiBoeken,nm0091253,97028.0,0.0,29.0,8.0
504,PaulBogart,nm0091575,70513.0,0.0,29.0,14.0
505,IciarBollain,nm0093081,42295.0,0.0,38.0,34.0
506,LuizBolognesi,nm0093252,122984.0,1.0,17.0,7.0
507,FredrikBond,nm0093934,115686.0,0.0,0.0,2.0
508,BertrandBonello,nm0094274,12789.0,1.0,29.0,27.0
509,BongJoonHo,nm0094435,2401.0,9.0,22.0,19.0
510,MargauxBonhomme,nm0094521,1076990.0,0.0,0.0,0.0
511,IanBonhote,nm0094524,132326.0,0.0,7.0,5.0
512,NicolasBonilauri,nm0094599,1680987.0,0.0,14.0,3.0
513,PascalBonitzer,nm0094726,127699.0,0.0,57.0,48.0
514,SandrineBonnaire,nm0094789,14233.0,7.0,41.0,85.0
515,AndreBonzel,nm0095298,186758.0,0.0,4.0,3.0
516,JacekBorcuch,nm0096066,323851.0,0.0,0.0,6.0
517,SebastianBorensztein,nm0096375,96252.0,2.0,12.0,5.0
518,ClaudineBories,nm0096773,1036912.0,0.0,33.0,10.0
519,OleBornedal,nm0097079,31163.0,0.0,23.0,15.0
520,DerrickBorte,nm0097517,42179.0,0.0,12.0,8.0
521,DaveBorthwick,nm0097529,342550.0,0.0,0.0,4.0
522,CristianoBortone,nm0097580,163585.0,0.0,17.0,4.0
523,RoseBosch,nm0097785,240584.0,0.0,22.0,4.0
524,ThierryBoscheron,nm0097806,10061107.0,0.0,28.0,12.0
525,CarolineBottaro,nm0098639,453107.0,0.0,15.0,3.0
526,JuanDiegoBotto,nm0098709,15186.0,0.0,38.0,61.0
527,AhmedBouchaala,nm0098867,7975299.0,1.0,26.0,8.0
528,ZakiaTahiri,nm0098868,402675.0,0.0,22.0,5.0
529,RachidBouchareb,nm0098953,112779.0,5.0,44.0,26.0
530,PatrickBouchitey,nm0099084,91528.0,1.0,49.0,83.0
531,FeridBoughedir,nm0099276,193648.0,1.0,35.0,8.0
532,LaurentBouhnik,nm0099324,80912.0,0.0,25.0,18.0
533,MichelBoujenah,nm0099378,228138.0,1.0,43.0,45.0
534,LyeceBoukhitine,nm0099396,1859273.0,0.0,32.0,18.0
535,NicolasBoukhrief,nm0099398,147123.0,0.0,28.0,12.0
536,AntoinetteBoulat,nm0099456,148362.0,0.0,27.0,0.0
537,BouliLanners,nm0099521,42557.0,11.0,31.0,90.0
538,PascalBourdiaux,nm0099797,611344.0,0.0,10.0,6.0
539,EmmanuelBourdieu,nm0099802,354102.0,2.0,23.0,11.0
540,DidierBourdon,nm0099828,43120.0,1.0,42.0,65.0
541,GillesBourdos,nm0099841,293169.0,0.0,34.0,8.0
542,ManuelBoursinhac,nm0100175,8725775.0,0.0,32.0,11.0
543,LaurentBoutonnat,nm0100365,268459.0,0.0,28.0,11.0
544,SarahBouyain,nm0100493,2049936.0,1.0,11.0,2.0
545,NouriBouzid,nm0100525,692667.0,1.0,27.0,12.0
546,XanaeBove,nm0100587,2067722.0,0.0,9.0,6.0
547,DavidBowers,nm0101047,67101.0,0.0,14.0,8.0
548,RobBowman,nm0101385,26906.0,0.0,36.0,24.0
549,TatjanaBozic,nm0102494,897612.0,0.0,0.0,0.0
550,SergeBozon,nm0102516,291557.0,1.0,28.0,41.0
551,DanBradley,nm0103187,114052.0,0.0,27.0,2.0
552,StephenBradley,nm0103404,98766.0,0.0,17.0,4.0
553,ZachBraff,nm0103785,1714.0,0.0,30.0,40.0
554,JacquesBral,nm0104146,587247.0,0.0,42.0,8.0
555,PatrickBraoude,nm0105317,394916.0,4.0,39.0,36.0
556,PaddyBreathnach,nm0106456,94461.0,0.0,25.0,9.0
557,CatherineBreillat,nm0106924,17432.0,0.0,51.0,25.0
558,VinkoBresan,nm0107655,170164.0,0.0,22.0,3.0
559,EricBress,nm0107774,57129.0,0.0,17.0,3.0
560,JulioBressane,nm0107788,117750.0,0.0,45.0,36.0
561,PascaleBreton,nm0107896,13181347.0,2.0,23.0,6.0
562,StephaneBreton,nm0107900,360771.0,0.0,20.0,14.0
564,LeeBreuer,nm0108031,555123.0,0.0,0.0,0.0
565,EricBrevig,nm0108094,85289.0,0.0,33.0,3.0
566,CraigBrewer,nm0108132,21600.0,0.0,18.0,13.0
567,LucBricault,nm0108497,769121.0,0.0,14.0,3.0
568,Jean-ClaudeBrisseau,nm0109885,43435.0,1.0,43.0,17.0
569,JoelBrisse,nm0109910,11289653.0,0.0,22.0,17.0
570,StephaneBrize,nm0110300,65654.0,2.0,28.0,16.0
571,Jean-StephaneBron,nm0111379,305434.0,1.0,24.0,12.0
572,PeterBrook,nm0111656,80005.0,0.0,58.0,15.0
573,AdamBrooks,nm0111845,28681.0,0.0,35.0,15.0
574,PeterBrosens,nm0112456,287631.0,0.0,23.0,7.0
575,AlanBrown,nm0112963,12466928.0,0.0,59.0,8.0
576,BarryAlexanderBrown,nm0113084,109126.0,0.0,37.0,4.0
577,PieterJanBrugge,nm0115764,93002.0,0.0,37.0,2.0
578,MatthiasBruhn,nm0115825,1482880.0,0.0,11.0,4.0
579,SophieBruneau,nm0116097,2112883.0,0.0,19.0,10.0
580,ValeriaBruniTedeschi,nm0116254,21338.0,3.0,38.0,108.0
581,FrancescoBruni,nm0116263,280416.0,1.0,26.0,8.0
582,DietrichBruggemann,nm0117698,159402.0,1.0,11.0,14.0
583,EricBu,nm0117743,783502.0,0.0,20.0,8.0
584,JanBubenicek,nm0117806,878984.0,0.0,0.0,0.0
585,ChrisBuck,nm0118333,30849.0,2.0,39.0,13.0
586,DouglasBuck,nm0118348,150482.0,0.0,10.0,3.0
587,BuiThacChuyen,nm0119604,386851.0,1.0,11.0,4.0
588,StephenBurke,nm0121871,283211.0,0.0,0.0,2.0
589,DanielBurman,nm0122184,161763.0,1.0,28.0,16.0
590,CharlesBurnett,nm0122344,50325.0,0.0,52.0,16.0
591,NanetteBurstein,nm0123379,105087.0,0.0,21.0,14.0
592,JuanPabloBuscarini,nm0123931,483466.0,0.0,13.0,8.0
593,JasonBuxton,nm0125524,81510.0,0.0,0.0,0.0
594,BobbyFarrelly,nm0125803,9167.0,0.0,27.0,20.0
595,BobByington,nm0125887,109229.0,1.0,7.0,11.0
596,JiriBarta,nm0126598,192574.0,0.0,41.0,4.0
597,LiriaBegeja,nm0126752,1332526.0,0.0,34.0,4.0
598,GillesBehat,nm0126756,231089.0,0.0,37.0,32.0
599,BettinaBohler,nm0127009,378711.0,0.0,0.0,0.0
600,DominiqueCabrera,nm0127804,603918.0,0.0,34.0,25.0
601,MargaritaCadenas,nm0128159,214768.0,0.0,22.0,4.0
602,IolandeCadrin-Rossignol,nm0128301,766888.0,0.0,29.0,3.0
603,JudithCahen,nm0128621,709322.0,0.0,32.0,11.0
604,MarionCajori,nm0129145,568800.0,0.0,17.0,2.0
605,ClaudioCaligari,nm0129997,176369.0,0.0,0.0,3.0
606,BernardCampan,nm0132064,117670.0,1.0,39.0,39.0
607,MartinCampbell,nm0132709,9324.0,1.0,48.0,38.0
608,RobinCampillo,nm0133028,86131.0,7.0,26.0,4.0
609,SebastianLelio,nm0133326,24471.0,4.0,16.0,11.0
610,GuillaumeCanet,nm0133899,10125.0,12.0,31.0,82.0
611,JoaoCanijo,nm0133981,99263.0,0.0,29.0,12.0
612,DannyCannon,nm0134176,37084.0,0.0,27.0,24.0
613,HansCanosa,nm0134396,148911.0,0.0,19.0,4.0
614,LudovicCantais,nm0134467,6409421.0,0.0,5.0,3.0
615,LaurentCantet,nm0134559,49482.0,7.0,34.0,16.0
616,MarilyneCanto,nm0134618,118899.0,1.0,45.0,100.0
617,AlessandroCapone,nm0135332,279991.0,0.0,27.0,8.0
618,EricCaravaca,nm0136001,173993.0,2.0,35.0,90.0
619,LeosCarax,nm0136021,17859.0,10.0,41.0,19.0
620,JulienCarbon,nm0136128,873692.0,0.0,12.0,0.0
621,CarlosCarcas,nm0136255,2033917.0,1.0,9.0,0.0
622,LaurentCarceles,nm0136282,8733314.0,0.0,23.0,20.0
623,ChristianCarion,nm0137228,61680.0,0.0,22.0,9.0
624,PierreCarles,nm0137379,359336.0,0.0,24.0,20.0
625,JoeCarnahan,nm0138620,11495.0,5.0,26.0,23.0
626,JohnCarney,nm0138805,1759667.0,2.0,25.0,16.0
627,NikiCaro,nm0138927,25704.0,0.0,27.0,17.0
628,SteveCarr,nm0139867,46743.0,1.0,18.0,10.0
629,MartinCarranza,nm0139982,12406307.0,0.0,0.0,0.0
630,ChristineCarriere,nm0140638,695884.0,1.0,25.0,5.0
631,EricCarriere,nm0140641,7916143.0,0.0,10.0,6.0
632,EmmanuelCarrere,nm0141127,131992.0,1.0,32.0,5.0
633,PhilippeCarrese,nm0141132,680877.0,0.0,10.0,5.0
634,Jean-MichelCarre,nm0141142,1511509.0,0.0,42.0,20.0
635,ThomasCarter,nm0141961,29320.0,0.0,40.0,40.0
636,D.J.Caruso,nm0142286,15858.0,0.0,30.0,26.0
637,CamilledeCasabianca,nm0142674,511872.0,1.0,39.0,18.0
638,SergioCastellitto,nm0144812,27642.0,1.0,40.0,59.0
639,CarmenCastillo,nm0145033,1866191.0,0.0,21.0,7.0
640,FlaviaCastro,nm0145540,381913.0,0.0,0.0,3.0
641,PeterCattaneo,nm0146341,47415.0,1.0,33.0,15.0
642,YvesCaumon,nm0146568,648009.0,1.0,32.0,15.0
643,BriceCauvin,nm0146637,719026.0,0.0,25.0,7.0
644,AlainCavalier,nm0146760,102129.0,8.0,65.0,44.0
645,FredCavaye,nm0146991,66218.0,2.0,21.0,10.0
646,FabriceCazeneuve,nm0147389,1260461.0,0.0,36.0,16.0
647,IditCebula,nm0147544,1252264.0,2.0,26.0,18.0
648,JosephCedar,nm0147737,76721.0,1.0,24.0,9.0
649,NachoCerda,nm0148511,143901.0,0.0,21.0,5.0
650,NuriBilgeCeylan,nm0149196,8839.0,5.0,28.0,14.0
651,GurinderChadha,nm0149446,25403.0,0.0,25.0,17.0
652,JustinChadwick,nm0149491,31460.0,0.0,29.0,18.0
653,PatriceChagnard,nm0149594,9671077.0,0.0,38.0,14.0
654,YoussefChahine,nm0149631,44848.0,2.0,57.0,47.0
655,BennyChan,nm0150802,70324.0,0.0,30.0,17.0
656,GordonChan,nm0150906,116658.0,0.0,29.0,25.0
657,PeterHo-SunChan,nm0151066,62199.0,1.0,24.0,17.0
658,TeddyChan,nm0151125,178424.0,0.0,31.0,10.0
659,JayChandrasekhar,nm0151540,5386.0,0.0,26.0,54.0
660,JinJang,nm0151733,456389.0,2.0,17.0,6.0
661,LaurentCharbonnier,nm0152790,258496.0,0.0,26.0,4.0
662,MehdiCharef,nm0152831,871592.0,2.0,31.0,11.0
663,LefterisCharitos,nm0152916,204993.0,0.0,0.0,0.0
664,LarryCharles,nm0153078,10722.0,0.0,31.0,23.0
665,AlexandreCharlot,nm0153265,373608.0,0.0,25.0,6.0
666,FrancoiseCharpiat,nm0153456,448720.0,0.0,18.0,2.0
667,YohannCharrin,nm0153499,474873.0,0.0,20.0,2.0
668,EtienneChatiliez,nm0154055,177426.0,2.0,34.0,12.0
669,PascalChaumeil,nm0154312,191264.0,1.0,28.0,18.0
670,PhilippedeChauveron,nm0154385,211779.0,1.0,26.0,10.0
671,StephenChbosky,nm0154716,21380.0,1.0,15.0,8.0
672,PeterChelsom,nm0155093,34774.0,0.0,40.0,20.0
673,YarrowCheney,nm0155528,320317.0,0.0,17.0,2.0
674,ChadChenouga,nm0155683,581163.0,0.0,35.0,24.0
675,LaurentChevallier,nm0156694,758380.0,0.0,36.0,16.0
676,MalikChibane,nm0157145,915369.0,0.0,23.0,10.0
677,BrunoChiche,nm0157185,203676.0,0.0,36.0,16.0
678,BenoitChieux,nm0157345,291549.0,0.0,22.0,9.0
679,FredericChignac,nm0157367,12605170.0,1.0,4.0,4.0
680,TsaiMing-liang,nm0158857,24908.0,3.0,30.0,28.0
681,DominiqueChoisy,nm0158903,887383.0,0.0,21.0,4.0
682,NetenChokling,nm0158923,738381.0,0.0,10.0,2.0
683,LisaCholodenko,nm0158966,27793.0,4.0,21.0,17.0
684,SylvainChomet,nm0158984,38381.0,3.0,23.0,14.0
685,AdityaChopra,nm0159147,30611.0,0.0,28.0,4.0
686,AlainChoquart,nm0159175,3315152.0,0.0,31.0,6.0
687,LaurentChouchan,nm0159318,1585964.0,0.0,34.0,4.0
688,ElieChouraqui,nm0159402,154640.0,0.0,45.0,24.0
689,ShawnChristensen,nm0159900,57881.0,1.0,6.0,3.0
690,MarkChristopher,nm0160602,105690.0,0.0,16.0,4.0
691,JonM.Chu,nm0160840,1154.0,0.0,14.0,29.0
692,OxideChunPang,nm0161152,103948.0,0.0,16.0,24.0
693,PatriceChereau,nm0161717,50306.0,8.0,38.0,28.0
694,AngeloCianci,nm0161797,12198798.0,0.0,11.0,3.0
695,DerekCianfrance,nm0161834,9429.0,0.0,26.0,13.0
696,DanieleCipri,nm0162668,216046.0,0.0,26.0,6.0
697,SouleymaneCisse,nm0162878,169069.0,2.0,46.0,10.0
698,EricCivanyan,nm0163011,486783.0,0.0,26.0,14.0
699,ClarkGregg,nm0163988,5346.0,0.0,35.0,64.0
700,LarryClark,nm0164187,13712.0,2.0,26.0,16.0
701,ShirleyClarke,nm0164999,54348.0,0.0,40.0,12.0
702,RichardClaus,nm0165290,217628.0,0.0,35.0,6.0
703,CamilleClavel,nm0165398,1762231.0,0.0,35.0,9.0
704,ThomasClay,nm0165583,245921.0,0.0,18.0,4.0
705,NoelCleary,nm0165866,579201.0,0.0,0.0,2.0
706,JericcaCleland,nm0165995,200723.0,0.0,0.0,0.0
707,RonClements,nm0166256,24533.0,0.0,34.0,14.0
708,HarryCleven,nm0166507,888104.0,2.0,50.0,33.0
709,JacquesCluzaud,nm0167384,480593.0,1.0,30.0,4.0
710,IssaSergeCoelo,nm0168748,621748.0,0.0,14.0,4.0
711,BenoitCohen,nm0169245,301015.0,0.0,31.0,14.0
712,DanielCohen,nm0169300,313130.0,0.0,22.0,17.0
713,GregoryCohen,nm0169405,1343330.0,0.0,14.0,7.0
714,JemCohen,nm0169486,184746.0,0.0,14.0,10.0
715,MichaelCohen,nm0169621,105314.0,0.0,32.0,66.0
716,RenaudCohen,nm0169699,2003858.0,0.0,27.0,7.0
717,JeromeCohen-Olivar,nm0169848,692672.0,0.0,8.0,3.0
718,IsabelCoixet,nm0170043,19112.0,2.0,31.0,35.0
719,DanielColas,nm0170208,2147041.0,0.0,44.0,4.0
720,NigelCole,nm0170719,59141.0,2.0,19.0,12.0
721,WarrenColeman,nm0171253,188939.0,0.0,23.0,4.0
722,RolandoColla,nm0171620,664001.0,1.0,18.0,10.0
723,MarcCollin,nm0172018,898357.0,0.0,21.0,0.0
724,LaurieCollyer,nm0172877,168128.0,1.0,21.0,8.0
725,LaetitiaColombani,nm0172989,71042.0,0.0,23.0,17.0
726,EtienneComar,nm0173541,217479.0,2.0,31.0,2.0
727,FrancescaComencini,nm0173726,154508.0,0.0,37.0,16.0
728,LuigiComencini,nm0173728,67210.0,2.0,64.0,49.0
729,BillCondon,nm0174374,15273.0,4.0,40.0,24.0
730,StijnConinx,nm0174659,157041.0,2.0,31.0,8.0
731,KerryConran,nm0175775,53526.0,0.0,0.0,0.0
732,PaddyConsidine,nm0175916,3242.0,7.0,25.0,56.0
733,AnneConsigny,nm0175931,30389.0,0.0,41.0,58.0
734,BarryCook,nm0176905,117275.0,0.0,26.0,5.0
735,BrianW.Cook,nm0176929,132724.0,0.0,46.0,2.0
736,DonovanCook,nm0177015,176828.0,0.0,5.0,3.0
737,ScottCooper,nm0178376,8888.0,1.0,22.0,18.0
738,RichardCopans,nm0178530,657113.0,0.0,72.0,17.0
739,GiaCoppola,nm0178886,15421.0,0.0,33.0,8.0
740,RomanCoppola,nm0178910,17866.0,0.0,50.0,12.0
741,FrankCoraci,nm0178997,17578.0,0.0,22.0,16.0
742,AntonCorbijn,nm0179221,23311.0,3.0,21.0,12.0
743,JavierCorcuera,nm0179373,643460.0,0.0,19.0,11.0
744,SebastianCordero,nm0179542,96653.0,0.0,15.0,7.0
745,AntonyCordier,nm0179576,239514.0,2.0,22.0,8.0
746,EricsonCore,nm0179697,48715.0,0.0,23.0,9.0
747,YannCoridian,nm0179856,10032679.0,0.0,11.0,3.0
748,ClovisCornillac,nm0180404,51567.0,7.0,39.0,97.0
749,JoeCornish,nm0180428,21062.0,1.0,17.0,9.0
750,AlanCorno,nm0180444,745201.0,0.0,16.0,0.0
751,JeromeCornuau,nm0180462,218181.0,0.0,32.0,30.0
752,CatherineCorsini,nm0181117,80883.0,2.0,39.0,24.0
753,RodrigoCortes,nm0181579,25557.0,2.0,12.0,9.0
754,PhilippeCosson,nm0181991,7226196.0,0.0,20.0,2.0
755,PedroCosta,nm0182275,738479.0,0.0,37.0,20.0
756,LeonardoDiCostanzo,nm0182450,347912.0,0.0,23.0,9.0
757,SaverioCostanzo,nm0182459,34388.0,1.0,21.0,7.0
758,FlaviaCoste,nm0182669,3377962.0,0.0,7.0,2.0
759,JuanManuelCotelo,nm0182815,376683.0,0.0,19.0,6.0
760,IvanCotroneo,nm0182891,478203.0,0.0,21.0,5.0
761,DelphineCoulin,nm0183419,216000.0,2.0,23.0,6.0
762,MurielCoulin,nm0183421,349611.0,2.0,24.0,7.0
763,EmmanuelCourcol,nm0183686,261506.0,0.0,30.0,13.0
764,LaurentCourtiaud,nm0183837,2068345.0,0.0,24.0,2.0
765,OlivierCoussemacq,nm0184137,1727063.0,0.0,18.0,4.0
766,GustavoCova,nm0184362,815136.0,0.0,0.0,2.0
767,PaulCox,nm0185187,138457.0,0.0,38.0,12.0
768,EliCraig,nm0185848,27490.0,0.0,21.0,9.0
769,EmanueleCrialese,nm0187740,89619.0,3.0,27.0,7.0
770,MichaelCristofer,nm0188165,16688.0,0.0,47.0,21.0
771,BrandonCronenberg,nm0188722,9458.0,1.0,12.0,6.0
772,HaroldCrooks,nm0188899,900650.0,0.0,12.0,2.0
773,JohnCrowley,nm0189749,263284.0,2.0,18.0,14.0
774,PolCruchten,nm0189929,337722.0,0.0,31.0,9.0
775,AngelesCruz,nm0190502,195941.0,0.0,29.0,16.0
776,AlfonsoCuaron,nm0190859,3611.0,15.0,40.0,22.0
777,CarlosCuaron,nm0190860,114182.0,0.0,25.0,7.0
778,JonasCuaron,nm0190861,52905.0,1.0,16.0,10.0
779,EmmanuelleCuau,nm0190866,746162.0,0.0,25.0,8.0
780,NicolasCuche,nm0190988,388308.0,0.0,29.0,20.0
781,JoseLuisCuerda,nm0191109,98440.0,1.0,40.0,21.0
782,MichaelCuesta,nm0191147,18980.0,1.0,22.0,23.0
783,R.J.Cutler,nm0191712,79790.0,0.0,27.0,15.0
784,DavidL.Cunningham,nm0192289,105829.0,0.0,0.0,4.0
785,KatCoiro,nm0192478,29459.0,0.0,16.0,23.0
786,ChristopheCupelin,nm0192544,2057167.0,0.0,0.0,2.0
787,JohnCurran,nm0192845,43183.0,0.0,23.0,20.0
788,AndrewCurrie,nm0192933,87435.0,1.0,11.0,4.0
789,EdwardS.Curtis,nm0193327,604998.0,0.0,0.0,2.0
790,RichardCurtis,nm0193485,6627.0,0.0,40.0,9.0
791,SimonCurtis,nm0193508,23045.0,0.0,30.0,17.0
792,JoaoRuiGuerradaMata,nm0196134,695382.0,1.0,24.0,7.0
793,HugoVieiradaSilva,nm0196248,527459.0,0.0,9.0,3.0
794,OlivierDahan,nm0196860,74659.0,2.0,27.0,13.0
795,LeonDai,nm0197240,200516.0,0.0,20.0,19.0
796,StephenDaldry,nm0197636,18195.0,0.0,25.0,16.0
797,RichardDale,nm0197773,496557.0,0.0,14.0,9.0
798,AncaDamian,nm0198746,163974.0,1.0,26.0,12.0
799,AudreyDana,nm0199047,78788.0,2.0,17.0,43.0
800,AneeshDaniel,nm0199577,847032.0,0.0,0.0,0.0
801,LeeDaniels,nm0200005,8748.0,7.0,35.0,19.0
802,BrianDannelly,nm0200380,121439.0,0.0,17.0,17.0
803,PepeDanquart,nm0200500,279117.0,1.0,21.0,13.0
804,Jean-PierreDardenne,nm0201094,28565.0,11.0,45.0,21.0
805,LucDardenne,nm0201095,75151.0,11.0,45.0,21.0
806,EricDarnell,nm0201509,71780.0,0.0,23.0,7.0
807,Jean-PierreDarroussin,nm0201669,45086.0,4.0,44.0,120.0
808,FlorenceDauman,nm0202368,686970.0,0.0,16.0,0.0
809,TerenceDavies,nm0203993,28356.0,0.0,47.0,16.0
810,GarthDavis,nm0204628,19369.0,1.0,8.0,4.0
811,JohnA.Davis,nm0204884,80478.0,0.0,4.0,5.0
812,MichaelDavis,nm0205157,42631.0,0.0,27.0,10.0
813,TamraDavis,nm0205542,19756.0,0.0,31.0,39.0
814,Jean-FrancoisDavy,nm0205844,183209.0,0.0,51.0,23.0
815,JonathanDayton,nm0206760,25079.0,4.0,13.0,11.0
816,ToninoDeBernardi,nm0207402,159889.0,0.0,43.0,7.0
817,Marie-EvedeGrave,nm0208667,10351631.0,0.0,18.0,3.0
818,AlaindeHalleux,nm0208818,1451132.0,0.0,29.0,10.0
819,Louis-DodeLencquesaing,nm0209629,45830.0,0.0,34.0,105.0
820,RenatoDeMaria,nm0210101,240698.0,0.0,23.0,13.0
821,IvanoDeMatteo,nm0210193,132032.0,0.0,16.0,9.0
822,AntoinedeMaximy,nm0210206,740147.0,0.0,24.0,8.0
823,MariadeMedeiros,nm0210218,9077.0,1.0,39.0,115.0
824,KirkDeMicco,nm0210320,68550.0,0.0,25.0,4.0
825,JeromedeMissolz,nm0210370,1324371.0,0.0,37.0,13.0
