ID,star,STARmeter
nm8617877,Rome Mallari,4881845
nm8314742,Marco Licht,8188111
nm7908441,Rick Hancke,11345763
nm7311884,Moshe Cohen,772301
nm6439302,Gaurish Gawade,957067
nm1336516,Morten Holst,3550523
nm6711363,Dune de Braconier,11957589
nm0287310,Marie-Therese Fortin,176552
nm7839879,Alix Vaillot,10041563
nm0605429,Philippe Morier-Genoud,337454
nm5287110,Sharon Rooney,7339
nm6854334,Sullivan Loyez,8615351
nm8982419,Taliah Webster,28863
nm6517234,Sylvain Jailloux,1246311
nm7398525,Rira Kawamura,517069
nm7119777,Michele Schaub-Jackson,809378
nm7467240,Manon Evenat,7762909
nm6242432,Laura Cazes-Pailler,4902967
nm13820108,Diego Munoz,3017597
nm6551427,Cheyenne Domingues,3811524
nm8770115,Charlie Kahla,1873008
nm7377141,Jerico Montilla,13165545
nm6003436,Raymond Camacho,4414946
nm10049644,Lauren Gibson,11489829
nm1458462,Aviv Elkabeth,1546747
nm1200481,Mabo Kouyate,1060590
nm0866333,Sanda Toma,1251155
nm0178689,Johana Copes,2595920
nm1534265,Lise Martin,910542
nm7595984,Briten Granqvist,4322678
nm12891072,Shahadat Hossain,12277759
nm7529788,Sedona Legge,79778
nm0528297,Finbar Lynch,32503
nm7038046,Luis Manuel Alvarez,1531154
nm1044951,Barbara Cabrita,89319
nm0299951,Tania Garbarski,460471
nm15722955,Christophe Lemaire,2285014
nm9239003,Eugene Marcuse,726813
nm0672922,Sharon Percy,347926
nm0016371,Sergio Albelli,243960
nm0582653,Maria Mettral,682517
nm2917573,Frederic Karakozian,9739838
nm11790884,Maria Merino,8318526
nm7267978,Daqing Zhao,1167363
nm0548032,Corinne Mariotto,693821
nm7841388,Mourad Wagli,4991024
nm1955816,Ilaria Spada,112784
nm3836232,Filipa Fernandes,10053164
nm8642656,Mean Korn,6731493
nm5088969,Andrea Pittorino,511734
nm0225765,Abdellah Didane,445184
nm8644857,Nadine Ndebo,11179519
nm11417665,Nikolay Avetisyan,4194128
nm2280428,Guillaume Cyr,146759
nm7521840,Mireia Iniesta,6797878
nm4645107,Fanie Zanini,300489
nm0630625,Elisabeth Niederer,1729721
nm0807054,Valeri Smirnov,8370032
nm7922532,Kiana Tajammol,8953363
nm11442933,Vedrana Seksan,12957772
nm8292248,Ivan Chavero,106004
nm8004103,Valentin Prado,7161636
nm0345497,Coca Guazzini,635798
nm9211799,Adda Senani,960510
nm2486937,Nao Okabe,2235605
nm2492387,Ovidiu Crisan,671575
nm0918099,Ami Weinberg,363281
nm7168529,Ines Helena,1191912
nm3608429,Aia Kruse,234601
nm4788482,Mark Reay,644048
nm7662855,Dylan Cortes,9402530
nm4965605,Manon Kneuse,748274
nm3941091,Mauro Conte,203683
nm0808861,June Smith,611828
nm8859563,Melanie Pereira,2314691
nm10128437,Nathalie Rofani,5379190
nm7077028,David Chour,1330221
nm5525743,Felix Kysyl,576031
nm7078703,Na-kel Smith,34157
nm8554276,Frank Oulton,512491
nm6077431,Mathilde Warnier,25568
nm15615462,Boon Pin Koh,5850952
nm7052263,Zhanetta Demikhova,8126943
nm9216037,Sahar Karimi,8671874
nm0524992,Daniel Ludwig,1126404
nm6659652,Muttalip Mujdeci,178194
nm8661522,Alona Shauloff,1598331
nm8030916,Toufic Barakat,12631642
nm10376432,Jacob Daniel,3688224
nm5949991,Alessio Barone,1249073
nm8124733,Martine Talbot,10551259
nm8124776,Robert Follet,12646268
nm8035636,Nazario Giordano,4988955
nm6352268,Coralie Russier,66268
nm7312827,Leyla Doriane,1180555
nm8332323,Marina Kleshcheva,1741695
nm8495699,Rabiaa Tlili,9604118
nm8471744,Sonnie Loid,6852018
nm6170134,Christian Brahy,4652297
nm3822788,Herry Tangiri,237145
nm8063378,Tatiana Verstraeten,1164240
nm1178584,Martin Havelka,514594
nm7718087,Antonin Brunelle-Remy,9758817
nm6120842,Eddy Leduc,7840025
nm7583468,Amit Muchtar,5097393
nm8273846,Roger Bepet,9732694
nm10334196,Tanyarat Kongphu,9339321
nm8342691,Lilly Robin,12024454
nm7094397,Bernd Holscher,110731
nm10182055,Jiayi Zhang,9048545
nm8473781,Mauricio Pinto,4358803
nm1082405,Sylvain Solustri,8187306
nm10712073,Victoria Bluck,743022
nm0680550,Kate Phillips,364348
nm0067845,Sondos Belhassen,932096
nm0710810,Jose Raposo,147774
nm8661542,Axel Bakouri,10794911
nm8507167,Marlene Michel,6830390
nm3543541,Fabien Jegoudez,1119509
nm7679949,Diana Spatarescu,11360937
nm8761933,Sofiane Kesraoui,7177388
nm8619060,Keiji Izumi,11256042
nm7307741,Elisa Bachir Bey,265212
nm6434640,Lea Leviant,495912
nm8804260,Laurent Lucmaret,7227621
nm4831715,Baptiste Coustenoble,10570461
nm2732201,Annie-France Poli,2686248
nm7805144,Bettina Grahs,11689717
nm2128801,Inga Birkenfeld,372889
nm7619663,Mathieu Chauveau,7780992
nm9808198,Rebecca Hampton,11773901
nm1832913,Walter Dickerson,1248353
nm8587051,Laurent Xu,4970654
nm8915877,Yuriy Milya,12724019
nm2329658,Marie Drion,591821
nm9504572,Chaiwat Khumdee,4489813
nm7832669,Eddy Suiveng,13044579
nm1773314,Gauri Kamat,12076419
nm9029811,Issam Talbi,1516479
nm6197443,Rita Hayek,87452
nm2537659,Makiko Murata,3017995
nm6274094,Kunga Dorji,8230561
nm0086129,Paul Blain,460698
nm5504138,Ronaldo Serruya,262188
nm9643198,Joseba Astarbe,6498858
nm15609471,Neetu Chandra,1586864
nm4455751,Elsa Houben,306023
nm5801732,Meir Toledano,5663573
nm9968707,Hakou Benosmane,460355
nm8679431,Noemie Desbordes,5656598
nm5199742,Dora Sztarenki,149203
nm6001868,Victor Assie,145052
nm2140485,Germaine Acogny,2024066
nm3759145,Taylor Kowald,96298
nm9269048,Melody Lebeau,6570008
nm10285942,Maia Shamoevi,8464548
nm5270527,Ibrahim Burama Darboe,1948849
nm1082156,Mohamed Quatib,2200443
nm8834290,Kevin Letort,6857262
nm9045858,Harry Baltus,3726831
nm1104992,Abdoulaye Diallo,2318522
nm0065823,Franck Beckmann,514644
nm4332399,John Schmedes,708450
nm9028859,Lilia Ogienko,9024967
nm5620855,Teeyah,1983417
nm11371573,Margaux,2769816
nm1006317,David Rey,754873
nm2558275,Ophelia Kolb,68267
nm8865344,Norma Moruzzi,4566474
nm11063347,Julia Becker,6837699
nm8937994,John Goodluck,13050647
nm8961485,Anna Patierno,4019012
nm14677526,Cat Clifford,5576384
nm9146011,Carla-Marie Santerre,12520790
nm5780392,Indira Jimenez,9577580
nm8025733,Bilal Yasar,10808610
nm1614802,Nathalie Couturier,12594830
nm1494563,Marika Vibik,5395471
nm0240706,Nicolas Dufour,1046168
nm11342893,Julia Sierra,1132092
nm0442803,Nobuo Kawakami,4176483
nm7904437,Loredana Flori,9641851
nm3136140,Sergey Nasedkin,5002535
nm8502204,Marie Clarence,222673
nm15648917,Zohar Shtrauss,11353684
nm2495221,Raffaella Rea,167485
nm5879572,Beatrice Chien,839921
nm5296974,Amine Lansari,664895
nm8856644,Kenza Lagnaoui,3059388
nm3265325,Astrid Meloni,138544
nm9246609,Simon Bisschop,8296327
nm9060225,Mariah Tannoury,464669
nm9722096,Ian Samso,4029332
nm10521953,Karam Al Kafri,12188848
nm9253243,Chisato Kogawa,6228995
nm11447590,Ayala Cousteau,6144292
nm10641645,Aminata Kane,1768074
nm5245095,Kenshin Fujita,1629568
nm9274928,Stefan Raus,2903791
nm10559852,Greta Elizondo,262234
nm5565659,Yan Tual,35130
nm7943972,Syed Tanveer Hussain,1056833
nm1087423,Amelie Daure,179197
nm9796905,Romina Iniesta,9235009
nm7511919,Luc Long,7546872
nm5039415,Julie Guio,11493733
nm2720958,Ela Ionescu,390555
nm1307848,Marie Ceolin,7442531
nm7217179,Mario Sgueglia,115968
nm4756330,Rodrigo Cortes,6691762
nm10607439,Emilie Yili Kang,12108752
nm8727106,Noemie Nael,8600964
nm2989239,Lisa Hagmeister,149321
nm2995875,Manex Fuchs,1174984
nm0684413,Francoise Pinkwasser,1319259
nm8881210,Konstantinos Sarris,1654766
nm0110331,Laura Bro,62932
nm10076472,Aline Marta Maia,1388918
nm6137761,Ornella Fleury,356971
nm10269056,Clariella Bizimana,1746404
nm9449042,Isaiah Kristian,1254395
nm8107538,Zelie Rixhon,174070
nm15053076,Lisa Gertum Becker,6213251
nm0199546,Sandra Dani,2850396
nm9951293,Guillemine Boulte,4176548
nm2423567,Jose Manuel Poga,30776
nm9055194,Milan Hurduc,1087479
nm10019184,Javier Paredes,2209478
nm3947700,Claire Sermonne,33017
nm10631457,Theodora Marcade,249644
nm12312897,Assefa Zerihun Gudeta,12825112
nm1886297,Hermelinda Lujan,10919473
nm4730824,Elinor Machen-Fortune,1343866
nm0917682,Zheng Wei,6108370
nm9169023,Juan-Carlos Ruiz,3360480
nm14812107,Sajda Pathan,526040
nm2604660,Virpi Rautsiala,1597091
nm1526677,Halina Rasiakowna,656498
nm0110000,Francisco dos Santos Brito,12652999
nm8812594,Virginie Acaries,10563005
nm10067306,Laura Grandinetti,12027626
nm9789764,Teoman Khos,9417772
nm9770013,Zorka Varga-Blasko,11479872
nm6211601,Ivan Lucev,1972494
nm0452249,Jodie Kidd,57812
nm7711481,Anuschka Sawhney,248812
nm3168012,Ozgur Karadeniz,51736
nm5988891,Guillaume Arnault,155284
nm6874230,Christopher Journet,11911415
nm1117787,Oscar Copp,155956
nm10564935,Solam Dejean-Lacreole,12613638
nm10427037,Katie Proctor,215245
nm15667365,Manon Clavel,5881710
nm8957517,Raoul Rebbot-Bohringer,1603153
nm0545844,Dario Marconcini,10618555
nm0239870,Kate Duchene,44089
nm6718695,Go Won-Hee,18179
nm9554093,Sylvain Decloitre,3106463
nm5188975,Alex Godbout,8077221
nm5641508,Meera Ganatra,222866
nm10711801,Bryan Mialoundama,842387
nm0626521,Tilo Nest,797663
nm2735063,Ilinca Manolache,104708
nm0096763,Hasija Boric,362584
nm14296068,Renato Novaes,2834849
nm10227224,Bruck,11413206
nm1345980,Els Deceukelier,1397147
nm4598474,Melanie Bestel,10555568
nm9427307,Auguste Wilhelm,1143977
nm10130522,Katrien Goossens,6543974
nm11128532,Sebastien Frere,7433635
nm0446326,Deirdre Kelly,7624812
nm10247496,Adrian Heili,9883174
nm5326662,Isaline Prevost,1850967
nm9664814,Kareem Ghneim,9498682
nm0476814,Yuriy Kuznetsov,78648
nm11003959,Reni Halabi,12475058
nm4570527,Claudel Laberge,845662
nm8698783,Lea Cok,449134
nm15344180,Davit Hakobyan,1309401
nm4811585,Adrian Conquet,10494821
nm1560544,Juliana Olhova,1867464
nm9756236,Ruby Dunne,665901
nm9987817,Claudia Dulitchi,11821617
nm1682614,Aleksandr Bukharov,228139
nm5669488,Matthieu Sampeur,514251
nm12933215,Alex Fanguin,7012705
nm8364064,Sarah Markowitz,844245
nm4190979,Rafael Contreras,12379437
nm0802769,Antoine Sire,603445
nm12763815,Emily Madeleine,670548
nm9502670,Enzo Ingignoli,4824739
nm9783902,Leo Couilfort,4263052
nm9062302,Alexis Beckley,6708150
nm0889475,Jerome Varanfrain,1939681
nm13652669,Shadi Salah,11307958
nm8568434,Leo Dussollier,425345
nm8913915,Diane O'Garvey,8159145
nm2840660,Mathieu Nicourt,1535949
nm2157503,Isabelle Kabano,1510561
nm4722704,Lu Hong,2070491
nm10250865,Rebecca Stone,11012608
nm9861929,Cassandra Gosselin-Pelletier,3581853
nm3458371,Ferhat Keskin,11811723
nm10469797,Alfredo Turitto,2113464
nm5814128,Mohamed Naimane,961427
nm9653683,Suad Begovski,6866695
nm15516686,Saichia Wongwirot,7423876
nm4242209,Colette Roche,6974384
nm9519573,Linda May,7244453
nm8387852,Bruno Buzzi,6604257
nm2864177,Ruth Armas,443073
nm1063204,Hisako Okata,720197
nm8712098,Sif Arnarsdottir,2882747
nm6735314,George Iskandar,76149
nm9403098,Demi Singleton,7454
nm10932986,Lenny Dahan,6061296
nm4427342,Noemie Bousquainaud,904422
nm0234747,Ya Doucheskaya,3027993
nm10510821,Mariano Lopez Seoane,977216
nm10418367,Horacio Celestino,2222317
nm3405098,Aziz Hattab,289718
nm8969764,Stella Mastrantonio,174431
nm13120418,Sunil Shetty,9964250
nm0416051,Dariusz Jakubowski,391296
nm10636146,Keha Brown,10274625
nm0385179,Bjorn Ingi Hilmarsson,537132
nm0121518,Sanja Buric,405547
nm5553783,Giorgi Aladashvili,814571
nm10091941,Cedric Luvuezo,3327157
nm4585831,Mili Eshet,135790
nm10703942,Yannick Bono,8767533
nm8239405,Maxime Picot,10819520
nm4570648,Sebastien Fouillade,6927259
nm10684020,Nurullah Alaca,2117419
nm10601066,Mahia Zrouki,667167
nm12718872,Jaylin Webb,94801
nm8965018,Lucie Guien,2215929
nm2560222,Derek Johns,1108322
nm13031163,Briya Gomdigue,4958556
nm12684672,Jurgen Briand,1666723
nm10070800,Charlotte Grenat,12958423
nm9322167,Caden Dragomer,72615
nm0944333,Argyris Xafis,488821
nm3148287,Khalid Berkouz,1015062
nm11034565,Asma Messaoudene,506918
nm10196567,Shaneigha-Monik Greyson,496208
nm5221691,Jessica Ellen,881201
nm1544705,Luke Tyler,11893934
nm12634755,Konchok,13117871
nm7276744,Tseko Monaheng,9242457
nm15571048,Ben Hartmann,12122568
nm10342987,Stav Patay,10379179
nm6337635,Marion Mezadorian,7344711
nm11778432,Guillaume Mattera,3321535
nm5586991,Louka Meliava,127888
nm13494519,Kristen Cui,37533
nm11291773,Jacques Roch,12538744
nm1127710,Lilian Thuram,519657
nm3344375,Sophie Demeyer,1069920
nm11326276,Gabrielle Echols,18139
nm11094940,Ernesto Guerra,1890733
nm3503436,Vito Signorile,8094215
nm3713134,Jean-Louis Martinelli,9807000
nm9231594,Thomas Boulland,1505070
nm4427331,Daniella Pineda,2628
nm2429735,Nicholas Ralph,1093417
nm2798222,Jean-Luc Bubert,207996
nm12412076,Chacalito Regio,1028148
nm11320236,Aicha Talla,618184
nm1457773,Dulyga Akmolda,1654313
nm12623816,Frederic Franchitti,7742591
nm13591018,Jhoani Barreto,12491569
nm1568757,Mohand Azzoug,11569466
nm9946750,Gabriel Almaer,385850
nm14147519,Myriam Ingrao,5937193
nm12141327,Ana Laura Rodriguez,2130000
nm10471552,Lorette Nyssen,651421
nm13609823,Ayman Sitiane,1816475
nm9936649,Cedrick Ambroise,3524323
nm2976259,Josefina Massango,8331361
nm6998370,Andi Bajgora,1186010
nm11402873,Adele Lebon,2149578
nm12342720,Clemence Sabbagh,2219903
nm3895516,Suzanne Aubert,543271
nm0042256,Pierre Aussedat,255788
nm0850152,Rifaat Tarabay,351658
nm8724135,Kaoru Iwahana,10740268
nm14867735,Ece Bagci,74593
nm0652389,Christine Ostermayer,357414
nm9759583,Eleonore Loiselle,264411
nm9424298,Alireza Zareparast,10358351
nm12713606,Carmela Fumo,5239282
nm11361348,Chinnaro Soem,1685712
nm13795167,Barzan Shaswar,832810
nm10846175,Isabella Cilia,3391507
nm14536376,Natasha Rothwell,199102
nm11430819,Marina Mendo,1857039
nm4956887,Annabell Rickerby,1446145
nm14081667,Amely Rakotoarimalala,881068
nm6728910,Thomas Prenn,69192
nm7733069,Abdellah Lebkiri,283714
nm13142143,Jean-Denis Dieusolage,9653514
nm5925129,Shirin Youssefian,9038553
nm13524836,Azou Gardahaut Petiteau,517059
nm13580112,Loic Pech,1446986
nm1641171,Claudine Acs,412728
nm9392446,Kwabena Ansah,672622
nm11050340,Ibrahim El Kurdi,7262466
nm12276021,Saba Gogichaishvili,9877806
nm11951975,Flontin Masengo,5253003
nm10958422,Matteo Scarpino,9409617
nm11392463,Ferdinand Leclere,1266924
nm10154856,Pablo Limarzi,1501661
nm11693174,Pete Chovan,5778864
nm0109878,Jean-Pol Brissart,922469
nm6143475,Victor Meutelet,31775
nm10387724,Marvin Dubart,364576
nm12296213,Michael Hyatt,10609881
nm2478840,Emrah Ozdemir,290278
nm11342998,Rouhollah Zamani,173346
nm8609804,Dino Bajrovic,23553
nm12874089,Ferdinand Redouloux,911333
nm11838393,Derron Scott,4079005
nm12494646,Alberto Olmo,384241
nm8157833,Olena Khokhlatkina,1429686
nm1273557,Ben Attal,73056
nm3382654,Abderrahmane Oubihem,3613156
nm5824201,Espedito Chionna,8866365
nm8002173,Chacha Huang,12321
nm7079326,Lya Oussadit-Lessert,133534
nm10886970,Anka Vuckovic,6694155
nm1152652,Damien Gillard,823708
nm13037734,Gabriel Pavie,1646014
nm2995197,Oscar de la Fuente,258720
nm9137581,Joaquim Fossi,715540
nm1442278,Ida Nowakowska,106178
nm14204415,Gregory Lu,728691
nm0728971,Patricia Rivadeneira,460836
nm11813660,Claudia Devia,2412337
nm13510192,Fazal Bacar-Moilim,2892756
nm5657026,Louisiane Gouverneur,61823
nm9936462,Louise Malek,388732
nm3554873,Jeanne Werner,122067
nm0378999,Philippe Herisson,1111348
nm11129288,Sinclair Daniel,14332
nm0143684,Genevieve Casile,299040
nm3202238,Marie Jung,185543
nm14110509,Romane Bertrand,1766475
nm11050612,Tarek Zayat,247390
nm12749652,Fatima Quintanilla,2022900
nm11343212,Cendana Trifan,1762684
nm12808061,Kylian Larmonie,2089903
nm0398298,Kumrije Hoxha,7669038
nm9059784,Jennifer Nettles,1393369
nm8079746,Bamar Kane,203033
nm10100368,Jean-Pierre Couton,1189756
nm0616604,Joseph Mydell,62296
nm14007916,Callie Ferreira-Goncalves,550618
nm12775195,Clara Lama-Schmit,756101
nm4588811,Paloma Lebeaut,1220530
nm1476369,Moussa Cisse,11567400
nm14171997,Louise Morin,4202523
nm11345627,Avin Poor Raoufi,596698
nm10033796,Giorgi Ambroladze,13204040
nm12354600,Hadar Katz,454376
nm7204758,Jana Julia Roth,435056
nm11966876,Kimiya Eskandari,4821339
nm12374508,Joyce Esther Ndayisenga,8589722
nm6289923,Tora Christine Dietrichson,327333
nm12062442,Oleksandr Ivanov,957196
nm12179954,Julia Goldberg,3965312
nm5448530,Alba Guilera,225217
nm4663718,Elena Lietti,78378
nm12881714,Brenda Deiss,70047
nm11565101,Brahim Bouhlel,314004
nm13959744,Marlene Cordeiro,1371789
nm12139023,Shakira Rahman,1671814
nm2990652,Kento Nagayama,96307
nm13693299,Alais Bertrand,1871993
nm13342922,Kylian Dheret,8575309
nm4925834,Cara Theobold,8655
nm9222902,Shirel Nataf,406764
nm7655745,Bruno di Giovanni,9630283
nm0136641,Isabel Cardoso,1721957
nm7524986,Pauline Bression,465439
nm9925402,Rim Fethi,1297053
nm11462651,Dong Kangning,3507751
nm12750430,Rabih El Zaher,1519342
nm12715870,Khetag Bibilov,2188379
nm12789605,Mila Costi,8461112
nm12299944,Paul Reid,6807355
nm12522435,Palma Lindeburg Leth,756541
nm10078453,Maeva El Aroussi,361938
nm12650925,Padme Hamdemir,653443
nm1117310,Hakan Altiner,425123
nm14794896,Mickael Launay,1407753
nm7318671,Kader Bueno,851462
nm12723537,Abo Sefen Nabil Wesa,12234419
nm12641834,Samaleh Ali Obsieh,10846270
nm14831114,Mariam Traore,5887086
nm6738952,Tay Thomas,8749042
nm12763484,Amin Simiar,470700
nm11045035,Lili Aupetit,7190908
nm4145606,Lucile Krier,374790
nm13044311,Vallier Vaudin,7817824
nm1408046,Maria Szadkowska-Malinowska,2116857
nm10156068,Federico Sack,377676
nm15149131,Sabrina Wu,9180924
nm6941066,Israel Hurtado,11896612
nm12633802,Lucie Charles-Alfred,484219
nm0815671,Eric Soubelet,778990
nm10578924,Claire Duburcq,65666
nm11378468,Moussa Sow,1536801
nm13609812,Julieth Micolta,8624466
nm3096248,Lena Garrel,270744
nm13975187,Patrizio Francioni,748795
nm5776464,Adele Galloy,659685
nm14881391,Abnara Gomes Varela,975209
nm12375151,Serkan Sancak,9533620
nm12350353,Moncef Farfar,882269
nm15205116,Kahina Lahoucine,1247634
nm10401378,Loup Pinard,797686
nm13693414,Jessica Huber,462600
nm0013398,Mario Aguerre,9602125
nm7922716,Amirreza Ranjbaran,965931
nm15428671,Mohammed Louridi,1783994
nm9354675,Camila Bejarano Wahlgren,638364
nm9720964,Serik Salkinbayev,7667331
nm6171074,Orsolya Moldovan,686669
nm10665336,Sara Machado,10947566
nm2192994,Gerald Robert-Tissot,2191698
nm14638956,Grace Palma,18969
nm11746459,Quentin Vernede,1811882
nm13238649,Chempa Puteri,8352191
nm12353888,Juliette Metten,612223
nm13571050,Fleur Blanchard,9485992
nm14031865,Muhammad Abed Elrahman,172579
nm6627409,Dominique Renckel,2471872
nm3879537,Marius Ignat,480145
nm13525106,Nizar Alani,499197
nm5740737,Cristian Di Sante,555402
nm7032069,Nick Mukoko,1208115
nm0134491,Dario Cantarelli,440095
nm13420161,Benjamin Barclay,12205220
nm14894187,Haroun Attalah,1819435
nm9468837,Ekaterina Ermishina,786763
nm1101953,Jean-Michel Marnet,10472250
nm11039796,Augusto Linares,9416808
nm7405505,Glaucia Vandeveld,1383645
nm0581834,William Mesguich,614998
nm3950367,Younes Boucif,260693
nm15155754,Vivian Rodriguez,3147857
nm1708119,Jean-Pierre Lanfranchi,2128297
nm7550746,Noemie Zeitoun,12850927
nm4392103,Yves-Marina Gnahoua,328914
nm13652412,Samar Sifi,1337089
nm14004197,Abo Algassim Sir Alkhatim,5962889
nm13580123,Aris Vindas,5739547
nm2062109,Miguel Loureiro,409295
nm13610669,Hichem Riahi,1473460
nm6745676,Sebastien Chassagne,169773
nm7489737,Sally Messham,32145
nm13611673,Najib Allagui,10416441
nm0289291,Trevor Fox,56636
nm1093910,James Gray,13148942
nm11811347,Touraj Alvand,1451115
nm2059443,Benny Elledge,116660
nm11031494,Suzy Bemba,8844
nm11363748,Pedro Antonio Martinez Ramirez,1210475
nm13843767,Alex Caironi,8261341
nm14264278,Audrey Grosjean,9949012
nm3244313,Roby Schinasi,131179
nm11472869,Bakhtiyar Panjeei,440944
nm13883431,Annamaria Ciancamerla,1094830
nm10662997,Helena Ezquerro,156744
nm11306934,Lydia Page,25943
nm15100461,Moustapha Mokafih,1148391
nm4558127,Misuzu Kanno,241802
nm0090609,Celia Williams,302003
nm14240820,Farham Azizi,9082360
nm0396507,Denis Houle,187077
nm12372750,Sonia Faidi,791021
nm4385128,Achille Ndari,1487654
nm2218908,Ainhoa Santamaria,83437
nm3226096,Ippei Shigeyama,10136143
nm14623340,Betty Pierucci Berthoud,640245
nm0719570,Serge Renko,1058553
nm14573006,Fabien Strobel,10745800
nm12145223,Sophie Wilde,1641
nm14638185,Cleo Viard Garcin,10118212
nm11773401,Gabin Jouillerot,2030636
nm14979976,Florin Tibre,721787
nm8505773,Marilou Aussilloux,41158
nm10688768,Aoi Yamada,1091517
nm6082747,Yuri Ogino,1815127
nm14765781,Vu Ngoc Manh,910433
nm14849472,Rezi Karosanidze,7266819
nm10444752,Manon Schaap,3882141
nm9899548,Rajesh Aggarwal,398457
nm0127804,Dominique Cabrera,599475
nm0001683,Roseanne Barr,4603
nm0000563,Chris O&#039;Donnell,2351
nm8624277,Diomay Sarr,11018591
nm0504897,Tony Leung Chiu-Wai,5973
nm1767554,Admiral T,10780048
nm0217280,Patrick Dell&#039;Isola,1749385
nm9350278,Vogel,10942721
nm0591129,Jean-Marc Mineo,196803
nm3512119,Eric Tabarly,1516935
nm0811629,Robin Soans,66797
nm0954986,Vitus Zeplichal,721146
nm1351072,David Luraschi,6483816
nm0508357,Blanca Li,274282
nm0217936,David Deluise,7180
nm0814280,Song Kang-Ho,5631
nm1312318,Madeleine Besson,400592
nm15568186,Kongkiat Khomsiri,11593698
nm0004896,Eminem,6648
nm0489760,Regis Laspales,349083
nm13668359,Hye-Jin Yu,2170866
nm10895886,Hye-Jin Yu,4488217
nm11822561,Min-sik Choi,13087954
nm0746371,Liliane Rovere,57282
nm1800225,Molly Kayll,198178
nm11677268,Igor Sergeyev,10996063
nm10690795,Ian Lipinski,10807519
nm0557850,Danny Mastrogiorgio,24892
nm7184113,Zoe Adjani,144502
nm2548581,Kader Affak,10725392
nm1376791,Casey Weeks,281003
nm1519508,Dominique De Villepin,2673766
nm0898704,Marie Vincent,101870
nm0046494,Laurent Baffie,285166
nm0722647,Robert Ri&#039;chard,6907
nm8234613,Robert Ri&#039;chard,961253
nm0280332,Michael FitzGerald,28614
nm1206621,Cade Courtley,204835
nm2015769,Aziza Nadir,8394821
nm13513053,Aishwarya Rai,9505897
nm1717557,Nathalie Marchak,498349
nm0000500,Richard Linklater,2547
nm4840509,Mamebetty Honore Diallo,4074451
nm1173676,Giuseppe Cristiano,718731
nm0154732,Jeff Chena,4948977
nm1305070,Disiz,833984
nm1111110,Ricky Tribord,957021
nm2043234,Khalid Abdalla,13134
nm0001667,Jonathan Rhys-Meyers,1256
nm9579632,Lee Seung-yeon,1129697
nm14685183,Lee Seung-yeon,10820373
nm10379077,Lee Seung-yeon,8237613
nm2163571,Francois Begaudeau,216068
nm1327219,Adrien Jolivet,357895
nm6610792,Zhao Tao,1451218
nm11159766,Morad Sail,3333378
nm1669956,Telmary Diaz,1680678
nm1050998,Alexandre Brik,453797
nm0684127,Enrique Pineyro,282261
nm0417520,Jang Dong-gun,28318
nm0746085,Jean-Paul Roussillon,1342583
nm0412810,Ayumi Iizuka,137937
nm0244782,Laure Duthilleul,424809
nm1815469,Tommy the Clown,268261
nm1548128,Corinne Benizio,1335858
nm0166061,Christian Clemenson,9555
nm0000564,Peter O&#039;Toole,3183
nm14000550,Ye-jin Son,2250654
nm0851159,Lahmard J. Tate,22377
nm0876942,Charlotte De Turckheim,90901
nm0435932,Oliver Kalkofe,328139
nm0008404,Yael Abecassis,76742
nm2331206,Satya Dusaugey,209817
nm0544764,Diego Maradona,69169
nm0087158,Severin Blanchet,10975027
nm0158105,Jacques Chirac,737298
nm0084670,Biyouna,331069
nm0742814,Phil Rosenthal,11592
nm14295637,Bayar,11770437
nm1176880,Mark Windows,376123
nm0679026,Philippe Peythieu,518827
nm0007706,Margot Abascal,208686
nm2261785,Peter Brabeck,12399189
nm0311434,Matthew Geczy,108773
nm15223456,Martin Luther King Jr.,538032
nm1533927,Alex O&#039;Loughlin,4227
nm2342944,Capleton,1454429
nm0001052,Kurt Cobain,20952
nm0835329,Joe Strummer,60438
nm4820131,Marc Bertran De Balanda,10586349
nm1290937,Juliette Arnaud,1066670
nm0721538,Yelda Reynaud,247666
nm0159129,Farid Chopel,818071
nm0941868,Felicite Wouassi,535056
nm0076870,Georges Bernier,1728969
nm2769499,Fengming He,1384977
nm1605230,Jacques Verges,747327
nm2499435,Dominic Noonan,1295784
nm0376588,Saffron Henderson,51313
nm2809049,Mickey Mahut,6275818
nm1117318,Elsa Amiel,434498
nm1671184,Arta Dobroshi,56200
nm0008442,Dominique Abel,80410
nm1958150,Roeder Camanag,267456
nm1679447,Dries Van Hegen,190455
nm0193541,Walt Curtis,1472619
nm0889513,Agnes Varda,10785
nm6505029,Marco Cortes,10247936
nm0207218,Isaach de Bankole,16663
nm2525087,Christian Ziorjen,1712099
nm1373034,Simon Woods,7842
nm6657900,Yun-seok Kim,562705
nm0693844,Eleonore Pourriat,369050
nm0001051,Bill Clinton,47337
nm8614219,Kim Hye-Ja,1998418
nm1067547,Kim Hye-Ja,80904
nm1808808,Joe Benoit,5418115
nm1632389,Chris Waitt,87464
nm5146437,Chen Chang,8119412
nm2486743,Mark Peranson,496247
nm2109798,Fanny Roger,11299442
nm2257077,Carlos Olalla,219120
nm1094888,Penny Allen,553872
nm3206352,Sarah-Jane Sauvegrain,666895
nm0037234,Ion Arretxe,468395
nm1357282,Vincent Lagaf&#039;,589182
nm3186739,Aminata Kanta,5971493
nm1441193,Marina Deak,992765
nm1873574,Simon Paul Sutton,410725
nm0861502,Christopher Thornton,14130
