Column1;ID;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;distrib_1;distrib_2;distrib_3;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;premiere_semaine_france;budget
1189;57728;Le Démon de midi;Ricky Tribord; Michèle Bernier; Simon Abkarian; Mathis Arguillère;Marie-Pascale Osterrieth;;;Marie-Pascale Osterrieth; Michèle Bernier; Florence Cestac;Pathé;;;Comédie; Romance;;;;;;France;22.0;6.0;2005.0;2.0;2.5;90.0;44728.0;$425,367
1190;57729;L'Avion;Roméo Botzaris; Isabelle Carré; Vincent Lindon; Nicolas Briançon;Cédric Kahn;;;Cédric Kahn; Ismael Ferroukhi; Gilles Marchand;Pathé;;;Comédie; Drame;;;;;;France;20.0;7.0;2005.0;2.0;3.0;100.0;73667.0;€10,000,000 (estimated)
1191;57730;Mrs. Henderson Presents;Judi Dench; Bob Hoskins; Kelly Reilly; Will Young;Stephen Frears;;;Martin Sherman;;;Pathé;;;Comédie dramatique; Musical;;;;;;Grande-Bretagne;11.0;1.0;2006.0;2.0;3.7;105.0;75881.0;$20,000,000 (estimated)
1192;57731;La Moustache;Vincent Lindon; Emmanuelle Devos; Mathieu Amalric; Hippolyte Girardot;Emmanuel Carrère;;;Emmanuel Carrère; Jérôme Beaujour; Emmanuel Carrère;Pathé;;;Comédie dramatique;;;;;;;France;6.0;7.0;2005.0;2.0;3.7;86.0;99266.0;$244,771
1193;57732;Pourquoi j'ai pas mangé mon père;Jamel Debbouze; Mélissa Theuriau; Arié Elmaleh; Patrice Thibaud;Jamel Debbouze;;;Jamel Debbouze; Fred Fougea; Jean-Luc Fromental;Pathé;;;Animation; Comédie; Famille;;;;;France;8.0;4.0;2015.0;2.0;3.1;95.0;656119.0;$16,718,577
1194;57735;The Kite Runner;Khalid Abdalla; Atossa Leoni; Ahmad Khan Mahmidzada; Zekeria Ebrahimi;Marc Forster;;;David Benioff; Khaled Hosseini;;Paramount Pictures France;;;Drame;;;;;;;U.S.A.;13.0;2.0;2008.0;2.0;2.9;128.0;42604.0;$20,000,000 (estimated)
1195;57736;Herbie: Fully Loaded;Lindsay Lohan; Justin Long; Breckin Meyer; Matt Dillon;Angela Robinson;;;Thomas Lennon; Robert Ben Garant; Alfred Gough;Buena Vista International;;;Aventure; Comédie; Famille;;;;;U.S.A.;3.0;8.0;2005.0;2.0;2.7;101.0;379298.0;$50,000,000 (estimated)
1196;57737;La tigre e la neve;Roberto Benigni; Nicoletta Braschi; Jean Reno; Tom Waits;Roberto Benigni;;;Roberto Benigni; Vincenzo Cerami;;Pathé;;;Comédie; Drame; Romance;;;;;Italie;14.0;12.0;2005.0;2.0;3.0;115.0;169278.0;$35,000,000 (estimated)
1197;57751;The Greengage Summer;;;;;Lewis Gilbert;;;;;;;;;Comédie dramatique; Romance;;;;;;Grande-Bretagne;4.0;3.0;2019.0;0.0;2.8;99.0;15342.0;
1198;57769;Watchmen;Jackie Earle Haley; Patrick Wilson; Malin Åkerman; Matthew Goode;Zack Snyder;;;David Hayter; Alex Tse; Dave Gibbons;Paramount Pictures France;;;Action; Drame; Science Fiction;;;;;U.S.A.;4.0;3.0;2009.0;2.0;3.7;162.0;377235.0;$130,000,000 (estimated)
1199;57812;Street Kings;Keanu Reeves; Forest Whitaker; Hugh Laurie; Chris Evans;David Ayer;;;James Ellroy; Kurt Wimmer; Jamie Moss;Twentieth Century Fox France;;;Action; Policier;;;;;;U.S.A.;25.0;6.0;2008.0;2.0;3.2;109.0;192341.0;$20,000,000 (estimated)
1200;57825;Shaun of the Dead;Simon Pegg; Nick Frost; Dylan Moran; Kate Ashfield;Edgar Wright;;;Edgar Wright; Simon Pegg;;Rogue Pictures;;;Comédie; Epouvante-horreur;;;;;;Grande-Bretagne;27.0;7.0;2005.0;2.0;3.9;99.0;70800.0;£4,000,000 (estimated)
1201;57826;Team America : World Police;;;;;Trey Parker; Matt Stone;;Pam Brady; Trey Parker; Matt Stone;United International Pictures (UIP);;;Action; Animation; Comédie;;;;;U.S.A.;9.0;3.0;2005.0;2.0;3.4;97.0;40751.0;$32,000,000 (estimated)
1202;57827;Melinda and Melinda;Radha Mitchell; Chloë Sevigny; Will Ferrell; David Aaron Baker;Woody Allen;;;Woody Allen;;;Twentieth Century Fox France;;;Comédie; Drame;;;;;;U.S.A.;12.0;1.0;2005.0;2.0;2.9;100.0;168675.0;$3,826,280
1203;57828;White Noise;Michael Keaton; Deborah Kara Unger; Chandra West; Ian McNeice;Geoffrey Sax;;;Niall Johnson;;;United International Pictures (UIP);;;Drame; Fantastique; Thriller;;;;;U.S.A.;2.0;2.0;2005.0;2.0;2.5;95.0;125191.0;$10,000,000 (estimated)
1204;57856;Le temps qui reste;Melvil Poupaud; Valeria Bruni Tedeschi; Christian Sengewald; Jeanne Moreau;François Ozon;;;François Ozon;;;Mars Distribution;;;Drame;;;;;;;France;30.0;11.0;2005.0;2.0;4.1;85.0;105888.0;$117,686
1205;57857;Camping à la ferme;Roschdy Zem; Rafik Ben Mebarek; Jean-Noël Cridlig-Veneziano; Hassan Ouled-Bouarif;Jean-Pierre Sinapi;;;Azouz Begag; Jean-Pierre Sinapi; Daniel Tonachella;Pan Européenne Edition;;;Comédie;;;;;;;France;29.0;6.0;2005.0;2.0;3.1;92.0;123090.0;$1,820,431
1206;57866;Match Point;Jonathan Rhys-Meyers; Scarlett Johansson; Emily Mortimer; Matthew Goode;Woody Allen;;;Woody Allen;;;TFM Distribution;;;Action; Policier; Drame;;;;;U.S.A.;26.0;10.0;2005.0;2.0;4.4;123.0;523285.0;$15,000,000 (estimated)
1207;57877;Rumor Has It;Jennifer Aniston; Shirley MacLaine; Mark Ruffalo; Mena Suvari;Rob Reiner;;;Ted Griffin;;;Warner Bros. France;;;Comédie; Drame; Romance;;;;;U.S.A.;11.0;1.0;2006.0;2.0;2.4;95.0;126446.0;$55,000,000 (estimated)
1208;57881;Red Eye;Rachel McAdams; Cillian Murphy; Brian Cox; Brittany Oaks;Wes Craven;;;Carl Ellsworth; Carl Ellsworth;;United International Pictures (UIP);;;Action; Thriller;;;;;;U.S.A.;26.0;10.0;2005.0;2.0;2.8;90.0;144389.0;$26,000,000 (estimated)
1209;57886;The Proposition;Guy Pearce; Ray Winstone; Danny Huston; John Hurt;John Hillcoat;;;Nick Cave;;;Bodega Films;;;Western;;;;;;;Grande-Bretagne;19.0;9.0;2006.0;1.0;3.9;104.0;6644.0;$20,000,000 (estimated)
1210;57887;Marie-Antoinette;Kirsten Dunst; Jason Schwartzman; Rip Torn; Molly Shannon;Sofia Coppola;;;Sofia Coppola; Antonia Fraser;;Pathé;;;Biopic; Drame; Historique;;;;;France;24.0;5.0;2006.0;2.0;4.1;123.0;403555.0;$40,000,000 (estimated)
1211;57889;La Petite Chartreuse;Alain Blazquez; Olivier Gourmet; Marie-Josée Croze; Bertille Noël-Bruneau;Jean-Pierre Denis;;;Jean-Pierre Denis; Yvon Rouvé; Pierre Péju;Pyramide Distribution;;;Drame;;;;;;;France;23.0;2.0;2005.0;2.0;3.9;90.0;46580.0;$576,559
1212;57890;Chi bi;Tony Leung Chiu-Wai; Takeshi Kaneshiro; Zhang Fengyi; Chen Chang;John Woo;;;John Woo; Khan Chan; Kuo Chang;Metropolitan FilmExport;;;Action; Historique;;;;;;Chine;25.0;3.0;2009.0;2.0;3.5;145.0;246290.0;CN¥553,632,000 (estimated)
1213;57894;Los Reyes Magos;;;;;Antonio Navarro;;;Juan Ignacio Peña; Jaunjo Ibañez; Javier Aguirreamalloa;Carrère Group;;;Animation;;;;;;;France;8.0;12.0;2004.0;2.0;2.8;75.0;82325.0;€7,000,000 (estimated)
1214;57912;La Boîte noire;José Garcia; Marion Cotillard; Michel Duchaussoy; Bernard Le Coq;Richard Berry;;;Richard Berry; Eric Assous; Tonino Benacquista;EuropaCorp Distribution;;;Thriller;;;;;;;France;2.0;11.0;2005.0;2.0;3.0;90.0;235194.0;€8,400,000 (estimated)
1215;57920;Serenity;Nathan Fillion; Gina Torres; Alan Tudyk; Morena Baccarin;Joss Whedon;;;Joss Whedon;;;United International Pictures (UIP);;;Action; Science Fiction;;;;;;U.S.A.;19.0;10.0;2005.0;2.0;2.7;110.0;59860.0;$39,000,000 (estimated)
1216;57921;The Amityville Horror;Ryan Reynolds; Melissa George; Jesse James; Jimmy Bennett;Andrew Douglas;;;Sandor Stern; Scott Kosar; Jay Anson;Twentieth Century Fox France;;;Epouvante-horreur;;;;;;;U.S.A.;22.0;6.0;2005.0;2.0;2.4;89.0;242068.0;$19,000,000 (estimated)
1217;57923;Virgil;"Virgile M&#039;Fouillou"; Jalil Lespert; Léa Drucker; Jean-Pierre Cassel;Mabrouk el Mechri;;;Mabrouk el Mechri;;;Gaumont Columbia Tristar Films;;;Comédie; Drame;;;;;;France;7.0;9.0;2005.0;2.0;3.1;93.0;25238.0;$174,708
1218;57927;Los abandonados;Anastasia Hille; Karel Roden; Valentin Ganev; Carlos Reig;Nacho Cerdà;;;Nacho Cerdà; Karim Hussain; Richard Stanley;Wild Side;;;Epouvante-horreur;;;;;;;Espagne;30.0;5.0;2007.0;2.0;2.5;96.0;27375.0;
1219;57941;L'Amour aux trousses;Jean Dujardin; Pascal Elbé; Caterina Murino; François Levantal;Philippe de Chauveron;;;Philippe de Chauveron; Guy Laurent;;Gaumont Columbia Tristar Films;;;Comédie; Policier;;;;;;France;29.0;6.0;2005.0;2.0;2.5;93.0;121479.0;$1,054,932
1220;57948;Kirikou et les bêtes sauvages;;;;;Michel Ocelot; Bénédicte Galup;;Michel Ocelot; Bénédicte Galup; Michel Ocelot;Gebeka Films;;;Animation;;;;;;;France;7.0;12.0;2005.0;2.0;4.1;75.0;366252.0;$1,623
1221;57952;Lucky Number Slevin;Morgan Freeman; Stanley Tucci; John Ghaly; Rick Bramucci;Paul McGuigan;;;Jason Smilovic;;;Metropolitan FilmExport;;;Comédie; Policier; Thriller;;;;;U.S.A.;28.0;6.0;2006.0;2.0;2.9;108.0;113754.0;$27,000,000 (estimated)
1222;57956;De battre mon coeur s'est arrêté;Romain Duris; Niels Arestrup; Emmanuelle Devos; Linh-Dan Pham;Jacques Audiard;;;Jacques Audiard; Tonino Benacquista; James Toback;UGC;;;Drame;;;;;;;France;16.0;3.0;2005.0;2.0;4.5;107.0;288919.0;€5,300,000 (estimated)
1223;57959;Kung Fu;Stephen Chow; Feng Xiao Gang; Wah Yuen; Dong Zhi Hua;Stephen Chow;;;Keung Chan Man; Kan-Cheung Tsang; Stephen Chow;Gaumont Columbia Tristar Films;;;Comédie; Arts Martiaux;;;;;;Chine;8.0;6.0;2005.0;2.0;4.1;99.0;155625.0;$20,000,000 (estimated)
1224;57961;Palais Royal!;Valérie Lemercier; Lambert Wilson; Catherine Deneuve; Michel Aumont;Valérie Lemercier;;;Valérie Lemercier; Brigitte Buc;;Gaumont Columbia Tristar Films;;;Comédie;;;;;;;France;23.0;11.0;2005.0;2.0;3.9;100.0;953105.0;$17,612,135
1225;57967;Flushed Away;;;;;Sam Fell; David Bowers;;Ian La Frenais; Joe Keenan; Dick Clement;United International Pictures (UIP);;;Aventure; Animation; Comédie;;;;;U.S.A.;29.0;11.0;2006.0;2.0;3.1;85.0;374153.0;$149,000,000 (estimated)
1226;57996;Derailed;Clive Owen; Jennifer Aniston; Vincent Cassel; Melissa George;Mikael Hafstrom;;;Stuart Beattie; James Siegel;;Buena Vista International;;;Drame; Thriller;;;;;;U.S.A.;8.0;3.0;2006.0;2.0;2.0;110.0;154731.0;$22,000,000 (estimated)
1227;58033;Bleeder;Kim Bodnia; Mads Mikkelsen; Rikke Louise Andersson; Zlatko Buri?;Nicolas Winding Refn;;;Nicolas Winding Refn;;;The Jokers ; Les Bookmakers;;Drame; Thriller;;;;;;Danemark;26.0;10.0;2016.0;2.0;3.6;98.0;3982.0;
1228;58041;Pinocchio 3000;;;;;Daniel Robichaud;;;Claude Scasso; Carlo Collodi; Claude Scasso;Pan Européenne Edition;;;Animation;;;;;;;Espagne;9.0;2.0;2005.0;2.0;3.1;80.0;38095.0;$12,000,000 (estimated)
1229;58061;Mary;Juliette Binoche; Forest Whitaker; Heather Graham; Matthew Modine;Abel Ferrara;;;Abel Ferrara; Simone Lageoles; Mario Isabella;Pan Européenne Edition;;;Drame; Thriller;;;;;;France;21.0;12.0;2005.0;2.0;3.7;85.0;24534.0;$1,026,432
1230;58066;La Californie;Nathalie Baye; Ludivine Sagnier; Roschdy Zem; Mylène Demongeot;Jacques Fieschi;;;Jacques Fieschi; Georges Simenon;;Mars Distribution;;;Drame;;;;;;;France;25.0;10.0;2006.0;2.0;2.9;105.0;85785.0;$607,994
1231;58082;Basic Instinct 2 : Risk Addiction;Sharon Stone; Stan Collymore; David Morrissey; Charlotte Rampling;Michael Caton-Jones;;;Leora Barish; Henry Bean; Joe Eszterhas;Océan Films;;;Policier; Erotique; Thriller;;;;;U.S.A.;29.0;3.0;2006.0;2.0;1.7;110.0;293727.0;70000000.0
1232;58083;Resident Evil: Extinction;Milla Jovovich; Oded Fehr; Ali Larter; Iain Glen;Russell Mulcahy;;;Paul W.S. Anderson;;;Metropolitan FilmExport;;;Action; Epouvante-horreur; Science Fiction;;;;;U.S.A.;3.0;10.0;2007.0;2.0;2.2;90.0;302319.0;$45,000,000 (estimated)
1233;58127;Zwartboek;Carice van Houten; Sebastian Koch; Thom Hoffman; Halina Reijn;Paul Verhoeven;;;Gerard Soeteman; Paul Verhoeven; Gerard Soeteman;Pathé;;;Drame; Guerre;;;;;;Grande-Bretagne;29.0;11.0;2006.0;2.0;4.1;145.0;59797.0;$21,000,000 (estimated)
1234;58132;Cavalcade;Titoff; Marion Cotillard; Richard Bohringer; Bérénice Bejo;Steve Suissa;;;Lisa Azuelos; Steve Suissa; Laurent Chalumeau;Mars Distribution;;;Drame;;;;;;;France;25.0;5.0;2005.0;2.0;2.3;90.0;46483.0;$507,886
1235;58135;Un fil à la patte;Emmanuelle Béart; Charles Berling; Dominique Blanc; Jacques Bonnaffé;Michel Deville;;;Michel Deville; Rosalinde Deville; Georges Feydeau;Les Films du Losange;;;Comédie;;;;;;;France;27.0;4.0;2005.0;2.0;3.4;80.0;77394.0;$933,778
1236;58136;Bin jip;Lee Seung-yeon; Jae Hee; Kwon Hyuk-ho; Mi-suk Lee;Kim Ki-duk;;;Kim Ki-duk;;;Pretty Pictures;;;Drame; Romance;;;;;;Corée du Sud;13.0;4.0;2005.0;2.0;4.1;90.0;32655.0;$1,000,000 (estimated)
1237;58139;Walk On Water;Lior Ashkenazi; Knut Berger; Caroline Peters; Gideon Shemer;Eytan Fox;;;Gal Uchovsky;;;ID Distribution;;;Policier; Drame; Thriller;;;;;Grande-Bretagne;5.0;1.0;2005.0;2.0;3.5;104.0;31880.0;$2,713,932
1238;58151;Entre les murs;François Bégaudeau; Agame Malembo-Emene; Angelica Sancio; Arthur Fogel;Laurent Cantet;;;Laurent Cantet; François Bégaudeau; Robin Campillo;Haut et Court;;;Drame;;;;;;;France;24.0;9.0;2008.0;2.0;4.5;128.0;447015.0;$3,766,810
1239;58160;Get Rich or Die Tryin';50 Cent; Adewale Akinnuoye-Agbaje; Omar Benson Miller; Tory Kittles;Jim Sheridan;;;Terence Winter;;;United International Pictures (UIP);;;Biopic; Drame; Musical;;;;;U.S.A.;22.0;2.0;2006.0;2.0;2.8;117.0;317867.0;$40,000,000 (estimated)
1240;58194;Les Mots bleus;Cécile Bois; Sylvie Testud; Sergi López; Camille Gauthier;Alain Corneau;;;Alain Corneau; Dominique Mainard;;ARP Sélection;;;Drame;;;;;;;France;16.0;3.0;2005.0;2.0;3.3;114.0;57534.0;€6,000,000 (estimated)
1241;58195;Keane;Damian Lewis; Abigail Breslin; Amy Ryan; Tina Holmes;Lodge Kerrigan;;;Lodge Kerrigan;;;ARP Sélection;;;Drame; Thriller;;;;;;U.S.A.;21.0;9.0;2005.0;2.0;4.7;93.0;26330.0;$850,000 (estimated)
1242;58196;Der kleine Eisbär;;;;;Piet De Rycker; Thilo Graf Rothkirch;;Bert Schrickel; Thomas Wittenburg; Piet De Rycker;Gebeka Films;;;Aventure; Animation; Famille;;;;;Allemagne;8.0;12.0;2004.0;2.0;3.4;75.0;37418.0;$14,846,994
1243;58201;La Piste;Julian Sands; Eriq Ebouaney; Camille Summers; Clint Dyer;Eric Valli;;;Eric Valli; Philippe Lyon;;Gaumont Columbia Tristar Films;;;Aventure;;;;;;;France;8.0;2.0;2006.0;2.0;2.2;92.0;71010.0;$517,725
1244;58202;La Cloche a sonné;Fabrice Luchini; François Cluzet; Elsa Zylberstein; Amira Casar;Bruno Herbulot;;;Maud Baigneres; Jérôme Boivin; Jérôme Boivin;TFM Distribution;;;Comédie;;;;;;;France;17.0;8.0;2005.0;2.0;2.5;95.0;132199.0;$1,238,324
1245;58206;Creep;Franka Potente; Vas Blackwood; Elizabeth McKechnie; Sean Harris;Christopher Smith;;;Christopher Smith;;;Bac Films;;;Epouvante-horreur; Thriller;;;;;;Grande-Bretagne;4.0;5.0;2005.0;2.0;3.2;85.0;88334.0;£5,000,000 (estimated)
1246;58208;La Planète Blanche;Dokumentation;;;;Thierry Piantanida; Thierry Ragobert; Jean Lemire;Thierry Piantanida; S. Millière; Stéphane Millière;Bac Films;;;Documentaire;;;;;;;Canada;22.0;3.0;2006.0;2.0;3.1;86.0;232444.0;$2,607,503
1247;58209;Comme t'y es belle!;Michèle Laroque; Aure Atika; Valérie Benguigui; Thierry Neuvic;Lisa Azuelos;;;Lisa Azuelos; Hervé Mimran;;Pan Européenne Edition;;;Comédie;;;;;;;France;10.0;5.0;2006.0;2.0;3.0;85.0;340551.0;€6,200,000 (estimated)
1248;58211;Broken Flowers;Bill Murray; Jeffrey Wright; Sharon Stone; Frances Conroy;Jim Jarmusch;;;Jim Jarmusch; Bill Raden; Sara Driver;Bac Films;;;Comédie;;;;;;;U.S.A.;7.0;9.0;2005.0;2.0;4.1;105.0;366013.0;$10,000,000 (estimated)
1249;58212;Zim and co.;Adrien Jolivet; Mhamed Arezki; Yannick Nasso; Naidra Ayadi;Pierre Jolivet;;;Pierre Jolivet; Simon Michaël;;Bac Films;;;Comédie;;;;;;;France;17.0;8.0;2005.0;2.0;3.6;90.0;57265.0;$552,259
1250;58222;Alpha Dog;Emile Hirsch; Justin Timberlake; Sharon Stone; Bruce Willis;Nick Cassavetes;;;Nick Cassavetes;;;Metropolitan FilmExport;;;Biopic; Drame;;;;;;U.S.A.;28.0;3.0;2007.0;2.0;3.2;116.0;129674.0;$15,309,602
1251;58225;Hoodwinked;;;;;Todd Edwards; Tony Leech; Cory Edwards;Todd Edwards; Tony Leech; Cory Edwards;Bac Films;;;Animation; Comédie;;;;;;U.S.A.;25.0;1.0;2006.0;2.0;3.3;80.0;240021.0;$30,000,000 (estimated)
1252;58226;Mon petit doigt m'a dit;Catherine Frot; André Dussollier; Geneviève Bujold; Laurent Terzieff;Pascal Thomas;;;Pascal Thomas; Nathalie Lafaurie; François Caviglioli;UGC;;;Comédie; Policier;;;;;;France;13.0;4.0;2005.0;2.0;4.0;105.0;375878.0;€5,300,000 (estimated)
1253;58227;Saint-Jacques... La Mecque;Muriel Robin; Artus de Penguern; Jean-Pierre Darroussin; Pascal Légitimus;Coline Serreau;;;Coline Serreau;;;UGC;;;Comédie; Drame;;;;;;France;12.0;10.0;2005.0;2.0;2.5;112.0;238859.0;$15,923,446
1254;58241;Il ne faut jurer de rien !;Gérard Jugnot; Jean Dujardin; Mélanie Doutey; Marie-France Santon;Eric Civanyan;;;Eric Civanyan; Philippe Cabot; Cabot Philippe;SND;;;Comédie;;;;;;;France;28.0;9.0;2005.0;2.0;2.9;95.0;425020.0;$23,442
1255;58275;The Meg;Jason Statham; Bingbing Li; Rainn Wilson; Cliff Curtis;Jon Turteltaub;;;Dean Georgaris; Jon Hoeber; Erich Hoeber;Warner Bros. France;;;Action; Thriller;;;;;;U.S.A.;22.0;8.0;2018.0;2.0;2.3;114.0;710798.0;
1256;58300;Apollo 18;Warren Christie; Ryan Robbins; Lloyd Owen; Ali Liebert;Gonzalo Lopez-Gallego;;;Brian Miller; Cory Goodman;;SND;;;Epouvante-horreur; Science Fiction; Thriller;;;;;U.S.A.;5.0;10.0;2011.0;2.0;1.7;86.0;47219.0;$5,000,000 (estimated)
1257;58318;Emmenez-moi;Gérard Darmon; Zinedine Soualem; Lucien Jean-Baptiste; Damien Jouillerot;Edmond Bensimon;;;Edmond Bensimon;;;Mars Distribution;;;Comédie;;;;;;;France;13.0;7.0;2005.0;2.0;2.8;98.0;18063.0;$121,165
1258;58330;Le Concile de pierre;Monica Bellucci; Catherine Deneuve; Moritz Bleibtreu; Sami Bouajila;Guillaume Nicloux;;;Stéphane Cabel; Guillaume Nicloux; Jean-Christophe Grangé;UGC;;;Action; Fantastique; Thriller;;;;;France;15.0;11.0;2006.0;2.0;2.1;100.0;133365.0;€22,000,000 (estimated)
1259;58344;Selon Charlie;Jean-Pierre Bacri; Vincent Lindon; Benoît Magimel; Benoît Poelvoorde;Nicole Garcia;;;Frédéric Garcia Bélier; Nicole Garcia; Jacques Fieschi;Mars Distribution;;;Drame;;;;;;;France;23.0;8.0;2006.0;2.0;2.8;115.0;257457.0;$4,908,700
1260;58349;Der Untergang;Bruno Ganz; Alexandra Maria Lara; Rolf Kanies; Juliane Köhler;Oliver Hirschbiegel;;;Bernd Eichinger; Joachim Fest; Traudl Junge;TFM Distribution;;;Biopic; Drame; Historique;;;;;Allemagne;5.0;1.0;2005.0;2.0;3.5;156.0;210915.0;€13,500,000 (estimated)
1261;58358;The Secret Life of Words;Sarah Polley; Tim Robbins; Javier Cámara; Sverre Anker Ousdal;Isabel Coixet;;;Isabel Coixet;;;Diaphana Films;;;Drame; Romance;;;;;;Espagne;19.0;4.0;2006.0;2.0;3.3;115.0;34266.0;$5,000,000 (estimated)
1262;58396;Il était une fois dans l'Oued;Julien Courbey; Sid Ahmed Agoumi; David Saracino; Karina Testa;Djamel Bensalah;;;Gilles Laurent; Djamel Bensalah; Gilles Laurent;Gaumont Columbia Tristar Films;;;Comédie;;;;;;;France;19.0;10.0;2005.0;2.0;3.1;93.0;277643.0;$5,611,887
1263;58435;Darwin's nightmare;;;;;Hubert Sauper;;;Hubert Sauper;;;Ad Vitam;;;Documentaire;;;;;;;France;2.0;3.0;2005.0;2.0;4.5;107.0;33781.0;$203,746
1264;58436;Shijie;Zhao Tao; Chen Taisheng; Jing Jue; Hongwei Wang;Jia Zhangke;;;Jia Zhangke;;;Ad Vitam;;;Drame;;;;;;;Japon;8.0;6.0;2005.0;2.0;4.1;143.0;16223.0;$64,123
1265;58472;Guess Who;Bernie Mac; Ashton Kutcher; Zoe Saldana; Judith Scott;Kevin Rodney Sullivan;;;William Rose; David Ronn; Jay Scherick;Twentieth Century Fox France;;;Comédie; Romance;;;;;;U.S.A.;3.0;8.0;2005.0;2.0;2.5;105.0;82663.0;$35,000,000 (estimated)
1266;58473;La Vie est à Nous!;Sylvie Testud; Josiane Balasko; Eric Cantona; Michel Muller;Gérard Krawczyk;;;Gérard Krawczyk; Jean-Marie Gourio;;Bac Films;;;Comédie;;;;;;;France;7.0;12.0;2005.0;2.0;2.4;100.0;49071.0;€5,340,000 (estimated)
1267;58486;Harsh Times;Christian Bale; Freddy Rodriguez; Eva Longoria; J.K. Simmons;David Ayer;;;David Ayer;;;SND;;;Policier; Drame; Thriller;;;;;U.S.A.;10.0;1.0;2007.0;2.0;3.0;115.0;55466.0;$2,000,000 (estimated)
1268;58525;Casino Royale;Daniel Craig; Eva Green; Mads Mikkelsen; Judi Dench;Martin Campbell;;;Neal Purvis; Robert Wade; Paul Haggis;Gaumont Columbia Tristar Films;;;Action; Espionnage; Thriller;;;;;U.S.A.;22.0;11.0;2006.0;2.0;3.9;138.0;1260348.0;$150,000,000 (estimated)
1269;58536;Vive la vie;Didier Bourdon; Alexandra Lamy; Zinedine Soualem; Armelle Deutsch;Yves Fajnberg;;;Daniel Baroghel; Lou Inglebert; Yves Fajnberg;Mars Distribution;;;Comédie;;;;;;;France;5.0;10.0;2005.0;2.0;2.3;98.0;38292.0;
1270;58551;Nordeste;Carole Bouquet; Aymará Rovera; Ignacio Jiménez; Mercedes Sampietro;Juan Solanas;;;Juan Solanas; Eduardo Berti;;TFM Distribution;;;Drame;;;;;;;France;13.0;5.0;2005.0;4.0;3.0;104.0;28781.0;$55,883
1271;58606;Saint Ralph;Adam Butcher; Campbell Scott; Gordon Pinsent; Jennifer Tilly;Michael McGowan;;;Michael McGowan;;;SND;;;Comédie dramatique;;;;;;;Canada;2.0;11.0;2005.0;2.0;2.9;98.0;20175.0;CA$6,000,000 (estimated)
1272;58608;Harry Potter and the Order of the Phoenix;Daniel Radcliffe; Rupert Grint; Emma Watson; Imelda Staunton;David Yates;;;Michael Goldenberg; J.K. Rowling;;Warner Bros. France;;;Aventure; Drame; Famille; Fantastique;;;;U.S.A.;11.0;7.0;2007.0;2.0;3.1;138.0;2486291.0;$150,000,000 (estimated)
1273;58688;Le Veau d'or;Morad Sail; Nader Boussandel; Mohamed Majd; Abdou Elmesnaoui;Hassan Legzouli;;;;;;Zelig Films Distribution;;;Drame;;;;;;;France;10.0;12.0;2014.0;2.0;2.9;84.0;1340.0;
1274;58715;L'Avocat;Benoît Magimel; Gilbert Melki; Aïssa Maïga; Eric Caravaca;Cédric Anger;;;Cédric Anger; Jean-François Leforsonney;;SND;;;Policier;;;;;;;France;26.0;1.0;2011.0;2.0;2.3;102.0;42918.0;€5,000,000 (estimated)
1275;58837;The Shaggy Dog;Tim Allen; Kristin Davis; Zena Grey; Spencer Breslin;Brian Robbins;;;Geoff Rodkey; Matthew Carrol; Cormac Wibberley;Buena Vista International;;;Aventure; Comédie;;;;;;U.S.A.;24.0;5.0;2006.0;2.0;1.6;107.0;29974.0;$50,000,000 (estimated)
1276;58838;Conversations with Other Women;Aaron Eckhart; Helena Bonham Carter; Brianna Brown; Brian Geraghty;Hans Canosa;;;Gabrielle Zevin;;;MK2 Diffusion;;;Comédie dramatique; Romance;;;;;;U.S.A.;7.0;6.0;2006.0;2.0;3.6;85.0;24091.0;$450,000 (estimated)
1277;58839;Thank You for Smoking;Aaron Eckhart; Robert Duvall; Katie Holmes; Maria Bello;Jason Reitman;;;Jason Reitman; Christopher Buckley; Jason Blumenfeld;Haut et Court;;;Comédie;;;;;;;U.S.A.;13.0;9.0;2006.0;2.0;3.7;92.0;97914.0;$6,500,000 (estimated)
1278;58842;Le Petit lieutenant;Nathalie Baye; Jalil Lespert; Roschdy Zem; Antoine Chappey;Xavier Beauvois;;;Xavier Beauvois; Guillaume Breaud; Jean-Eric Troubat;Mars Distribution;;;Policier; Drame;;;;;;France;16.0;11.0;2005.0;2.0;4.4;110.0;241732.0;$216,724
1279;58856;Friends With Money;Catherine Keener; Jennifer Aniston; Frances McDormand; Joan Cusack;Nicole Holofcener;;;Nicole Holofcener;;;Gaumont Columbia Tristar Films;;;Comédie; Drame; Romance;;;;;U.S.A.;11.0;10.0;2006.0;2.0;2.4;88.0;50924.0;$6,500,000 (estimated)
1280;58905;Les Mauvais joueurs;Pascal Elbé; Simon Abkarian; Isaac Sharry; Linh-Dan Pham;Frédéric Balekdjian;;;Frédéric Balekdjian; Frédéric Balekdjian;;Pyramide Distribution;;;Policier; Drame;;;;;;France;20.0;4.0;2005.0;2.0;3.5;85.0;28042.0;$204,301
