,nom,ID,STARmeter,recompenses,carriere_duree,films_series
15859,MarinaKleshcheva,nm8332323,1741695.0,0.0,0.0,0.0
15860,MarinaVasilyeva,,,0.0,0.0,2.0
15861,AlexManette,,,0.0,17.0,17.0
15862,JanelMoloney,nm0597223,6747.0,0.0,25.0,29.0
15863,KirkAcevedo,nm0009716,3950.0,0.0,25.0,46.0
15864,D.R.Y.,,,0.0,0.0,0.0
15865,EllaPurnell,nm3480246,814.0,0.0,14.0,19.0
15866,MaximilienPoullein,nm2014237,305172.0,0.0,13.0,19.0
15867,RabiaaTlili,nm8495699,9604118.0,0.0,0.0,0.0
15868,SonnieLoid,nm8471744,6852018.0,0.0,0.0,0.0
15869,ChristianBrahy,nm6170134,4652297.0,0.0,0.0,0.0
15870,RachelHilson,,,0.0,11.0,16.0
15871,SriMata&quot;Amma&quot;AmritanandamayiDevi,,,,,
15872,SylvainMossot,nm7646853,12107958.0,0.0,0.0,4.0
15873,HerryTangiri,nm3822788,237145.0,0.0,5.0,3.0
15874,TatianaVerstraeten,nm8063378,1164240.0,0.0,0.0,0.0
15875,MartinHavelka,nm1178584,514594.0,0.0,0.0,0.0
15876,AntoninBrunelle-Remy,nm7718087,9758817.0,0.0,0.0,5.0
15877,MathildeAuneveux,,,0.0,0.0,6.0
15878,KirbyJohnson,nm6194955,7410.0,0.0,0.0,0.0
15879,TonySimonneau,,,0.0,0.0,2.0
15880,Jean-ChristopheHembert,,,0.0,0.0,3.0
15881,MarlonAliLattion,,,0.0,0.0,0.0
15882,EddyLeduc,nm6120842,7840025.0,0.0,5.0,10.0
15883,SarahCatherineHook,nm7511512,8750.0,0.0,3.0,9.0
15884,JocelynDeBoer,nm3202519,22918.0,0.0,6.0,7.0
15885,AmitMuchtar,nm7583468,5097393.0,0.0,0.0,0.0
15886,NathanielMartello-White,nm2533322,24284.0,0.0,16.0,18.0
15887,NourredineBenallouche,,,0.0,0.0,0.0
15888,RogerBepet,nm8273846,9732694.0,0.0,0.0,0.0
15889,RupertPenry-Jones,nm0672303,3354.0,0.0,27.0,38.0
15890,Pua-TaiHikutini,nm9281928,7376375.0,0.0,0.0,0.0
15891,SylviaO&#039;Donnell,,,,,
15892,KamelKadri,,,0.0,0.0,0.0
15893,AhmedEl-Daoud,,,0.0,11.0,2.0
15894,TanyaratKongphu,nm10334196,9339321.0,0.0,0.0,0.0
15895,LillyRobin,nm8342691,12024454.0,0.0,0.0,0.0
15896,MilkoLazarov,,,0.0,0.0,3.0
15897,JoseeDayan,,,0.0,59.0,62.0
15898,BerndHolscher,nm7094397,110731.0,0.0,6.0,14.0
15899,RobertGwisdek,nm0350351,278266.0,1.0,19.0,29.0
15900,Ji-HyunNam,,,0.0,6.0,5.0
15901,PabloCedron,nm0147834,313637.0,0.0,33.0,15.0
15902,JiayiZhang,nm10182055,9048545.0,0.0,10.0,4.0
15903,AlejandroPerezCeferino,,,0.0,0.0,0.0
15904,ShannonPurser,nm7684864,11377.0,0.0,4.0,7.0
15905,MauricioPinto,nm8473781,4358803.0,0.0,0.0,0.0
15906,NonieBuencamino,nm0119193,51864.0,0.0,0.0,12.0
15907,AndyRowski,,,0.0,0.0,3.0
15908,SylvainSolustri,nm1082405,8187306.0,0.0,7.0,4.0
15909,SebastianAyala,,,0.0,5.0,6.0
15910,CasperChristensen,,,0.0,15.0,8.0
15911,BarbaraSantos,,,0.0,0.0,4.0
15912,SamiAmeziane,,,0.0,9.0,5.0
15913,VictoriaBluck,nm10712073,743022.0,0.0,0.0,2.0
15914,KatePhillips,nm0680550,364348.0,0.0,8.0,14.0
15915,AgnesSenemaud,,,0.0,15.0,0.0
15916,SondosBelhassen,nm0067845,932096.0,0.0,22.0,6.0
15917,ThambiRamayya,,,0.0,5.0,5.0
15918,StefaniaMontorsi,nm0600169,877364.0,0.0,24.0,7.0
15919,AmandaWarren,nm2581729,12558.0,0.0,20.0,39.0
15920,MajDorisRimpi,,,0.0,0.0,0.0
15921,JoseRaposo,nm0710810,147774.0,0.0,15.0,13.0
15922,J.QuintonJohnson,nm7604558,50831.0,0.0,5.0,7.0
15923,AnikaNoniRose,nm0741242,5165.0,0.0,20.0,35.0
15924,ZhaoDe-Fu,,,0.0,0.0,2.0
15925,AxelBakouri,nm8661542,10794911.0,0.0,0.0,0.0
15926,KatjaStudt,nm0836091,104878.0,0.0,28.0,42.0
15927,RuthBickelhaupt,nm3149846,342798.0,0.0,8.0,10.0
15928,MarleneMichel,nm8507167,6830390.0,0.0,0.0,0.0
15929,FabienJegoudez,nm3543541,1119509.0,0.0,11.0,17.0
15930,Gwi-hwaChoi,nm3780600,49286.0,0.0,4.0,12.0
15931,NanaKomatsu,nm5862455,33322.0,0.0,8.0,17.0
15932,DianaSpatarescu,nm7679949,11360937.0,0.0,0.0,0.0
15933,SofianeKesraoui,nm8761933,7177388.0,0.0,0.0,0.0
15934,KeijiIzumi,nm8619060,11256042.0,0.0,0.0,0.0
15935,MartinScorsese,,,19.0,65.0,136.0
15936,AntonLesser,nm0504320,6267.0,0.0,43.0,58.0
15937,HazarErguclu,,,0.0,12.0,23.0
15938,VannessWu,nm1488865,52010.0,0.0,19.0,11.0
15939,BillieBlain,nm2692185,75582.0,0.0,14.0,7.0
15940,RazaneJammal,nm3943919,14139.0,0.0,10.0,11.0
15941,MohsenAbbas,nm8756504,1635541.0,0.0,0.0,0.0
15942,NataliaDontcheva,nm0233098,92429.0,0.0,30.0,55.0
15943,ElisaBachirBey,nm7307741,265212.0,0.0,6.0,11.0
15944,LeaLeviant,nm6434640,495912.0,0.0,5.0,9.0
15945,DavidForgit,,,0.0,3.0,4.0
15946,FadiYoussef,,,0.0,0.0,0.0
15947,PatersonJoseph,,,0.0,30.0,39.0
15948,LaurentLucmaret,nm8804260,7227621.0,0.0,0.0,0.0
15949,CyrilleBenvenuto,,,0.0,0.0,0.0
15950,BaptisteCoustenoble,nm4831715,10570461.0,0.0,7.0,6.0
15951,BenjaminBellecour,nm1309397,881392.0,0.0,21.0,36.0
15952,Annie-FrancePoli,nm2732201,2686248.0,0.0,0.0,4.0
15953,BrittanyO&#039;Grady,,,,,
15954,WinslowFegley,nm9121761,14337.0,0.0,5.0,9.0
15955,BettinaGrahs,nm7805144,11689717.0,0.0,0.0,2.0
15956,TsisiaQumsishvili,,,0.0,0.0,2.0
15957,IngaBirkenfeld,nm2128801,372889.0,0.0,9.0,11.0
15958,MathieuChauveau,nm7619663,7780992.0,0.0,0.0,2.0
15959,RebeccaHampton,nm9808198,11773901.0,0.0,39.0,17.0
15960,WalterDickerson,nm1832913,1248353.0,0.0,12.0,4.0
15961,AdamYoung(II),,,0.0,10.0,5.0
15962,LaurentXu,nm8587051,4970654.0,0.0,0.0,0.0
15963,JoeKeery,nm6564737,517.0,0.0,9.0,16.0
15964,YuriyMilya,nm8915877,12724019.0,0.0,0.0,0.0
15965,RaymondeLeroux,,,0.0,0.0,0.0
15966,AntoineHamel,nm2307538,525344.0,0.0,17.0,18.0
15967,ChristopheVauzelle,nm8087838,6095202.0,0.0,0.0,0.0
15968,ThomasTrabacchi,nm0870384,126232.0,0.0,20.0,28.0
15969,LilienBatman,nm9554529,1209225.0,0.0,0.0,2.0
15970,MarieDrion,nm2329658,591821.0,0.0,15.0,6.0
15971,MamoudouAthie,nm6974206,3818.0,0.0,8.0,20.0
15972,ThobaniMseleni,nm6750901,1854238.0,0.0,0.0,0.0
15973,ChaiwatKhumdee,nm9504572,4489813.0,0.0,0.0,0.0
15974,KazukoShirakawa,nm0794199,369556.0,0.0,46.0,10.0
15975,GerDuany,nm1563346,45231.0,0.0,19.0,5.0
15976,GeneJones,nm0428122,10572.0,0.0,16.0,18.0
15977,MauricioArmas,,,0.0,0.0,0.0
15978,EddySuiveng,nm7832669,13044579.0,0.0,0.0,4.0
15979,GauriKamat,nm1773314,12076419.0,0.0,0.0,0.0
15980,MehdiDahmane,,,0.0,0.0,0.0
15981,BrandonAuret,nm1409827,14350.0,0.0,12.0,22.0
15982,ElizabethHawthorne,nm0370411,33305.0,0.0,25.0,19.0
15983,LachionBuckingham,nm8598372,1561992.0,0.0,0.0,0.0
15984,KenneishaThompson,nm5652167,67887.0,0.0,6.0,12.0
15985,MeyerSchwartz,,,0.0,0.0,0.0
15986,AzedineKasri,,,0.0,10.0,8.0
15987,JoannaLarequi,,,0.0,0.0,3.0
15988,IssamTalbi,nm9029811,1516479.0,0.0,0.0,0.0
15989,ZoltanSchneider,nm1343442,531599.0,0.0,12.0,4.0
15990,ClaraJost,,,0.0,0.0,0.0
15991,RitaHayek,nm6197443,87452.0,0.0,0.0,0.0
15992,MakikoMurata,nm2537659,3017995.0,0.0,15.0,2.0
15993,ChristopherKirby,nm0456130,26211.0,0.0,33.0,34.0
15994,KungaDorji,nm6274094,8230561.0,0.0,0.0,0.0
15995,AnatoleTaubman,nm0851458,29410.0,0.0,24.0,78.0
15996,LisaAmedjout,nm9860938,5251026.0,0.0,0.0,0.0
15997,JeromeNiel,nm5684796,126019.0,0.0,11.0,21.0
15998,PaulBlain,nm0086129,460698.0,0.0,40.0,15.0
15999,RonaldoSerruya,nm5504138,262188.0,0.0,0.0,0.0
16000,FrankieFaison,nm0265670,6272.0,0.0,43.0,82.0
16001,YuriTsunematsu,nm4364278,33271.0,0.0,6.0,5.0
16002,TraceAdkins,nm0012081,11777.0,0.0,18.0,26.0
16003,JosebaAstarbe,nm9643198,6498858.0,0.0,0.0,0.0
16004,AdelfaCalvo,nm2431367,152615.0,0.0,11.0,18.0
16005,NeetuChandra,nm15609471,1586864.0,0.0,9.0,8.0
16006,ElsaHouben,nm4455751,306023.0,0.0,11.0,12.0
16007,NoahCentineo,nm3170207,2481.0,0.0,13.0,27.0
16008,JosephineKabore,nm1097617,6016072.0,0.0,25.0,2.0
16009,MeirToledano,nm5801732,5663573.0,0.0,0.0,0.0
16010,JoeManjon,nm3943753,68487.0,0.0,5.0,9.0
16011,HakouBenosmane,nm9968707,460355.0,0.0,0.0,4.0
16012,EmmanuelleBodin,,,0.0,4.0,5.0
16013,NoemieDesbordes,nm8679431,5656598.0,0.0,0.0,0.0
16014,DoraSztarenki,nm5199742,149203.0,0.0,0.0,0.0
16015,ZhouLin,,,0.0,0.0,0.0
16016,MathildeOllivier,nm7230577,10730.0,0.0,5.0,12.0
16017,SofiaHelin,nm0375138,3840.0,0.0,18.0,18.0
16018,VictorAssie,nm6001868,145052.0,0.0,8.0,10.0
16019,GermaineAcogny,nm2140485,2024066.0,0.0,1.0,2.0
16020,MichelRobin,nm0732220,118066.0,0.0,52.0,80.0
16021,TaylorKowald,nm3759145,96298.0,0.0,7.0,5.0
16022,GayaShlitaKatz,,,0.0,0.0,0.0
16023,MelodyLebeau,nm9269048,6570008.0,0.0,0.0,2.0
16024,MaiaShamoevi,nm10285942,8464548.0,0.0,0.0,0.0
16025,PaulaCohen,nm0169677,1282468.0,0.0,0.0,12.0
16026,GuillaumeBouchede,nm1397399,274993.0,0.0,24.0,20.0
16027,IbrahimBuramaDarboe,nm5270527,1948849.0,0.0,0.0,2.0
16028,IsaiahStone,nm3493212,36820.0,0.0,6.0,3.0
16029,MohamedQuatib,nm1082156,2200443.0,0.0,18.0,4.0
16030,KevinLetort,nm8834290,6857262.0,0.0,0.0,0.0
16031,HarryBaltus,nm9045858,3726831.0,0.0,0.0,2.0
16032,AndreasLeupold,nm0505022,355848.0,0.0,10.0,22.0
16033,Slimane,,,0.0,0.0,3.0
16034,AbdoulayeDiallo,nm1104992,2318522.0,0.0,0.0,2.0
16035,FranckBeckmann,nm0065823,514644.0,0.0,18.0,28.0
16036,YueWu,nm0974597,98095.0,0.0,11.0,11.0
16037,AssyaDaSilva,nm11177467,953251.0,0.0,0.0,0.0
16038,Vikranth,nm5990227,178983.0,0.0,7.0,4.0
16039,JulianGiraldo,nm11187715,634720.0,0.0,10.0,2.0
16040,Abra,nm8821143,128429.0,0.0,0.0,2.0
16041,JohnSchmedes,nm4332399,708450.0,0.0,3.0,5.0
16042,LiliaOgienko,nm9028859,9024967.0,0.0,0.0,0.0
16043,CyrilBouzidi,,,0.0,0.0,0.0
16044,ChangHyaeJin,,,0.0,9.0,10.0
16045,Teeyah,nm5620855,1983417.0,0.0,0.0,0.0
16046,ShamaineBuencamino,nm0148313,199222.0,0.0,9.0,6.0
16047,Margaux,nm11371573,2769816.0,0.0,0.0,0.0
16048,DavidRey,nm1006317,754873.0,0.0,0.0,0.0
16049,OpheliaKolb,nm2558275,68267.0,0.0,17.0,47.0
16050,MairambekKozhoev,nm10419055,684800.0,0.0,0.0,0.0
16051,AdamoDionisi,nm2995860,73963.0,0.0,12.0,11.0
16052,NormaMoruzzi,nm8865344,4566474.0,0.0,0.0,0.0
16053,Hye-jinJeon,nm2246822,27757.0,0.0,20.0,15.0
16054,MonikaBalsai,nm1634838,142436.0,0.0,4.0,8.0
16055,VyaraBorisova,,,0.0,0.0,0.0
16056,IevaAleksandrova,,,0.0,0.0,3.0
16057,AtremTsypin,,,0.0,0.0,0.0
16058,MohamedDjouhri,nm6559894,9308106.0,0.0,9.0,6.0
16059,MohamedAkkari,nm9001397,12479100.0,0.0,0.0,0.0
16060,JuliaBecker,nm11063347,6837699.0,0.0,7.0,13.0
16061,JohnGoodluck,nm8937994,13050647.0,0.0,0.0,0.0
16062,IolandaAmato,nm8977046,1706802.0,0.0,0.0,0.0
16063,MargaretSipaneia,,,0.0,0.0,0.0
16064,AnnaPatierno,nm8961485,4019012.0,0.0,0.0,0.0
16065,CatClifford,nm14677526,5576384.0,0.0,0.0,3.0
16066,StefanoFresi,nm2862095,164252.0,0.0,11.0,19.0
16067,Carla-MarieSanterre,nm9146011,12520790.0,0.0,0.0,0.0
16068,PanYun,,,0.0,0.0,0.0
16069,YaacovCohen,nm0169828,576991.0,0.0,0.0,2.0
16070,IndiraJimenez,nm5780392,9577580.0,0.0,0.0,2.0
16071,BilalYasar,nm8025733,10808610.0,0.0,0.0,0.0
16072,AndreaFalzone,,,0.0,0.0,0.0
16073,DanieleIncalcaterra,,,0.0,31.0,6.0
16074,NathalieCouturier,nm1614802,12594830.0,0.0,0.0,4.0
16075,MarikaVibik,nm1494563,5395471.0,0.0,15.0,8.0
16076,NicolasDufour,nm0240706,1046168.0,0.0,0.0,0.0
16077,JuliaSierra,nm11342893,1132092.0,0.0,0.0,0.0
16078,KimonKouris,,,0.0,0.0,0.0
16079,MichaelGreyeyes,nm0340729,6574.0,0.0,28.0,38.0
16080,NobuoKawakami,nm0442803,4176483.0,0.0,61.0,3.0
16081,JaneaneGarofalo,nm0000413,2892.0,0.0,29.0,95.0
16082,TimHeidecker,nm1727367,7457.0,0.0,14.0,33.0
16083,ManojBajpayee,nm0048075,11472.0,0.0,12.0,23.0
16084,NicoleDaSilva,,,0.0,13.0,9.0
16085,JuanPabloRaba,nm0704696,4705.0,0.0,11.0,21.0
16086,JackChampion,nm5607823,4092.0,0.0,4.0,11.0
16087,JosedeLuna,nm9069768,324118.0,0.0,0.0,4.0
16088,LoredanaFlori,nm7904437,9641851.0,0.0,0.0,3.0
16089,PeterMcDonald,nm0567945,17801.0,0.0,27.0,30.0
16090,IsaoHashizume,nm0368089,243217.0,0.0,33.0,15.0
16091,TomHopper,nm2584392,832.0,0.0,16.0,23.0
16092,KhalidAbdulrahman,,,0.0,0.0,0.0
16093,EannaHardwicke,,,0.0,14.0,12.0
16094,AlexeiFateev,,,0.0,0.0,0.0
16095,CesarSarachu,nm0764754,179997.0,0.0,25.0,11.0
16096,AjionaAlexus,nm4725344,18656.0,0.0,9.0,12.0
16097,MagnusKrepper,nm0470886,24771.0,0.0,22.0,44.0
16098,SergeyNasedkin,nm3136140,5002535.0,0.0,4.0,2.0
16099,JacobBatalon,nm8188622,1917.0,0.0,7.0,14.0
16100,PierPaoloPasolini,,,4.0,21.0,39.0
16101,FabriceDeville,nm0222541,112039.0,0.0,24.0,39.0
16102,TomLeeb,nm1861637,34207.0,0.0,14.0,19.0
16103,OmariHardwick,nm1165044,6072.0,0.0,18.0,39.0
16104,SudhirPandey,nm1106058,126740.0,0.0,10.0,3.0
16105,AndrewRannells,nm0710330,3537.0,0.0,24.0,20.0
16106,AleezeNasser,nm7571585,354863.0,0.0,0.0,0.0
16107,RafaelaLeon,nm9331940,2352666.0,0.0,0.0,0.0
16108,RaniaKhaleelAwadAl-Mutamid,,,0.0,0.0,0.0
16109,MarieClarence,nm8502204,222673.0,0.0,0.0,0.0
16110,ZoharShtrauss,nm15648917,11353684.0,0.0,13.0,10.0
16111,RudolfGhevondyan,,,0.0,0.0,0.0
16112,JorundurRagnarsson,,,0.0,16.0,11.0
16113,TobeHooper,,,0.0,43.0,32.0
16114,PalomiGhosh,,,0.0,0.0,3.0
16115,RaffaellaRea,nm2495221,167485.0,0.0,8.0,7.0
16116,ImenCherif,,,0.0,0.0,2.0
16117,BeatriceChien,nm5879572,839921.0,0.0,4.0,3.0
16118,RaulBriones,nm3028204,102030.0,0.0,10.0,16.0
16119,NoahBenzaquen,nm7914064,3649358.0,0.0,1.0,2.0
16120,JayPharoah,nm3982894,15822.0,0.0,9.0,20.0
16121,Jean-PaulDix,nm6769923,935494.0,0.0,9.0,10.0
16122,AmineLansari,nm5296974,664895.0,0.0,4.0,5.0
16123,KenzaLagnaoui,nm8856644,3059388.0,0.0,0.0,3.0
16124,AstridMeloni,nm3265325,138544.0,0.0,15.0,10.0
16125,VolkmarKleinert,,,0.0,41.0,25.0
16126,ShiKe,,,0.0,6.0,2.0
16127,SimonBisschop,nm9246609,8296327.0,0.0,0.0,0.0
16128,ManuelViveros,,,0.0,0.0,3.0
16129,WilliamCosta,,,0.0,2.0,3.0
16130,FrankWilliams(I),,,0.0,21.0,8.0
16131,MariahTannoury,nm9060225,464669.0,0.0,0.0,2.0
16132,ShannonTarbet,nm4381014,24898.0,0.0,8.0,12.0
16133,EkavaliKhanna,nm3935977,74360.0,0.0,0.0,3.0
16134,SusanaHornos,,,0.0,0.0,3.0
16135,IanSamso,nm9722096,4029332.0,0.0,0.0,0.0
16136,Ilanah,,,0.0,0.0,2.0
16137,KaramAlKafri,nm10521953,12188848.0,0.0,0.0,0.0
16138,GertJonathansen,nm9876576,13114268.0,0.0,0.0,0.0
16139,SimoncinoSimoneMartucci,nm8351525,1717669.0,0.0,0.0,0.0
16140,JayEllis,nm1337350,11042.0,0.0,8.0,14.0
16141,NinaMoran,,,0.0,0.0,2.0
16142,ChisatoKogawa,nm9253243,6228995.0,0.0,0.0,0.0
16143,AyalaCousteau,nm11447590,6144292.0,0.0,0.0,0.0
16144,ZoedeTarle,,,0.0,0.0,0.0
16145,OriYaniv,,,0.0,0.0,7.0
16146,HediyehTehrani,nm0998142,94507.0,0.0,0.0,5.0
16147,MollyGordon,nm1094137,233.0,0.0,22.0,16.0
16148,AminataKane,nm10641645,1768074.0,0.0,0.0,0.0
16149,NayyarEjaz,nm3809372,328786.0,0.0,0.0,6.0
16150,EllaRyanQuinn,nm9278794,140992.0,0.0,0.0,0.0
16151,LaraJohannaJonsdottir,nm3987519,132613.0,0.0,8.0,7.0
16152,DavidAliHamade,,,0.0,15.0,21.0
16153,A.J.Buckley,nm0118568,2721.0,0.0,26.0,50.0
16154,MichelKandinsky,,,0.0,0.0,3.0
16155,KenshinFujita,nm5245095,1629568.0,0.0,1.0,0.0
16156,StefanRaus,nm9274928,2903791.0,0.0,0.0,0.0
16157,GretaElizondo,nm10559852,262234.0,0.0,0.0,0.0
16158,LeoFolschette,,,0.0,0.0,0.0
16159,LauraHarrier,nm5637553,4356.0,0.0,7.0,12.0
16160,YanTual,nm5565659,35130.0,0.0,10.0,25.0
16161,SyedTanveerHussain,nm7943972,1056833.0,0.0,0.0,0.0
16162,AmelieDaure,nm1087423,179197.0,0.0,18.0,8.0
16163,RominaIniesta,nm9796905,9235009.0,0.0,0.0,0.0
16164,GustavoQuirozJr.,,,0.0,0.0,4.0
16165,IvoMichligk,,,0.0,0.0,0.0
16166,JoanneWhalley,nm0000695,2375.0,0.0,38.0,53.0
16167,LucLong,nm7511919,7546872.0,0.0,0.0,0.0
16168,AdolfoSavinvino,,,0.0,0.0,0.0
16169,JohannaWokalek,nm0937557,36351.0,0.0,24.0,23.0
16170,GaraziUrkola,nm10678594,363483.0,0.0,0.0,0.0
16171,LarsBrygmann,nm0117368,25214.0,0.0,25.0,31.0
16172,CarmenzaCossio,nm1538690,395242.0,0.0,9.0,5.0
16173,JulieGuio,nm5039415,11493733.0,0.0,0.0,3.0
16174,DorotheeBriere,nm1049589,422043.0,0.0,22.0,17.0
16175,CamillaDiana,nm1990753,82657.0,0.0,0.0,6.0
16176,EdilsonManuelOlvera,,,0.0,0.0,0.0
16177,ElenaMarFernandez,nm10972727,1450953.0,0.0,3.0,3.0
16178,ElaIonescu,nm2720958,390555.0,0.0,0.0,3.0
16179,JosephineDrai,,,0.0,16.0,28.0
16180,StephanieCorneliussen,,,0.0,7.0,6.0
16181,TetsuyaChiba(II),,,0.0,40.0,5.0
16182,MarieCeolin,nm1307848,7442531.0,0.0,0.0,2.0
16183,BenedicteLalaErnoult,,,0.0,10.0,9.0
16184,MarioSgueglia,nm7217179,115968.0,0.0,7.0,10.0
16185,Jean-BaptisteGermain,,,0.0,15.0,3.0
16186,NinoGiorgobiani,nm4299168,8724677.0,0.0,0.0,0.0
16187,RodrigoCortes,nm4756330,6691762.0,2.0,12.0,9.0
16188,GideonAdlon,nm4594069,2838.0,0.0,7.0,13.0
16189,NataliaReyes,nm0721376,9069.0,0.0,5.0,10.0
16190,ChristopheMontenez,nm8144032,267944.0,0.0,7.0,13.0
16191,EmilieYiliKang,nm10607439,12108752.0,0.0,0.0,0.0
16192,AndreaPietra,nm0682876,277551.0,0.0,0.0,3.0
16193,MohammedQaisShaghasy,,,0.0,0.0,0.0
16194,AlexandraShipp,nm3381295,902.0,0.0,14.0,29.0
16195,JeromeBideau,,,0.0,0.0,0.0
16196,NoemieNael,nm8727106,8600964.0,0.0,0.0,0.0
16197,LisaHagmeister,nm2989239,149321.0,0.0,13.0,21.0
16198,ManexFuchs,nm2995875,1174984.0,0.0,0.0,0.0
16199,OlivierPages,nm0656420,294590.0,0.0,32.0,39.0
16200,FrancoisePinkwasser,nm0684413,1319259.0,0.0,31.0,27.0
16201,SalimAmeur-Zaimeche,nm2296536,967928.0,0.0,18.0,5.0
16202,MarthaNowill,,,0.0,0.0,24.0
16203,IsaacMizrahi,,,0.0,39.0,14.0
16204,KonstantinosSarris,nm8881210,1654766.0,0.0,0.0,2.0
16205,JasmineCephasJones,nm5093499,10594.0,0.0,8.0,16.0
16206,Anne-LisePrat,nm2687000,9049919.0,0.0,0.0,2.0
16207,BingYin,,,0.0,23.0,22.0
16208,TomLevy,nm10587320,7859747.0,0.0,0.0,2.0
16209,LauraBro,nm0110331,62932.0,0.0,14.0,9.0
16210,MattL.Jones,,,0.0,11.0,28.0
16211,HelenaSujecka,nm2544181,52058.0,0.0,6.0,7.0
16212,ArndtSchwering-Sohnrey,nm0777912,115466.0,0.0,20.0,54.0
16213,WilfriedRioul,,,0.0,0.0,2.0
16214,AlineMartaMaia,nm10076472,1388918.0,0.0,3.0,4.0
16215,DeborahLukumuena,nm7368024,149340.0,3.0,7.0,18.0
16216,OrnellaFleury,nm6137761,356971.0,0.0,9.0,9.0
16217,ArthurPerier-Pillu,,,0.0,0.0,3.0
16218,ClariellaBizimana,nm10269056,1746404.0,0.0,0.0,0.0
16219,ErinDarke,nm3520615,6701.0,0.0,12.0,25.0
16220,JosephLee(II),,,0.0,5.0,4.0
16221,IsaiahKristian,nm9449042,1254395.0,0.0,0.0,0.0
16222,NabilMallat,,,0.0,5.0,6.0
16223,AnnickLavieville,nm10977117,1767997.0,0.0,0.0,2.0
16224,Sriman,nm1417060,210012.0,0.0,1.0,3.0
16225,ZelieRixhon,nm8107538,174070.0,0.0,6.0,9.0
16226,NildaGonzalez,,,0.0,0.0,0.0
16227,ParinazIzadyar,nm6346171,50242.0,0.0,0.0,2.0
16228,MillyShapiro,nm8412536,2702.0,0.0,0.0,0.0
16229,LisaGertumBecker,nm15053076,6213251.0,0.0,0.0,0.0
16230,SergeiEgorov,nm2809569,5038237.0,0.0,0.0,2.0
16231,BituinEscalante,,,0.0,0.0,0.0
16232,BehzadDorani,,,0.0,26.0,6.0
16233,ShahrokhForoutanian,nm0286570,797815.0,0.0,0.0,4.0
16234,SawsanArsheed,,,0.0,0.0,4.0
16235,WanQian,,,0.0,1.0,6.0
16236,SandraDani,nm0199546,2850396.0,0.0,0.0,3.0
16237,GuillemineBoulte,nm9951293,4176548.0,0.0,0.0,0.0
16238,Jean-MarieWinling,,,0.0,33.0,93.0
16239,AviisZhong,nm6249217,179359.0,0.0,7.0,7.0
16240,AudraMcDonald,,,0.0,25.0,33.0
16241,ZinebBoujemaa,nm12630840,889778.0,0.0,0.0,2.0
16242,SamuelGauthier,nm5553521,158365.0,0.0,0.0,3.0
16243,JoseManuelPoga,nm2423567,30776.0,0.0,13.0,22.0
16244,VirginieVisconti,,,0.0,17.0,6.0
16245,JamesColeman,nm0171061,10752680.0,0.0,0.0,4.0
16246,LiudmilaSmorodina,,,0.0,0.0,0.0
16247,MilanHurduc,nm9055194,1087479.0,0.0,0.0,0.0
16248,JavierParedes,nm10019184,2209478.0,0.0,0.0,2.0
16249,AleksandarJovanovic,nm0431235,49417.0,0.0,22.0,56.0
16250,McKaleyMiller,nm3591790,8180.0,0.0,13.0,21.0
16251,BredeFristad,nm6282108,242759.0,0.0,0.0,0.0
16252,CongxiLi,,,0.0,0.0,2.0
16253,ClaireSermonne,nm3947700,33017.0,0.0,0.0,5.0
16254,AnaFernandez,nm2798915,67240.0,0.0,20.0,42.0
16255,WernerDaehn,nm0246306,50654.0,0.0,20.0,38.0
16256,Jan-EjeFerling,,,0.0,0.0,0.0
16257,AdipatiDolken,nm3668024,230781.0,0.0,6.0,8.0
16258,SergioRubini,nm0748207,55904.0,0.0,49.0,52.0
16259,TheodoraMarcade,nm10631457,249644.0,0.0,0.0,0.0
16260,AnneDepetrini,,,0.0,13.0,11.0
16261,HalaFinley,nm6442629,12537.0,0.0,5.0,7.0
16262,AnjaliPatil,nm4405794,70513.0,0.0,7.0,6.0
16263,AssefaZerihunGudeta,nm12312897,12825112.0,0.0,0.0,0.0
16264,KiddySmile,nm8156298,106628.0,0.0,0.0,2.0
16265,HermelindaLujan,nm1886297,10919473.0,0.0,13.0,5.0
16266,JustinHartley,nm1261997,273.0,0.0,19.0,38.0
16267,SheilaAtim,nm5956547,20781.0,0.0,3.0,16.0
16268,StephanieNogueras,nm5453200,17666.0,0.0,5.0,7.0
16269,ElinaVildanova,nm7465402,773598.0,0.0,0.0,4.0
16270,RaymondCruz,nm0190441,4005.0,0.0,34.0,71.0
16271,ErgunKuyucu,nm3372702,127849.0,0.0,7.0,16.0
16272,JurgPluss,nm1903301,440558.0,0.0,13.0,17.0
16273,ElinorMachen-Fortune,nm4730824,1343866.0,0.0,0.0,0.0
16274,JimCarter,nm0141697,2620.0,0.0,39.0,66.0
16275,ZhengWei,nm0917682,6108370.0,0.0,0.0,4.0
16276,Juan-CarlosRuiz,nm9169023,3360480.0,0.0,0.0,2.0
16277,GlennHowerton,,,0.0,21.0,18.0
16278,SajdaPathan,nm14812107,526040.0,0.0,0.0,0.0
16279,VirpiRautsiala,nm2604660,1597091.0,0.0,0.0,0.0
16280,MarisolNichols,nm0629653,2202.0,0.0,28.0,44.0
16281,HalinaRasiakowna,nm1526677,656498.0,0.0,4.0,6.0
16282,KaisaroJussaraBrito,,,0.0,0.0,0.0
16283,NirereShanel,,,0.0,0.0,0.0
16284,TijmenGovaerts,,,0.0,5.0,11.0
