,nom,ID,STARmeter,recompenses,carriere_duree,films_series
9209,CliftonCollinsJr.,nm0004286,4542.0,0.0,32.0,100.0
9210,DylanBaker,nm0048414,5767.0,0.0,37.0,108.0
9211,MarSodupe,nm0812073,144434.0,0.0,25.0,28.0
9212,MalikDiouf,nm0228086,540285.0,0.0,0.0,5.0
9213,IsabelleCandelier,nm0133713,68171.0,0.0,38.0,74.0
9214,DeeWallace,nm0908914,4138.0,0.0,49.0,115.0
9215,VictoriaLafaurie,,,0.0,21.0,6.0
9216,MitsukoKusabue,nm0476179,331032.0,0.0,57.0,10.0
9217,WilliamGaminara,,,0.0,33.0,7.0
9218,TomArnold,nm0000792,8242.0,0.0,58.0,119.0
9219,AlexanderAllerson,nm0021251,142304.0,0.0,41.0,14.0
9220,KellyMcGillis,nm0000534,1992.0,0.0,35.0,38.0
9221,MicheleGarcia,nm0305358,342262.0,0.0,24.0,34.0
9223,DerekJacobi,nm0001394,3247.0,0.0,59.0,99.0
9224,GinaMcKee,nm0571160,3585.0,0.0,35.0,59.0
9225,TracyLetts,nm0504832,4816.0,0.0,25.0,25.0
9226,DanAykroyd,nm0000101,1444.0,0.0,47.0,90.0
9227,EwaCarlsson,nm0138081,179787.0,0.0,0.0,2.0
9228,NigelBennett,nm0000911,18920.0,0.0,26.0,61.0
9229,JohnAlderton,nm0017596,12713.0,0.0,44.0,13.0
9230,JoanPlowright,nm0687506,6236.0,1.0,52.0,48.0
9231,LukeHolland,nm0998930,387342.0,0.0,0.0,2.0
9232,PeterCoyote,nm0001075,5280.0,0.0,40.0,105.0
9233,ColmFeore,nm0272173,5563.0,0.0,33.0,106.0
9234,SadouTeymouri,nm0970343,7454384.0,0.0,0.0,0.0
9235,AnthonyLaPaglia,nm0001439,761.0,1.0,39.0,84.0
9236,JewelKilcher,,,0.0,19.0,8.0
9237,SelinaCadell,nm15581808,1172420.0,0.0,30.0,25.0
9238,RoyCheung,nm0156558,124485.0,0.0,26.0,23.0
9239,ReneBitorajac,nm0084484,61675.0,0.0,20.0,9.0
9240,NadiaFares,nm0268626,29964.0,0.0,31.0,35.0
9241,CarloGiuffre,nm0320218,147951.0,0.0,52.0,16.0
9242,DavidVincent,nm0898613,1916390.0,0.0,0.0,2.0
9243,AmandaLear,,,0.0,57.0,24.0
9244,LeeleeSobieski,nm0005447,2616.0,0.0,20.0,34.0
9245,BrigitteCatillon,nm0146165,109739.0,0.0,45.0,56.0
9246,Raven-Symone,nm0712368,7619.0,0.0,34.0,29.0
9247,ShinobuNakayama,nm0620429,118723.0,0.0,6.0,4.0
9248,Sophie-CharlotteHusson,,,0.0,18.0,47.0
9249,CatherineDent,nm0219748,5730.0,0.0,29.0,65.0
9250,Yeong-aeLee,,,0.0,5.0,4.0
9251,StevenBerkoff,nm0000925,5854.0,0.0,63.0,76.0
9252,KennethHarp,nm0363780,186929.0,0.0,0.0,0.0
9253,CyrilleThouvenin,,,0.0,23.0,30.0
9254,RyokoHirosue,nm0386414,34461.0,0.0,27.0,16.0
9255,PierreVaneck,nm0889005,294935.0,0.0,53.0,66.0
9256,RachelMiner,nm0001540,3885.0,0.0,29.0,41.0
9257,JoeDuttine,nm0244911,30417.0,0.0,15.0,9.0
9258,ShefaliShetty,,,0.0,15.0,8.0
9259,NelloMascia,nm0556188,832316.0,0.0,24.0,11.0
9260,TraceyCherelleJones,nm0429385,29900.0,0.0,32.0,7.0
9261,SomsriPinyopol,,,0.0,0.0,0.0
9262,WickremaBogoda,nm1180823,7260156.0,0.0,0.0,0.0
9263,MathiasMlekuz,,,1.0,26.0,60.0
9264,TadeuszMinc,nm0591645,1958590.0,0.0,0.0,0.0
9265,MauriceBenichou,nm0126870,131052.0,1.0,48.0,61.0
9266,JackyCheung,nm0156484,46695.0,0.0,25.0,33.0
9267,TiffaniThiessen,,,0.0,31.0,32.0
9268,HeinoFerch,nm0272224,24664.0,0.0,28.0,114.0
9269,LeslieNielsen,nm0000558,1609.0,0.0,53.0,98.0
9270,CharlieNelson,nm0625226,482116.0,0.0,31.0,25.0
9271,RemySweeney,nm1576352,350430.0,0.0,0.0,0.0
9272,NatasaSolak,,,0.0,6.0,2.0
9273,NeilCrone,nm0188709,28911.0,0.0,25.0,40.0
9274,JillTalley,nm0848154,16399.0,0.0,26.0,16.0
9275,JayRodan,nm0734421,93127.0,0.0,5.0,8.0
9276,AliceEvans,nm0262521,5229.0,0.0,18.0,25.0
9277,GuylainN&#039;GubaBoyeke,,,,,
9278,PetaWilson,nm0933959,3690.0,0.0,17.0,21.0
9279,SarahPaulson,nm0005299,686.0,2.0,30.0,70.0
9280,PeterUstinov,nm0001811,6780.0,3.0,62.0,59.0
9281,FredArmisen,nm0035488,3253.0,0.0,21.0,72.0
9282,MichaelChiklis,nm0004821,3959.0,1.0,35.0,44.0
9283,PhilippeUchan,nm0399576,242464.0,0.0,36.0,74.0
9284,FaridaRahouadj,,,1.0,34.0,44.0
9285,CharlesLaughton,nm0001452,8519.0,1.0,30.0,46.0
9286,TonyCox,nm0185272,14192.0,0.0,36.0,34.0
9287,WongYatFei,,,0.0,0.0,0.0
9288,YuRongguang,,,0.0,24.0,24.0
9289,AnnmarieFulton,nm1161997,329449.0,0.0,0.0,0.0
9290,NathanielParker,nm0662511,7336.0,0.0,32.0,35.0
9291,NathanWillcocks,,,0.0,11.0,16.0
9292,MaritzaGutti,nm0349726,943656.0,0.0,0.0,0.0
9293,EldenHenson,nm0711805,1788.0,0.0,37.0,52.0
9294,TomEverettScott,nm0779866,5219.0,0.0,31.0,72.0
9295,HeatherLocklear,nm0000181,3573.0,0.0,40.0,40.0
9296,VictoriaTolstoganova,,,0.0,0.0,0.0
9297,YouHo-Jeong,,,0.0,0.0,0.0
9298,NayefFahoumDaher,nm1158727,3204495.0,0.0,0.0,0.0
9299,JuhaniNiemela,nm0631112,370661.0,0.0,31.0,7.0
9300,SuzanneFlon,nm0282530,77623.0,2.0,58.0,73.0
9301,MichaelConstantine,nm0176073,8643.0,0.0,56.0,42.0
9302,ParkerPosey,nm0000205,391.0,0.0,31.0,90.0
9303,DeanCain,nm0001002,3089.0,0.0,38.0,122.0
9304,MarkHarmon,nm0001319,2001.0,0.0,51.0,51.0
9305,Jean-PierreCassel,nm0144045,15913.0,0.0,54.0,145.0
9306,KarenAllen,nm0000261,1128.0,0.0,45.0,51.0
9307,JoyBryant,nm0117146,9452.0,0.0,19.0,30.0
9308,CharlesDance,nm0001097,2148.0,0.0,43.0,109.0
9309,TaroSuwa,nm0840486,230099.0,0.0,17.0,22.0
9310,NadeDieu,nm0226383,132494.0,0.0,21.0,19.0
9311,EricaLeerhsen,nm0498713,12246.0,0.0,14.0,18.0
9312,ThibaultVerhaeghe,nm1392135,493308.0,0.0,13.0,2.0
9313,JonahBobo,nm1501050,7241.0,0.0,8.0,9.0
9314,BiditaBag,nm5089122,48564.0,0.0,2.0,4.0
9315,LeeCormie,nm1064987,94669.0,0.0,14.0,6.0
9316,TonyGoldwyn,nm0001282,1087.0,0.0,37.0,73.0
9317,JoanCusack,nm0000349,1853.0,1.0,40.0,59.0
9318,JordiMolla,nm0003244,7422.0,0.0,35.0,93.0
9319,AnnaPopplewell,nm0691600,1390.0,0.0,22.0,19.0
9320,EmmanuelleChriqui,nm0004825,1223.0,0.0,28.0,62.0
9321,ChristoJivkov,nm0998941,72727.0,0.0,14.0,9.0
9322,LiamFalconer,nm1591757,161139.0,0.0,0.0,0.0
9323,SoYutLai,,,0.0,1.0,2.0
9324,ChristinaMilian,nm0587396,6848.0,0.0,23.0,29.0
9325,Jean-JacquesVanier,nm0004382,1955960.0,0.0,30.0,21.0
9326,CamilleNatta,nm1301340,223385.0,0.0,17.0,7.0
9327,Nora-JaneNoone,nm1172901,6161.0,1.0,23.0,25.0
9328,LingDongFu,,,0.0,12.0,5.0
9329,JeanYanne,nm0946179,62735.0,1.0,52.0,91.0
9330,LukeGoss,nm0331577,8003.0,0.0,16.0,50.0
9331,PhilippineLeroy-Beaulieu,nm0503800,7239.0,0.0,39.0,63.0
9332,OphelieWinter,nm0935807,46136.0,1.0,17.0,14.0
9333,JasonFlemyng,nm0002076,3897.0,0.0,27.0,97.0
9334,TonyPlana,nm0686470,6744.0,0.0,38.0,108.0
9335,LivioLorenzon,nm0520859,239818.0,0.0,11.0,28.0
9336,RobSchneider,nm0001705,2646.0,1.0,31.0,56.0
9337,PhilippeHarel,nm0362854,242040.0,2.0,38.0,28.0
9338,LaurenceCote,nm0194759,289018.0,1.0,36.0,61.0
9339,TomSkerritt,nm0000643,3038.0,0.0,59.0,93.0
9340,TomasMilian,nm0587401,17846.0,0.0,56.0,86.0
9341,JeanBenguigui,nm0071114,182025.0,0.0,56.0,84.0
9342,JeromeLeBanner,nm1544372,155478.0,0.0,19.0,21.0
9343,LuisaRanieri,nm1110629,16213.0,0.0,20.0,23.0
9344,AimeGuibert,,,0.0,0.0,0.0
9345,DilbarGunayeva,nm3358816,11357461.0,0.0,0.0,0.0
9346,EstellaWarren,nm0005535,3272.0,0.0,18.0,30.0
9347,NealMcDonough,nm0568180,283.0,0.0,33.0,110.0
9348,AngelaLansbury,nm0001450,2052.0,1.0,74.0,73.0
9349,ParkasioOleMuntet,nm1742326,9496991.0,0.0,0.0,0.0
9350,CharlesS.Dutton,nm0001165,3757.0,0.0,30.0,82.0
9351,JoelMcHale,nm0570364,1157.0,0.0,23.0,46.0
9352,AimeeGarcia,nm0305083,3311.0,0.0,22.0,63.0
9353,BenjaminMorgaine,,,0.0,19.0,4.0
9354,JakeWeber,nm0916617,3134.0,0.0,34.0,59.0
9355,TaniaVichkova,,,0.0,0.0,0.0
9356,MartonCsokas,nm0190744,1361.0,0.0,30.0,66.0
9357,IvetaPole,,,0.0,0.0,4.0
9358,DonaldRumsfeld,,,1.0,9.0,6.0
9359,GenaRowlands,nm0001687,4858.0,2.0,57.0,58.0
9360,ArnoChevrier,nm0156756,335773.0,0.0,34.0,38.0
9361,OmarEpps,nm0004898,4250.0,0.0,31.0,36.0
9362,ChrisMcKinney,nm13953640,7320078.0,0.0,26.0,18.0
9363,NicoleFrilot,,,0.0,0.0,0.0
9364,DorotheeBerryman,nm0077715,110781.0,0.0,30.0,8.0
9365,EliasMcConnell,nm1371432,49212.0,0.0,9.0,3.0
9366,DavidBoutin,nm0100333,144076.0,0.0,22.0,15.0
9367,ChristineTaylor,nm0852132,1283.0,0.0,30.0,42.0
9368,PhilippeFretun,nm0294417,820308.0,0.0,37.0,35.0
9369,EdwyPlenel,,,0.0,2.0,4.0
9370,RobertHossein,nm0396136,40362.0,4.0,72.0,106.0
9371,MarcusCarlFranklin,,,0.0,0.0,5.0
9372,LouisePortal,,,0.0,47.0,29.0
9373,JadaPinkettSmith,nm0000586,3805.0,0.0,33.0,39.0
9374,AngieHarmon,nm0004990,2219.0,0.0,26.0,24.0
9375,SaidSerrari,nm0785647,11159615.0,0.0,17.0,8.0
9376,TomAllen,nm7307217,12232114.0,0.0,52.0,7.0
9377,PeterFonda,nm0001228,5731.0,2.0,57.0,84.0
9378,PeterBonke,nm0094746,514698.0,0.0,45.0,27.0
9379,SantiagoCabrera,nm1085051,4221.0,0.0,21.0,32.0
9380,AuroreClement,nm0167467,24070.0,0.0,49.0,112.0
9381,PascalSellem,nm1368718,784760.0,0.0,26.0,7.0
9382,OrnellaMuti,nm0001560,4340.0,2.0,49.0,75.0
9383,JessicaSimpson,nm0005433,5584.0,0.0,13.0,10.0
9384,DavidClennon,nm0166359,8658.0,0.0,42.0,76.0
9385,StephanieSzostak,nm1210895,4178.0,0.0,17.0,24.0
9386,ScottCaan,nm0004790,3069.0,0.0,23.0,42.0
9387,KonstantinLavronenko,nm0492249,93464.0,1.0,16.0,13.0
9388,ChrisIsaak,nm0001389,8819.0,0.0,26.0,18.0
9389,CharlieYoung,nm0949379,358076.0,0.0,22.0,10.0
9390,NanaGbewonyo,nm1560300,40769.0,0.0,0.0,5.0
9391,CharleneChoi,nm1218953,48167.0,0.0,20.0,19.0
9392,M.EmmetWalsh,nm0001826,5283.0,0.0,52.0,118.0
9393,MarkMoses,nm0608601,7684.0,0.0,36.0,82.0
9394,JarellHouston,,,0.0,0.0,0.0
9395,PumwareeYodkamol,nm1438146,95001.0,0.0,0.0,2.0
9396,TonyD&#039;Amario,,,,,
9397,LeilaMakhlouf,,,0.0,0.0,0.0
9398,FrancescoCasisa,,,0.0,21.0,8.0
9399,AlexVanBibber,nm0885739,1456821.0,0.0,0.0,0.0
9400,SebastienHuberdeau,nm0399424,119695.0,0.0,11.0,15.0
9401,MaitlandWard,nm0005533,1820.0,0.0,0.0,7.0
9402,EnriqueMurciano,,,0.0,24.0,38.0
9403,LouisaPili,,,0.0,4.0,3.0
9404,HillaryClinton,,,0.0,30.0,20.0
9405,MorganeCabot,nm1495519,397128.0,0.0,16.0,14.0
9406,GinieLine,,,0.0,0.0,0.0
9407,DavidDorfman,nm0233562,13464.0,0.0,12.0,13.0
9408,BryanGreenberg,nm1034965,3424.0,0.0,27.0,33.0
9409,CleaDuVall,nm0245112,1956.0,0.0,25.0,81.0
9410,PaulSorvino,nm0000649,7483.0,0.0,50.0,105.0
9411,GillesCohen,nm0169398,100675.0,0.0,38.0,68.0
9412,MatthewMarsden,nm0550452,5383.0,0.0,21.0,26.0
9413,Lakshan,,,0.0,3.0,2.0
9414,ArlyJover,nm0431332,14430.0,0.0,19.0,40.0
9415,WilsonGuerrero,,,0.0,0.0,0.0
9416,JeanCaffeine,,,0.0,0.0,0.0
9417,WillYunLee,nm0498449,4706.0,0.0,24.0,59.0
9418,ParisHilton,nm0385296,7300.0,5.0,22.0,36.0
9419,SarahCarter,nm0141931,3280.0,0.0,20.0,41.0
9420,SissySpacek,nm0000651,3060.0,4.0,50.0,58.0
9421,ArianeSeguillon,nm0782134,466235.0,0.0,26.0,28.0
9422,MarcelIures,nm0411903,18461.0,0.0,24.0,24.0
9423,PellJames,nm1169819,19149.0,0.0,19.0,22.0
9424,IsabelVendrellCortes,,,0.0,0.0,2.0
9425,DinoAbbrescia,nm0008090,372600.0,0.0,22.0,12.0
9426,SelaWard,nm0000688,1976.0,1.0,35.0,33.0
9427,AldoMaccione,nm0531511,98131.0,0.0,47.0,46.0
9428,ShabanaBakhsh,,,0.0,0.0,2.0
9429,HieiKimura,nm1625521,467441.0,0.0,0.0,0.0
9430,ChrisPetrovski,nm4930837,11303.0,0.0,8.0,13.0
9431,AssafCohen,nm4426211,3426360.0,0.0,20.0,48.0
9432,MesharCohen,nm1616501,2003673.0,0.0,0.0,0.0
9433,VinnyDeGennaro,,,0.0,11.0,5.0
9434,DougJones,nm0427964,1729.0,0.0,36.0,84.0
9435,MoustaphaDiop,nm0228028,12197482.0,0.0,0.0,2.0
9436,ClaudiaColi,nm0993495,889477.0,0.0,16.0,8.0
9437,HunterParrish,nm1446060,6528.0,0.0,17.0,30.0
9438,FranciscoPedrasa,nm1816347,1046568.0,0.0,0.0,0.0
9439,HenrietteRichter-Rohl,nm1007965,56474.0,0.0,21.0,33.0
9440,UuganbaatarIkhbayar,,,0.0,0.0,0.0
9441,TexasBattle,nm1564024,28992.0,0.0,16.0,21.0
9442,DannyGlover,nm0000418,2601.0,0.0,44.0,166.0
9443,LuYi-Ching,,,0.0,13.0,14.0
9444,MickyElMazroui,nm0252714,6100453.0,0.0,14.0,9.0
9445,FrancoisRollin,,,0.0,35.0,39.0
9446,NachoAldeguer,,,0.0,18.0,9.0
9447,RodrigoSantoro,nm0763928,2179.0,0.0,25.0,65.0
9448,KaisNashef,,,0.0,1.0,2.0
9449,StephaneBoutet,,,0.0,32.0,10.0
9450,JulioCesarCedillo,nm0147814,15903.0,0.0,28.0,28.0
9451,BrieucQuiniou,nm1679250,1743981.0,0.0,2.0,4.0
9452,AhmadKhanMahmidzada,,,0.0,0.0,0.0
9453,MalinAkerman,nm0015196,578.0,0.0,26.0,72.0
9454,DylanMoran,nm0602836,11951.0,0.0,21.0,12.0
9455,ChandraWest,nm0921979,10255.0,0.0,27.0,48.0
9456,ChristianSengewald,nm1923675,962521.0,0.0,7.0,10.0
9457,Jean-NoelCridlig-Veneziano,nm0187814,1882948.0,0.0,10.0,6.0
9458,ZhangFengyi,,,0.0,18.0,6.0
9459,JesseJames,nm0416596,10840.0,0.0,23.0,34.0
9460,ValentinGanev,nm0304282,216381.0,0.0,28.0,33.0
9461,JohnGhaly,,,0.0,0.0,3.0
9462,WahYuen,nm0950757,28635.0,0.0,44.0,25.0
9463,RikkeLouiseAndersson,nm0027810,41438.0,0.0,26.0,13.0
9464,ThomHoffman,nm0389109,50736.0,0.0,38.0,14.0
9465,KwonHyuk-ho,,,0.0,0.0,0.0
9466,CarolinePeters,nm0676358,48934.0,0.0,13.0,31.0
9467,AngelicaSancio,nm3520443,566705.0,0.0,0.0,0.0
9468,OmarBensonMiller,nm0589077,8429.0,0.0,19.0,28.0
9469,CamilleSummers,nm1699597,1495018.0,0.0,0.0,0.0
9470,ElizabethMcKechnie,,,0.0,12.0,8.0
9471,YannickNasso,nm1931975,1711601.0,0.0,3.0,2.0
9472,GenevieveBujold,nm0000991,7499.0,0.0,53.0,54.0
9473,LloydOwen,nm0654197,7958.0,0.0,29.0,22.0
9474,RolfKanies,nm0437708,73270.0,0.0,26.0,98.0
9475,JingJue,,,0.0,0.0,0.0
9476,EvaLongoria,nm0519456,2006.0,1.0,25.0,65.0
9477,IgnacioJimenez,nm0422949,1857386.0,0.0,6.0,5.0
9478,ZenaGrey,nm0340720,17206.0,0.0,17.0,14.0
9479,BriannaBrown,nm0113158,2261.0,0.0,18.0,41.0
9480,IsaacSharry,nm0789343,261874.0,0.0,26.0,20.0
9481,JulioPadron,,,0.0,0.0,0.0
9482,StephenRea,nm0001653,5028.0,0.0,54.0,97.0
9483,NicolasMarie,nm0548169,103911.0,1.0,31.0,81.0
9484,SheriMoonZombie,nm0600667,5557.0,0.0,18.0,9.0
9485,ValeriyZolotukhin,nm0957749,243176.0,0.0,45.0,8.0
9486,KatiaLewkowicz,,,0.0,19.0,17.0
9487,CaydenBoyd,nm1064823,9908.0,0.0,16.0,19.0
9488,RickRavanello,nm0712262,18219.0,0.0,22.0,56.0
9489,MargaritaRosadeFrancisco,nm0208444,29507.0,0.0,2.0,12.0
9490,LiliTaylor,nm0000666,3426.0,0.0,36.0,80.0
9491,AnthonyEdwards,nm0000381,2076.0,1.0,38.0,49.0
9492,ToniBertorelli,nm0078282,257393.0,0.0,21.0,23.0
9493,AntoinetteEngel,,,0.0,0.0,0.0
9494,LeeEun-Ju,,,0.0,4.0,4.0
9496,OlgaGrumberg,nm0344470,11769433.0,0.0,24.0,16.0
9497,FabianVena,nm0892861,448121.0,0.0,10.0,10.0
9498,KelvinMalave,nm0539014,3213799.0,0.0,0.0,0.0
9499,FrancoisMayet,nm1840007,3363400.0,0.0,0.0,0.0
9500,FabianHinrichs,nm1443396,163526.0,0.0,18.0,52.0
9501,DanielaBisconti,nm0083920,1908307.0,0.0,33.0,8.0
9502,ChandlerCanterbury,nm2425105,15284.0,0.0,6.0,12.0
9503,MicolEstevez,nm1728407,954886.0,0.0,0.0,0.0
9504,SantisukPromsiri,nm0698653,536261.0,0.0,8.0,4.0
9505,LuisVarela,nm0889623,336584.0,0.0,57.0,27.0
9506,KyokaSuzuki,nm0840624,242605.0,0.0,14.0,17.0
9507,BabakAnsari,nm1714614,1018707.0,0.0,0.0,0.0
9508,NathanPhillips,nm0680667,16998.0,0.0,15.0,22.0
9509,ErikKnudsen,nm0461712,10995.0,0.0,22.0,32.0
9510,DidierSandre,nm0762240,523020.0,0.0,43.0,48.0
9511,GeorgesWilson,nm0933447,95886.0,0.0,57.0,76.0
9512,EdStoppard,nm0832380,10175.0,0.0,24.0,38.0
9513,MeiFang,nm0266751,5338691.0,0.0,39.0,10.0
9514,EdisonChen,nm0155211,52030.0,0.0,18.0,18.0
9515,MilesThompson,nm0999419,155381.0,0.0,1.0,2.0
9516,RazikaSimozrag,nm1703507,901920.0,0.0,1.0,3.0
9517,KestieMorassi,nm1040961,26567.0,0.0,22.0,16.0
9518,CyrilRoy,nm3026521,209642.0,0.0,0.0,0.0
9519,AlexandruBoghiu,nm2629057,9585216.0,0.0,0.0,0.0
9520,FrankieMuniz,nm0005260,3269.0,0.0,26.0,34.0
9521,PruittTaylorVince,nm0898546,3850.0,0.0,32.0,79.0
9522,ScottGlenn,nm0001277,186.0,0.0,53.0,77.0
9523,JustinTheroux,nm0857620,1368.0,0.0,26.0,54.0
9524,TerryCrews,nm0187719,3738.0,0.0,21.0,59.0
9525,MissPrissy,,,0.0,0.0,0.0
9526,PaulSchulze,nm0776584,5401.0,0.0,32.0,62.0
9527,FaridaBenkhetache,nm2085530,1189856.0,0.0,0.0,0.0
9528,StephenDillane,nm0226820,3866.0,0.0,37.0,56.0
9529,BrianTee,nm0974575,826.0,0.0,24.0,42.0
9530,AlainDelon,nm0001128,2776.0,5.0,62.0,93.0
9531,GianmarcoTognazzi,nm0865571,121722.0,0.0,40.0,25.0
9532,VinessaShaw,nm0005416,2356.0,0.0,40.0,43.0
9533,ZacharyKnighton,nm0461149,11209.0,0.0,21.0,35.0
9534,EmmaJavaux,,,0.0,18.0,0.0
9535,SandraOh,nm0644897,1964.0,5.0,30.0,53.0
9536,RonLivingston,nm0515296,116.0,0.0,28.0,77.0
9537,BirolUnel,nm0960379,40280.0,0.0,28.0,34.0
9538,HenriCretel,nm2286403,645383.0,0.0,0.0,0.0
9539,KamranRehman,nm2280791,11047108.0,0.0,0.0,0.0
9540,NansalBatchuluun,nm1759904,2137726.0,0.0,0.0,0.0
9541,SofiaVergara,nm0005527,1.0,0.0,23.0,35.0
9542,BongkojKhongmalai,nm0993109,60608.0,0.0,0.0,2.0
9543,DaliaHernandez,nm2199664,27520.0,0.0,0.0,2.0
9544,SebastianStan,nm1659221,813.0,0.0,22.0,52.0
9545,MarisaParedes,nm0004650,34720.0,0.0,63.0,68.0
9546,MistyWilkins,nm2011422,423184.0,0.0,0.0,0.0
9547,RodrigueOuattara,nm2312057,8274982.0,0.0,0.0,0.0
9548,KazemMojdehi,nm0596257,13090410.0,0.0,0.0,0.0
9549,SyRichardson,nm0724784,49522.0,0.0,36.0,31.0
9550,TinaIllman,nm0407829,231214.0,0.0,8.0,3.0
9551,EllaRaines,nm0707048,14049.0,0.0,45.0,13.0
9552,LeslieBibb,nm0004753,856.0,0.0,27.0,62.0
9553,NiklausLange,nm0486174,107302.0,0.0,9.0,12.0
9554,EmileVallee,,,0.0,0.0,2.0
9555,FrancesBarber,nm0053384,5064.0,0.0,36.0,65.0
9556,LenaEndre,nm0256890,19815.0,0.0,28.0,25.0
9557,CharlieTahan,nm2253071,4833.0,0.0,14.0,28.0
9558,ErlandJosephson,nm0430746,47607.0,0.0,66.0,46.0
9559,ZoeBell,nm1057928,3758.0,0.0,20.0,29.0
9560,Jean-PierreLorit,nm0521051,109586.0,0.0,40.0,58.0
9561,KazueFukiishi,nm0297954,250718.0,0.0,16.0,16.0
9562,Marie-ChristineAdam,nm0010562,91730.0,0.0,49.0,101.0
9563,DavidAlanBasche,nm0059654,21480.0,0.0,18.0,42.0
9564,BenjaminJayDavis,,,0.0,1.0,2.0
9565,FionnulaFlanagan,nm0001217,3267.0,0.0,57.0,69.0
9566,ClemencyBurton-Hill,nm0123779,22865.0,0.0,15.0,14.0
9567,IsraelMatseke-Zulu,nm1987447,321125.0,0.0,16.0,7.0
9568,JohnLynch,nm0001487,3905.0,0.0,36.0,73.0
9569,ShyannMcClure,nm2182034,139662.0,0.0,1.0,2.0
9570,Sang-HyoLim,,,0.0,0.0,0.0
9571,CacoCiocler,nm0162535,139708.0,0.0,14.0,61.0
9572,DianeLadd,nm0002663,4049.0,1.0,58.0,69.0
9573,FredTatasciore,nm0851317,7853.0,0.0,17.0,12.0
9574,EythorGudjonsson,nm1898448,70434.0,0.0,0.0,0.0
9575,SophieMonk,nm0598241,10445.0,0.0,19.0,17.0
9576,ChristopherLloyd,nm0000502,876.0,0.0,46.0,144.0
9577,MargHelgenberger,nm0001339,2755.0,1.0,45.0,40.0
9578,YongDong,nm1275406,310127.0,0.0,5.0,4.0
9579,AnneliseHesme,nm0381418,26083.0,0.0,23.0,62.0
9580,DanieleRampello,nm2235048,1296903.0,0.0,0.0,0.0
9581,DioraBaird,nm1401531,3422.0,0.0,17.0,36.0
9582,NoahJupe,nm7415871,2991.0,0.0,5.0,18.0
9583,StephaniePatton,nm0666626,131439.0,0.0,6.0,8.0
9584,CarlLoongNg,,,0.0,0.0,0.0
9585,OlivierCruveiller,nm0190211,434181.0,0.0,34.0,50.0
9586,FidelCastro,nm0145539,949631.0,0.0,45.0,9.0
9587,NicolasBriancon,,,0.0,33.0,46.0
9588,TomGeorgeson,nm0313702,27331.0,0.0,32.0,30.0
9589,DickVanDyke,nm0001813,1642.0,0.0,59.0,36.0
9590,Luenell,nm0132685,22389.0,0.0,15.0,19.0
9591,MinnaHaapkyla,nm0351869,142213.0,0.0,22.0,9.0
9592,NazanKesal,nm0456400,39222.0,0.0,32.0,26.0
9593,DabluKumar,,,0.0,0.0,0.0
9594,DillonFreasier,nm2827673,14006.0,0.0,0.0,0.0
9595,JeffLima,,,0.0,13.0,12.0
9596,SamBottoms,nm0098734,15585.0,0.0,37.0,24.0
9597,ThomasLaliberte,,,0.0,0.0,0.0
9598,BradGarrett,nm0004951,3010.0,0.0,36.0,39.0
9599,BulleOgier,nm0644680,42812.0,0.0,55.0,106.0
9600,MarinaDeVan,,,1.0,24.0,17.0
9601,NatashaShengelaia,,,0.0,0.0,0.0
9602,JayBrannan,nm2080761,86935.0,0.0,0.0,3.0
9603,FranckSemonin,nm3117473,250656.0,0.0,20.0,18.0
9604,OtarIosseliani,,,5.0,54.0,24.0
9605,AdelBencherif,nm1513288,77630.0,1.0,17.0,36.0
9606,BebeRebolledo,,,0.0,7.0,3.0
9607,JosephineNdagou,,,0.0,0.0,0.0
9608,JoyDoyle,nm2086897,1486870.0,0.0,4.0,3.0
9609,ValeryGiscardd&#039;Estaing,,,,,
9610,Jean-FrancoisPignon,,,0.0,0.0,3.0
9611,MicheleSimonnet,nm0800645,369569.0,0.0,41.0,16.0
9612,LudmilaMikael,nm0586370,147765.0,0.0,56.0,68.0
9613,DimitryNazarov,,,0.0,0.0,0.0
9614,MinManMa,,,0.0,5.0,4.0
9615,NikolinaKujaca,,,0.0,12.0,4.0
9616,AylinPrandi,nm1760429,223993.0,0.0,11.0,15.0
9617,LaurentDelbecque,,,0.0,14.0,20.0
9618,EstelleLefebure,,,1.0,26.0,16.0
9619,AngusMacfadyen,nm0005171,6605.0,0.0,32.0,65.0
9620,Youssra,nm0950345,56469.0,0.0,17.0,8.0
9621,SebastienTellier,,,0.0,19.0,3.0
9622,ShohrehAghdashloo,nm0013037,1413.0,1.0,47.0,49.0
9623,ThomasGonzalez,nm6259468,9916512.0,0.0,0.0,2.0
9624,AlessandraStreignard,nm2262539,8744978.0,0.0,0.0,0.0
9625,BenjaminJungers,nm2256549,1226993.0,0.0,11.0,5.0
9626,MaimounaHeleneDiarra,nm0224821,10171570.0,0.0,17.0,6.0
9627,CameronBoyce,nm2624602,2284.0,0.0,11.0,22.0
9628,YousefSweid,nm9916416,1170444.0,0.0,19.0,22.0
9629,RonaldReagan,nm0001654,7329.0,0.0,66.0,55.0
9630,AnitaBriem,nm1715194,5963.0,0.0,17.0,16.0
9631,FrankWhaley,nm0001844,4757.0,0.0,36.0,97.0
9632,NicoleDogue,nm0230521,590491.0,0.0,28.0,9.0
9633,KevinBishop,nm0084107,7467.0,0.0,25.0,24.0
9634,KellyPreston,nm0000593,513.0,0.0,37.0,51.0
