,nom_scenaristes,recompenses_scenaristes,carriere_duree_scenaristes,films_series_scenaristes
619,OxideChunPang,0.0,16.0,24.0
620,SofiaCoppola,7.0,52.0,40.0
621,SamKarmann,3.0,42.0,71.0
622,WesCraven,2.0,44.0,38.0
623,JustinHaythe,0.0,15.0,0.0
624,StevenKnight,0.0,21.0,4.0
625,LaurentCarceles,0.0,23.0,20.0
626,KadMerad,4.0,29.0,98.0
627,KevinBisch,0.0,0.0,0.0
628,PeterMullan,3.0,33.0,79.0
629,JeffVintar,0.0,19.0,0.0
630,ZachBraff,0.0,30.0,40.0
631,DaiSijie,0.0,27.0,6.0
632,DanielColas,0.0,44.0,4.0
633,GadElmaleh,1.0,27.0,57.0
634,IsabelleNanty,1.0,40.0,82.0
635,BernardRapp,3.0,21.0,6.0
636,JordanKatz,0.0,0.0,0.0
637,KenKaufman,0.0,0.0,0.0
638,SamuelBenchetrit,3.0,26.0,19.0
639,DeliaEphron,0.0,0.0,0.0
640,DenisOsokin,0.0,0.0,0.0
641,MarkBomback,0.0,19.0,0.0
642,Jean-ClaudeCarriere,5.0,63.0,33.0
643,KarlGeurs,0.0,21.0,0.0
644,KateBoutilier,0.0,27.0,0.0
645,BrianHohlfeld,0.0,33.0,0.0
646,JimPiddock,0.0,34.0,53.0
647,AlainGodard,0.0,0.0,0.0
648,GhaliaLacroix,1.0,30.0,5.0
649,FredericSchoendoerffer,0.0,34.0,10.0
650,YannMoix,1.0,21.0,5.0
651,PaulBassettDavies,0.0,0.0,0.0
652,PierreSalvadori,3.0,29.0,23.0
653,GuillaumeLaurant,3.0,27.0,0.0
654,DidierPoiraud,0.0,9.0,4.0
655,PattyJenkins,1.0,20.0,17.0
656,DonMichaelPaul,0.0,36.0,33.0
657,JulietteArnaud,0.0,19.0,16.0
658,DavidWagner,0.0,20.0,6.0
659,FernleyPhillips,0.0,0.0,0.0
660,ClaudeZidi,3.0,52.0,27.0
661,MarcEsposito,0.0,21.0,8.0
662,ClaudeNuridsany,0.0,0.0,3.0
663,RichardKelly,1.0,34.0,12.0
664,KevinWilliamson,0.0,25.0,6.0
665,StevenAntin,0.0,28.0,12.0
666,FabioCarpi,0.0,53.0,11.0
667,PaulRudnick,0.0,28.0,3.0
668,SamShepard,0.0,52.0,77.0
669,FabienneGodet,0.0,31.0,12.0
670,StephaneGuenin,0.0,18.0,5.0
671,GeorgeWing,0.0,0.0,0.0
672,BenoitCohen,0.0,31.0,14.0
673,NoahBaumbach,0.0,28.0,15.0
674,ToninoBenacquista,2.0,27.0,2.0
675,JonHoeber,0.0,0.0,0.0
676,G.CabreraInfante,0.0,0.0,0.0
677,SylvieVerheyde,0.0,31.0,14.0
678,RickJaffa,0.0,30.0,0.0
679,DougRichardson,0.0,0.0,0.0
680,JonathanNossiter,2.0,30.0,8.0
681,NicolasBoukhrief,0.0,28.0,12.0
682,StevenMoffat,0.0,35.0,2.0
683,PhilippeLeGuay,1.0,37.0,22.0
684,FrancoisFavrat,0.0,25.0,8.0
686,DanielPyne,0.0,36.0,0.0
687,MikeBacall,0.0,0.0,0.0
688,JacquesDebs,0.0,10.0,2.0
689,SteveBing,0.0,0.0,0.0
690,KerryConran,0.0,0.0,0.0
691,ChristopheBarratier,1.0,25.0,9.0
692,AlainResnais,17.0,78.0,57.0
693,JeffreyNachmanoff,0.0,19.0,16.0
694,DavidFranzoni,0.0,0.0,0.0
695,EmmaThompson,6.0,41.0,73.0
696,ShirowMasamune,0.0,0.0,0.0
697,HarryCleven,2.0,50.0,33.0
698,GeorgeClaytonJohnson,0.0,56.0,0.0
699,DominiqueCoubes,0.0,0.0,0.0
700,VirginiaSpragg,0.0,0.0,0.0
701,PascalPlisson,1.0,18.0,7.0
702,SebastianGutierrez,1.0,21.0,11.0
703,JulienLahmi,0.0,0.0,0.0
704,LeaRinaldi,0.0,13.0,5.0
705,WilliamBrookfield,0.0,0.0,0.0
706,EleonoreFaucher,1.0,26.0,6.0
707,GillesLegrand,2.0,30.0,5.0
708,StacyPeralta,0.0,27.0,7.0
709,ScottZ.Burns,0.0,15.0,6.0
710,OliverStone,14.0,52.0,50.0
711,ColinPatrickLynch,0.0,25.0,5.0
712,LaurentZeitoun,0.0,18.0,2.0
713,CarloBernard,0.0,19.0,0.0
714,ThierryKlifa,1.0,17.0,7.0
715,JulieLipinski,0.0,26.0,5.0
716,GeorgeNolfi,0.0,17.0,5.0
717,MaryMcGuckian,0.0,25.0,11.0
718,SteveBencich,0.0,18.0,3.0
719,PatrickMarber,0.0,0.0,2.0
720,AbdelRaoufDafri,1.0,13.0,0.0
721,AlecSokolow,0.0,28.0,0.0
722,JasonFilardi,0.0,18.0,0.0
723,AdamBrooks,0.0,35.0,15.0
724,SamHarper,0.0,18.0,2.0
725,GeorgeA.Romero,1.0,49.0,34.0
726,JamesMangold,0.0,35.0,31.0
727,VincentGerard,0.0,9.0,3.0
728,PierreSchoendoerffer,0.0,60.0,17.0
729,JeromeEnrico,0.0,44.0,8.0
730,Siegfried,1.0,22.0,8.0
731,TariqTeguia,0.0,15.0,6.0
732,AndrewLloydWebber,0.0,0.0,0.0
733,ReikoYoshida,0.0,0.0,0.0
734,PaulZbyszewski,0.0,16.0,3.0
735,GillesMalencon,0.0,0.0,0.0
736,PatrickBraoude,4.0,39.0,36.0
737,NielsMueller,0.0,14.0,3.0
738,JonathanHensleigh,0.0,29.0,5.0
739,GeorgeMiller,2.0,50.0,19.0
740,VincentNgo,0.0,0.0,0.0
741,OmarNaim,0.0,16.0,5.0
742,CharlesShyer,0.0,43.0,11.0
743,CraigMazin,1.0,24.0,4.0
744,DenysArcand,6.0,56.0,27.0
745,GusVanSant,6.0,57.0,56.0
746,KenScott,1.0,20.0,9.0
747,RawsonMarshallThurber,0.0,17.0,18.0
748,MikeBinder,0.0,31.0,25.0
749,Georges-MarcBenamou,0.0,26.0,0.0
750,BerndLichtenberg,0.0,0.0,0.0
751,AriSchlossberg,0.0,0.0,0.0
752,RichardShepard,1.0,45.0,37.0
753,DanielLeconte,0.0,33.0,16.0
754,LaurentTouil-Tartour,0.0,0.0,2.0
755,MimiHare,0.0,0.0,0.0
756,RichardMaltbyJr.,0.0,0.0,0.0
757,LaurentBenegui,0.0,25.0,11.0
758,LaurentCantet,7.0,34.0,16.0
759,PeterSteinfeld,0.0,36.0,2.0
760,StuartBeattie,0.0,25.0,2.0
761,JuddApatow,0.0,31.0,30.0
762,DavidLindsay-Abaire,0.0,0.0,0.0
763,AnthonyFrewin,0.0,18.0,2.0
764,AlainKappauf,0.0,20.0,3.0
765,GarriBardine,2.0,44.0,27.0
766,JeffreyHatcher,0.0,0.0,0.0
767,IsabelleBroue,0.0,23.0,5.0
768,LoneScherfig,2.0,29.0,13.0
769,PierreTrividic,1.0,38.0,12.0
770,AlexRose,0.0,0.0,0.0
772,PhilippeLioret,4.0,39.0,14.0
773,AlexandreCastagnetti,0.0,20.0,14.0
774,LaurentBaffie,1.0,27.0,9.0
775,NancyMeyers,1.0,39.0,8.0
776,NadineMonfils,0.0,5.0,2.0
777,JayChandrasekhar,0.0,26.0,54.0
778,JohnSayles,1.0,42.0,34.0
779,DavidGuion,0.0,28.0,0.0
780,MattJohnson(V),0.0,0.0,0.0
781,TimothyHarris,0.0,0.0,0.0
782,ArthurMarcum,0.0,0.0,0.0
783,SusannahGrant,0.0,27.0,6.0
784,MichaelGenet,0.0,29.0,14.0
785,VladimirMoiseenko,0.0,0.0,0.0
786,JohnWaters,0.0,54.0,71.0
787,EtienneChatiliez,2.0,34.0,12.0
788,TsuiHark,1.0,60.0,65.0
789,HervePalud,0.0,26.0,11.0
790,MarkSchwahn,0.0,26.0,6.0
791,GillesLellouche,2.0,29.0,81.0
792,AlanYuen,0.0,15.0,2.0
793,W.D.Richter,0.0,32.0,2.0
794,EthanGross,0.0,0.0,0.0
795,DavidF.Schmidt,0.0,0.0,0.0
796,AnyaKochoff,0.0,0.0,0.0
797,PhilippedeBroca,0.0,46.0,44.0
798,LaurentTirard,1.0,22.0,14.0
799,AndrewDavies,0.0,34.0,6.0
800,ChristopherB.Stokes,0.0,0.0,2.0
801,MaurizioBraucci,1.0,15.0,0.0
802,SteveConrad,0.0,28.0,8.0
803,SuphachaiSittiaumponpan,0.0,0.0,0.0
804,TonyGatlif,4.0,48.0,39.0
805,DominikMoll,2.0,34.0,12.0
806,RafaelYglesias,0.0,0.0,0.0
807,WilliamMonahan,2.0,16.0,4.0
808,Jean-LucGoossens,0.0,17.0,2.0
809,ThierrySchiel,0.0,0.0,2.0
810,NicolasVanier,0.0,28.0,14.0
811,BobSwaim,1.0,35.0,14.0
812,SteveFaber,0.0,0.0,0.0
813,RobertoOrci,1.0,26.0,0.0
814,PabloBerger,6.0,31.0,5.0
815,PierreBillon(II),0.0,0.0,0.0
816,KeenenIvoryWayans,0.0,37.0,15.0
817,PaulWeitz,0.0,32.0,24.0
818,LexiAlexander,0.0,22.0,14.0
819,SafyNebbou,0.0,22.0,14.0
820,BernardJeanjean,0.0,20.0,4.0
821,SpikeJonze,6.0,28.0,28.0
822,WillFinn,0.0,24.0,4.0
823,PaulHaggis,7.0,39.0,15.0
824,Jean-LoupHubert,0.0,23.0,9.0
825,FredericBerthe,1.0,23.0,35.0
826,JohnHamburg,0.0,23.0,11.0
827,StephenHillenburg,0.0,27.0,3.0
828,JoshFriedman,0.0,25.0,0.0
829,BenYounger,1.0,19.0,9.0
830,DonMancini,0.0,33.0,5.0
831,LarryMcMurtry,0.0,0.0,0.0
832,ThomasLennon,1.0,27.0,86.0
833,SteveBox,5.0,25.0,6.0
834,DavidJ.Burke,0.0,20.0,3.0
835,JerrySeinfeld,0.0,32.0,16.0
836,StephenGaghan,3.0,27.0,10.0
837,TakashiShimizu,0.0,21.0,26.0
838,OlivierNakache,15.0,29.0,18.0
839,TiffanyTavernier,0.0,35.0,3.0
840,EmileGaudreault,0.0,27.0,9.0
841,OlivierBaroux,2.0,27.0,43.0
842,BourlemGuerdjou,0.0,32.0,11.0
843,JosianeBalasko,3.0,53.0,109.0
844,TinaFey,9.0,22.0,36.0
845,LaurentBoutonnat,0.0,28.0,11.0
846,StephenJeffreys,0.0,0.0,0.0
847,TomTykwer,1.0,32.0,27.0
848,ArnaudDesplechin,6.0,39.0,23.0
849,TerryGeorge,1.0,26.0,14.0
850,JohnClaflin,0.0,0.0,0.0
851,LorraineLevy,0.0,19.0,9.0
852,JeanDell,0.0,29.0,61.0
853,FrancoisGreze,0.0,7.0,0.0
854,JeffreyPrice,0.0,19.0,0.0
855,ChrisNahon,0.0,20.0,8.0
856,JohnRomano,0.0,34.0,2.0
857,KielMurray,0.0,0.0,0.0
858,AlainLayrac,0.0,29.0,0.0
859,CaspianTredwell-Owen,0.0,0.0,0.0
860,JoshOlson,0.0,16.0,3.0
861,JoshuaMarston,4.0,15.0,18.0
862,RichardLinklater,6.0,39.0,48.0
863,RichardRusso,0.0,12.0,2.0
864,ShaneBlack,1.0,33.0,19.0
865,XavierDorison,0.0,0.0,0.0
866,AlvinSargent,3.0,59.0,0.0
867,JeanDujardin,15.0,24.0,59.0
868,TerrenceMalick,6.0,54.0,17.0
869,TonyGiglio,0.0,21.0,7.0
870,CharlesBelden,0.0,0.0,0.0
871,J.F.Lawton,0.0,17.0,2.0
873,MichaelSeitzman,0.0,24.0,4.0
874,PhilippeHarel,2.0,38.0,28.0
875,MikeJefferies,0.0,3.0,0.0
876,JenniferLynch,1.0,46.0,35.0
877,Jean-JacquesZilbermann,0.0,21.0,6.0
878,ClementMichel,0.0,19.0,20.0
879,NormanJ.Grossfeld,0.0,0.0,0.0
880,AndreTechine,6.0,56.0,36.0
881,JeffreyCaine,0.0,25.0,2.0
882,NiccoloAmmaniti,0.0,23.0,2.0
883,CallieKhouri,2.0,30.0,6.0
884,RonL.Brinkerhoff,0.0,0.0,0.0
885,XavierBeauvois,5.0,38.0,58.0
886,CecileTelerman,1.0,18.0,8.0
887,BrigitteRouan,1.0,49.0,90.0
888,DouglasAdams,0.0,22.0,0.0
889,JoeForte,0.0,7.0,0.0
890,HirokazuKore-eda,4.0,30.0,35.0
891,VincentGrashaw,0.0,0.0,5.0
892,MauriceBarthelemy,1.0,24.0,31.0
893,ArnaudLemort,0.0,15.0,4.0
894,KerenYedaya,1.0,15.0,4.0
895,LadislasStarewitch,0.0,56.0,14.0
896,GaryScottThompson,0.0,21.0,4.0
897,T.J.Mancini,0.0,0.0,0.0
898,SteveOedekerk,0.0,22.0,13.0
899,MikeMignola,0.0,31.0,2.0
900,RahmatouKeita,0.0,0.0,4.0
901,Anne-LouiseTrividic,0.0,29.0,2.0
902,JoshKlausner,0.0,16.0,2.0
903,LarryClark,2.0,26.0,16.0
904,StephanieChuat,1.0,22.0,9.0
905,RobertKulzer,0.0,0.0,0.0
906,JanBerger,0.0,47.0,0.0
907,ByambasurenDavaa,0.0,18.0,4.0
908,YolandeMoreau,12.0,40.0,92.0
909,AlexandraLeclere,0.0,18.0,8.0
910,JohnBrancato,1.0,29.0,0.0
911,JamesWong,0.0,45.0,12.0
912,JamesWan,2.0,23.0,22.0
913,TsaiMing-liang,3.0,30.0,28.0
914,MichelOcelot,4.0,39.0,22.0
915,GuyJacques,0.0,25.0,11.0
916,AlineIssermann,0.0,25.0,11.0
917,DenisThybaud,0.0,23.0,12.0
918,EdouardBaer,2.0,30.0,75.0
919,PhilippeLopes-Curval,0.0,0.0,0.0
920,JonathanTolins,0.0,0.0,0.0
921,MennoMeyjes,0.0,30.0,7.0
922,TracyLetts,0.0,25.0,25.0
923,JeromeSalle,1.0,21.0,13.0
924,AtomEgoyan,3.0,40.0,44.0
925,JeremieElkaim,2.0,24.0,47.0
926,ZackSnyder,3.0,19.0,29.0
927,DavidSolomons,0.0,0.0,0.0
928,DanGilroy,2.0,30.0,5.0
929,HanyAbu-Assad,2.0,20.0,17.0
930,DidierCaron,0.0,13.0,4.0
931,LucJacquet,2.0,24.0,9.0
932,MarkGibson,0.0,21.0,12.0
933,OlivierDucastel,1.0,32.0,13.0
934,DaveCallaham,0.0,16.0,0.0
935,SophieFillieres,0.0,32.0,15.0
936,ChristianVincent,3.0,34.0,17.0
937,Marie-PascaleOsterrieth,0.0,16.0,0.0
938,EmmanuelCarrere,1.0,32.0,5.0
939,JamelDebbouze,2.0,32.0,43.0
940,DavidHayter,0.0,41.0,9.0
941,JamesEllroy,0.0,29.0,2.0
942,EdgarWright,0.0,26.0,28.0
943,PamBrady,0.0,24.0,2.0
944,NiallJohnson,0.0,26.0,5.0
945,AzouzBegag,0.0,25.0,3.0
946,CarlEllsworth,0.0,23.0,2.0
947,NickCave,0.0,35.0,24.0
948,Jean-PierreDenis,0.0,32.0,8.0
949,JohnWoo,0.0,55.0,50.0
950,JuanIgnacioPena,0.0,0.0,0.0
951,JossWhedon,0.0,31.0,24.0
952,SandorStern,0.0,35.0,9.0
953,MabroukelMechri,0.0,23.0,12.0
954,NachoCerda,0.0,21.0,5.0
955,PhilippedeChauveron,1.0,26.0,10.0
956,JasonSmilovic,0.0,17.0,0.0
957,KeungChanMan,0.0,0.0,0.0
958,ValerieLemercier,3.0,33.0,41.0
959,IanLaFrenais,1.0,0.0,0.0
960,NicolasWindingRefn,3.0,24.0,32.0
961,ClaudeScasso,0.0,20.0,0.0
962,AbelFerrara,1.0,52.0,53.0
963,LeoraBarish,1.0,24.0,2.0
964,GerardSoeteman,0.0,0.0,0.0
965,KimKi-duk,4.0,23.0,28.0
966,GalUchovsky,0.0,0.0,0.0
967,TerenceWinter,1.0,31.0,5.0
968,LodgeKerrigan,2.0,23.0,14.0
969,BertSchrickel,0.0,0.0,0.0
970,EricValli,0.0,20.0,6.0
971,MaudBaigneres,0.0,0.0,2.0
972,ChristopherSmith,1.0,26.0,13.0
973,ThierryPiantanida,0.0,6.0,2.0
974,JimJarmusch,6.0,44.0,51.0
975,NickCassavetes,0.0,39.0,53.0
976,ToddEdwards,0.0,7.0,2.0
977,PascalThomas,1.0,51.0,25.0
978,EricCivanyan,0.0,26.0,14.0
979,BrianMiller,0.0,2.0,0.0
980,EdmondBensimon,0.0,8.0,2.0
981,BerndEichinger,0.0,36.0,7.0
982,IsabelCoixet,2.0,31.0,35.0
983,HubertSauper,1.0,23.0,5.0
984,JiaZhangke,3.0,26.0,29.0
985,WilliamRose,0.0,0.0,0.0
986,GerardKrawczyk,0.0,37.0,20.0
987,DanielBaroghel,0.0,0.0,0.0
988,JuanSolanas,2.0,22.0,7.0
989,MichaelMcGowan,0.0,25.0,15.0
990,CedricAnger,0.0,21.0,6.0
991,GabrielleZevin,0.0,0.0,0.0
992,JasonReitman,7.0,32.0,24.0
993,NicoleHolofcener,1.0,25.0,22.0
994,FredericBalekdjian,1.0,16.0,8.0
995,MerzakAllouache,2.0,45.0,26.0
996,StephanPuchner,0.0,12.0,0.0
997,AlbertDupontel,6.0,35.0,48.0
998,JacquesDoillon,2.0,54.0,51.0
999,Jean-MarieLarrieu,0.0,34.0,19.0
1000,BenStiller,0.0,37.0,113.0
1001,DavidElliot,0.0,19.0,0.0
1002,RobZombie,0.0,18.0,24.0
1003,DeborahMoggach,0.0,0.0,0.0
1004,JeanMarieChevret,0.0,2.0,0.0
1005,ChristinaHodson,0.0,0.0,0.0
1006,TimurBekmambetov,0.0,30.0,23.0
1007,BenoitPetre,0.0,17.0,16.0
1008,RemiBezancon,2.0,22.0,12.0
1009,RichardDembo,3.0,29.0,4.0
1010,FranckVassal,0.0,0.0,0.0
1011,PawelPawlikowski,12.0,26.0,8.0
1012,GreggAraki,1.0,32.0,20.0
1013,EnriquePineyro,0.0,19.0,9.0
1014,MarcelRodriguez,0.0,0.0,0.0
1015,MichaelSteinberg,0.0,16.0,5.0
1016,PaulHarrisBoardman,0.0,21.0,0.0
1017,IsabelleMergault,3.0,43.0,41.0
1018,SuhaArraf,0.0,11.0,3.0
1019,TomJ.Astle,0.0,23.0,0.0
1020,ToddRobinson,0.0,24.0,6.0
1021,AlainMonne,0.0,33.0,2.0
1022,HarukaHanda,0.0,0.0,0.0
1023,SergeLePeron,0.0,40.0,11.0
1024,AnnCherkis,0.0,0.0,0.0
1025,NeilBurger,0.0,21.0,14.0
1026,DavidAuburn,0.0,15.0,0.0
1027,DavidDiGilio,0.0,22.0,2.0
1028,GillesAdrien,1.0,36.0,4.0
1029,GregoryNava,0.0,30.0,7.0
1030,KimChapiron,0.0,25.0,15.0
1031,YvesAngelo,3.0,42.0,13.0
1032,MarekBenes,0.0,5.0,5.0
1033,MarcoBellocchio,3.0,60.0,62.0
1034,ZachHelm,1.0,11.0,2.0
1035,DianneHouston,0.0,26.0,9.0
1036,Anna-MariaMonticelli,0.0,0.0,2.0
1037,VincentdeBrus,0.0,8.0,3.0
1038,KangJe-kyu,0.0,19.0,6.0
1039,Jean-ClaudeGrumberg,2.0,45.0,5.0
1040,LionelDelplanque,1.0,12.0,6.0
1041,Jean-PierreDardenne,11.0,45.0,21.0
1042,DavidLeland,1.0,50.0,10.0
1043,VictoriaGalardi,0.0,6.0,3.0
1044,BoWiderberg,3.0,34.0,18.0
1045,LucileChaufour,0.0,14.0,3.0
1046,FredBreinersdorfer,0.0,35.0,3.0
1047,RichardWenk,0.0,35.0,2.0
1048,PaulBernbaum,0.0,0.0,0.0
1049,Jean-PierreDarroussin,4.0,44.0,120.0
1050,LucasBelvaux,7.0,41.0,56.0
1051,StilesWhite,0.0,25.0,2.0
1052,Eric-EmmanuelSchmitt,0.0,14.0,3.0
1053,CarlosSorin,1.0,34.0,15.0
1054,MorakotKaewthanee,0.0,0.0,0.0
1055,LionelBailliu,0.0,20.0,12.0
1056,AlexdelaIglesia,7.0,30.0,34.0
1057,LeslieMegahey,0.0,14.0,0.0
1058,AliciaKirk,0.0,0.0,0.0
1059,RonBase,0.0,0.0,0.0
1060,MahmoudZemmouri,0.0,34.0,14.0
1061,RaffyShart,0.0,9.0,4.0
1062,YoichiSai,0.0,26.0,7.0
1063,MarkProtosevich,0.0,0.0,0.0
1064,ChadHayes,0.0,34.0,0.0
1065,AsgharFarhadi,14.0,21.0,12.0
1066,JohnHefferman,0.0,0.0,0.0
1067,WilliamWheeler,0.0,20.0,0.0
1068,ElisabethPerceval,0.0,30.0,14.0
1069,GeorgeClooney,15.0,45.0,102.0
1070,JonVitti,0.0,0.0,0.0
1071,KarinAlbou,5.0,20.0,6.0
1072,DarrenLynnBousman,0.0,16.0,21.0
1073,BrunoChiche,0.0,36.0,16.0
1074,MichelleBochnerSpitz,0.0,0.0,0.0
1075,SteveHamiltonShaw,0.0,0.0,0.0
1076,RussellGerwitz,0.0,0.0,0.0
1077,AlexKurtzman,1.0,28.0,6.0
1078,JoelCohen,0.0,36.0,3.0
1079,StephaneBrize,2.0,28.0,16.0
1080,GlenioBonder,0.0,0.0,0.0
1081,KimJee-Woon,7.0,25.0,15.0
1082,BrunoLavaine,0.0,19.0,5.0
1083,ChristopheTurpin,1.0,12.0,0.0
1084,SebastienThibaudeau,0.0,0.0,0.0
1085,HouHsiao-Hsien,5.0,40.0,32.0
1086,MilosForman,10.0,55.0,36.0
1087,MirandaJuly,3.0,24.0,16.0
1088,TerryRossio,0.0,0.0,0.0
1089,LailaMarrakchi,0.0,16.0,7.0
1090,AntonyCordier,2.0,22.0,8.0
1091,GregMcLean,0.0,21.0,13.0
1092,TimothyJ.Sexton,0.0,19.0,0.0
1093,JeremyGarelick,0.0,17.0,9.0
1094,XavierPalud,0.0,22.0,7.0
1095,WilliamBrentBell,0.0,26.0,11.0
1096,RichardLaGravenese,0.0,34.0,14.0
1097,ChristopherThompson,1.0,34.0,41.0
1098,GarrisonKeillor,0.0,23.0,0.0
1099,JulieDelpy,3.0,43.0,76.0
1100,FrankMiller,0.0,33.0,11.0
1101,DanFutterman,1.0,30.0,23.0
1102,Jean-FrancoisHalin,2.0,24.0,4.0
1103,ChenKaige,2.0,39.0,24.0
1104,AlekKeshishian,0.0,21.0,4.0
1105,DianeKurys,2.0,46.0,26.0
1106,FlorenceMoncorge-Gabin,0.0,34.0,3.0
1107,XavierGiannoli,2.0,34.0,15.0
1108,PeterFarrelly,4.0,36.0,29.0
1109,DanyBoon,8.0,30.0,44.0
1110,JeremyBrock,2.0,30.0,2.0
1111,OlivierVanHoofstadt,0.0,25.0,9.0
1112,AdrianButchart,0.0,14.0,0.0
1113,ChrisMorgan,0.0,17.0,0.0
1114,ThomasHarris,0.0,0.0,0.0
1115,GiancarlodeCataldo,0.0,0.0,0.0
1116,MichelLeclerc,2.0,41.0,15.0
1117,JulieLopesCurval,2.0,18.0,7.0
1118,GillesBenizio,0.0,4.0,5.0
1119,MichaelDavis,0.0,27.0,10.0
1120,GregoryLevasseur,0.0,24.0,0.0
1121,JakeWadeWall,0.0,0.0,0.0
1122,DavidFoenkinos,0.0,15.0,5.0
1123,NilsTavernier,1.0,44.0,45.0
1124,EmmanuelMauro,0.0,29.0,0.0
1125,CharlesDance,0.0,43.0,109.0
1126,RogerBohbot,1.0,12.0,0.0
1127,RaoulRuiz,4.0,51.0,118.0
1128,TonyKushner,1.0,18.0,3.0
1129,BrianNelson,0.0,22.0,2.0
1130,ThomasGilou,1.0,42.0,20.0
1131,EricRochant,3.0,39.0,17.0
1132,FranckDubosc,4.0,39.0,73.0
1133,BruceJoelRubin,1.0,49.0,0.0
1134,ThomasBezucha,0.0,22.0,8.0
1135,DonPayne,0.0,32.0,0.0
1136,BrunoDumont,4.0,31.0,20.0
1137,KevinMunroe,0.0,9.0,7.0
1138,DavidSeltzer,0.0,44.0,5.0
1139,PrachyaPinkaew,0.0,12.0,8.0
1140,AaronSorkin,5.0,30.0,9.0
1141,IvanCalberac,0.0,27.0,14.0
1142,Pierre-FrancoisMartin-Laval,2.0,31.0,51.0
1143,DouglasMcGrath,0.0,28.0,17.0
1144,ToddField,0.0,34.0,33.0
1145,J.S.Cardone,0.0,26.0,10.0
1146,MikeLeSieur,0.0,0.0,0.0
1147,ColemanHough,0.0,4.0,0.0
1148,DavidKajganich,0.0,11.0,0.0
1149,StriborKusturica,0.0,16.0,4.0
1150,AdrienneShelly,0.0,17.0,24.0
1151,AndreaBerloff,0.0,16.0,0.0
1152,MatthewMichaelCarnahan,0.0,13.0,2.0
1153,JafarPanahi,9.0,33.0,21.0
1154,CharlesBurnett,0.0,52.0,16.0
1155,RonNyswaner,1.0,41.0,6.0
1156,DavePayne,0.0,13.0,8.0
1157,JonathanLemkin,0.0,0.0,0.0
1158,StephenLongstreet,0.0,0.0,0.0
1159,PeterCraig,0.0,33.0,2.0
1160,AlexisDosSantos,0.0,14.0,2.0
1161,MartinRosen,0.0,49.0,3.0
1162,RobertSiegel,0.0,10.0,5.0
1163,JaySherick,0.0,0.0,0.0
1164,DavidMitchell(VI),0.0,0.0,0.0
1165,StevenZaillian,4.0,39.0,6.0
1166,DamianShannon,0.0,0.0,0.0
1167,FrancoisBoulay,0.0,0.0,0.0
1168,MattGreenhalgh,0.0,17.0,0.0
1169,DominicSavage,0.0,48.0,10.0
1170,FredWolf,0.0,47.0,13.0
1171,Alexandra-ThereseKeining,0.0,15.0,4.0
1172,IngmarBergman,11.0,63.0,62.0
1173,MichaelWinterbottom,5.0,34.0,48.0
1174,MinakoDaira,0.0,0.0,0.0
1175,YimouZhang,10.0,37.0,35.0
1176,JoeCarnahan,5.0,26.0,23.0
1177,Jean-FrancoisDavy,0.0,51.0,23.0
1178,PaulGreengrass,2.0,35.0,26.0
1179,DuncanTucker,1.0,0.0,0.0
1180,CynthiaMort,0.0,16.0,4.0
1181,RobertKimmel,0.0,1.0,0.0
1182,KennethLonergan,2.0,18.0,5.0
1183,EmilioEstevez,0.0,39.0,44.0
1184,CharlesSturridge,0.0,36.0,21.0
1185,MichaelArndt,0.0,0.0,0.0
1186,BillKelly,0.0,26.0,23.0
1187,Jin-HoHur,0.0,25.0,11.0
1188,DanielDuval,0.0,44.0,73.0
1189,MarcosBernstein,0.0,20.0,8.0
1190,ManuelPradal,0.0,24.0,7.0
1191,MarkNeveldine,0.0,25.0,13.0
1192,RogerDonaldson,0.0,46.0,23.0
1193,EtanCohen,1.0,24.0,4.0
1194,SimonPegg,0.0,23.0,71.0
1195,EliRoth,0.0,29.0,46.0
1196,CarolFuchs,0.0,0.0,0.0
1197,GregoireSolotareff,0.0,11.0,2.0
1198,GavinO&#039;Connor,,,
1199,JasonFriedberg,0.0,22.0,12.0
1200,Jean-FrancoisHenry,0.0,6.0,0.0
1202,ChristopherNolan,7.0,27.0,25.0
1203,DenisDercourt,0.0,25.0,12.0
1204,JoanneGiger,0.0,18.0,0.0
1205,FabriceGenestal,0.0,0.0,3.0
1206,PeterMorgan,5.0,25.0,2.0
1207,CharlotteDeTurckheim,0.0,49.0,71.0
1208,ElieChouraqui,0.0,45.0,24.0
1209,HenrySelick,1.0,39.0,17.0
1210,JoshStolberg,0.0,38.0,6.0
1211,BruceA.Evans,3.0,34.0,2.0
1212,RoschdyZem,9.0,37.0,108.0
1213,EricLavaine,0.0,23.0,13.0
1214,AntoinedeCaunes,0.0,32.0,40.0
1215,ChristineTo,0.0,0.0,0.0
1216,LeslieCaveny,0.0,0.0,0.0
1217,DidierBourdon,1.0,42.0,65.0
1218,JulienRappeneau,0.0,19.0,3.0
1219,BernardWerber,0.0,6.0,4.0
1220,NanniMoretti,7.0,50.0,36.0
1221,AnthonyHorowitz,0.0,39.0,3.0
1222,JulieGavras,3.0,27.0,8.0
1223,SophieLaloy,0.0,18.0,4.0
1224,Alain-MichelBlanc,1.0,41.0,2.0
1225,DavidJ.Schow,0.0,0.0,0.0
1226,JaceAnderson,0.0,0.0,0.0
1227,JohnVanBruggen,0.0,7.0,3.0
1228,PhilippeGodeau,0.0,40.0,3.0
