ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,scen_4,score_disctrib,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
219767,Benoît Brisefer : les Taxis Rouges,GerardJugnot,JeanReno,ThierryLhermitte,LeopoldHuet,ManuelPradal,,,Peyo,ThierryClech,ThierryDeGanay,,"0,02489",Comédie,,,,,,,France,17.0,12.0,2014.0,2.0,3.0,77.0,72128.0,368036.0
219845,Je te survivrai,JonathanZaccai,BenRiga,LaurentCapelluto,DavidMurgia,SylvestreSbille,,,SylvestreSbille,EmmanuellePirotte,Jean-BaptisteLouis,,"0,02658",Comédie,,,,,,,France,28.0,5.0,2014.0,2.0,2.3,91.0,807.0,2160000.0
219903,Pete's Dragon,BryceDallasHoward,RobertRedford,OakesFegley,OonaLaurence,DavidLowery,,,DavidLowery,TobyHalbrooks,MalcolmMarmorstein,,"0,02489",Aventure, Comédie, Famille, Fantastique,,,,U.S.A.,17.0,8.0,2016.0,2.0,3.3,103.0,287349.0,65000000.0
219931,Ex Machina,DomhnallGleeson,AliciaVikander,OscarIsaac,SonoyaMizuno,AlexGarland,,,AlexGarland,,,,"0,02973",Science Fiction, Thriller,,,,,,Grande-Bretagne,3.0,6.0,2015.0,2.0,3.3,108.0,29883.0,15000000.0
219933,N'importe qui,RemiGaillard,NicoleFerroni,AlbanIvanov,SylvainKatan,RaphaelFrydman,,,RaphaelFrydman,RemiGaillard,RaphaelFrydman,,"0,02538",Comédie,,,,,,,France,5.0,3.0,2014.0,2.0,2.5,81.0,85291.0,1230890.0
219944,Fast & Furious Presents: Hobbs & Shaw,DwayneJohnson,JasonStatham,IdrisElba,VanessaKirby,DavidLeitch,,,ChrisMorgan,DrewPearce,,,"0,02973",Action,,,,,,,U.S.A.,7.0,8.0,2019.0,2.0,2.8,136.0,1131141.0,
219974,La Consolation,AlexandreGuanse,CorinneMasiero,,,CyrilMennegun,,,CyrilMennegun,,,,"0,02287",Drame,,,,,,,France,5.0,4.0,2017.0,2.0,1.7,80.0,2522.0,
219994,The Interview,JamesFranco,SethRogen,LizzyCaplan,RandallPark,SethRogen,EvanGoldberg,,DanSterling,SethRogen,EvanGoldberg,,"0,02583",Action, Comédie,,,,,,U.S.A.,28.0,1.0,2015.0,2.0,2.1,112.0,31949.0,44000000.0
220020,Millefeuille,SouhirBenAmara,BahramAloui,LoftiEbdelli,,NouriBouzid,,,NouriBouzid,JoumeneLimam,NouriBouzid,,"0,01265",Comédie dramatique,,,,,,,France,5.0,6.0,2013.0,2.0,3.6,105.0,6410.0,
220023,Les Grandes Ondes (à l'ouest),ValerieDonzelli,MichelVuillermoz,PatrickLapp,FranciscoBelard,LionelBaier,,,LionelBaier,JulienBouissoux,,,"0,01448",Comédie,,,,,,,Suisse,12.0,2.0,2014.0,2.0,3.4,84.0,24017.0,
220024,À Ciel Ouvert,,,,,MarianaOtero,,,MarianaOtero,AnnePaschetta,,,"0,01448",Documentaire,,,,,,,France,8.0,1.0,2014.0,2.0,3.8,110.0,6854.0,27538.0
220032,Kış Uykusu,HalukBilginer,MelisaSozen,DemetAkbag,AyberkPekcan,NuriBilgeCeylan,,,NuriBilgeCeylan,EbruCeylan,NuriBilgeCeylan,,"0,02134",Drame,,,,,,,Turquie,6.0,8.0,2014.0,2.0,3.8,196.0,80567.0,
220033,Histoire de Judas,NabilDjedouani,RabahAmeur-Zaimeche,MohamedAroussi,MarieLoustalot,RabahAmeur-Zaimeche,,,RabahAmeur-Zaimeche,,,,"0,01403",Drame, Péplum,,,,,,France,8.0,4.0,2015.0,2.0,3.9,99.0,12980.0,
220034,Clouds of Sils Maria,JulietteBinoche,KristenStewart,ChloeGraceMoretz,LarsEidinger,OlivierAssayas,,,OlivierAssayas,,,,"0,02516",Drame,,,,,,,France,20.0,8.0,2014.0,2.0,3.9,124.0,90148.0,1851517.0
220084,Fifi Az Khoshhali Zooze Mikeshad,BahmanMohassess,RokniHaerizadeh,RaminHaerizadeh,FarshadMahootforoush,MitraFarahani,,,MitraFarahani,,,,"0,01516",Documentaire,,,,,,,U.S.A.,2.0,10.0,2013.0,2.0,3.6,98.0,559.0,13614.0
220100,Terra de Ninguem,PaulodeFigueiredo,Chiquinho,Alcides,,SalomeLamas,,,SalomeLamas,,,,"0,02470",Documentaire,,,,,,,Portugal,2.0,7.0,2014.0,2.0,3.6,72.0,450.0,3704.0
220107,Nordvest,GustavDyekjaerGiese,OscarDyekjaerGiese,LeneMariaChristensen,AnnemiekeBredahlPeppink,MichaelNoer,,,MichaelNoer,RasmusHeisterberg,,,"0,02579",Drame, Thriller,,,,,,Danemark,9.0,10.0,2013.0,2.0,3.8,88.0,6661.0,1890000.0
220112,Endless Love,AlexPettyfer,GabriellaWilde,BruceGreenwood,JoelyRichardson,ShanaFeste,,,ShanaFeste,JoshuaSafran,ScottSpencer,,"0,02973",Drame, Romance,,,,,,U.S.A.,11.0,6.0,2014.0,2.0,1.8,104.0,3188.0,20000000.0
220143,Laggies,KeiraKnightley,ChloeGraceMoretz,SamRockwell,MarkWebber,LynnShelton,,,AndreaSeigel,,,,"0,01549",Comédie, Romance,,,,,,U.S.A.,13.0,5.0,2015.0,2.0,3.2,101.0,70134.0,5000000.0
220173,Despre oameni si melci,AndiVasluianu,MonicaBarladeanu,DorelVisan,Jean-FrancoisStevenin,TudorGiurgiu,,,IonutTeianu,,,,"0,00312",Comédie,,,,,,,Roumanie,10.0,12.0,2014.0,2.0,3.3,93.0,62.0,1296000.0
220251,La Jalousie,LouisGarrel,AnnaMouglalis,RebeccaConvenant,OlgaMilshtein,PhilippeGarrel,,,PhilippeGarrel,CarolineDeruas,ArletteLangmann,,"0,01128",Drame,,,,,,,France,4.0,12.0,2013.0,2.0,3.9,77.0,14065.0,4000000.0
220258,3 coeurs,BenoitPoelvoorde,CharlotteGainsbourg,ChiaraMastroianni,CatherineDeneuve,BenoitJacquot,,,BenoitJacquot,JulienBoivent,,,"0,02538",Drame, Romance,,,,,,France,17.0,9.0,2014.0,2.0,3.6,106.0,160854.0,161129.0
220298,After the Fall,WesBentley,JasonIsaacs,VinessaShaw,HaleyBennett,SaarKlein,,,SaarKlein,JoeConway,,,"0,01230",Drame, Thriller,,,,,,U.S.A.,18.0,2.0,2015.0,2.0,3.1,110.0,3082.0,
220424,Gabrielle,GabrielleMarion-Rivard,AlexandreLandry,MelissaDesormeaux-Poulin,Vincent-GuillaumeOtis,LouiseArchambault,,,LouiseArchambault,ValerieBeaugrand-Champagne,ValerieBeaugrand-Champagne,,"0,02287",Drame, Romance,,,,,,Canada,16.0,10.0,2013.0,2.0,3.5,103.0,27238.0,
220471,Bande de filles,KaridjaToure,AssaSylla,LindsayKaramoh,MarietouToure,CelineSciamma,,,CelineSciamma,,,,"0,02610",Drame,,,,,,,France,22.0,10.0,2014.0,2.0,3.7,112.0,140723.0,3203280.0
220518,Blackbird,ConnorJessup,MichaelBuie,AlexiaFast,AlexOzerov,JasonBuxton,,,JasonBuxton,,,,"0,01134",Drame,,,,,,,Canada,12.0,6.0,2013.0,2.0,3.7,103.0,7006.0,888000.0
220547,Amour sur place ou à emporter,AmelleChahbi,NoomDiawara,AudePepin,PabloPauly,AmelleChahbi,,,AmelleChahbi,NoomDiawara,MattAlexander,,"0,02338",Comédie,,,,,,,France,28.0,5.0,2014.0,2.0,1.8,85.0,203801.0,4320000.0
220567,Por Aqui tudo bem,CiomaraMorais,CheilaLima,WillionBrandao,VeraCruz,PocasPascoal,,,PocasPascoal,MarcPernet,,,"0,01415",Drame,,,,,,,Portugal,14.0,1.0,2015.0,2.0,3.6,94.0,1836.0,
220573,1001 Gram,AneDahlTorp,LaurentStocker,HildegunRiise,PerChristianEllefsen,BentHamer,,,BentHamer,,,,"0,02516",Drame,,,,,,,Norvège,11.0,3.0,2015.0,2.0,3.1,93.0,5217.0,10983.0
220582,La Danza de la Realidad,BrontisJodorowsky,PamelaFlores,JeremiasHerskovits,AlejandroJodorowsky,AlejandroJodorowsky,,,AlejandroJodorowsky,,,,"0,03024",Biopic, Drame,,,,,,Chili,4.0,9.0,2013.0,2.0,3.9,130.0,15734.0,3000000.0
220583,Miele,JasmineTrinca,CarloCecchi,LiberoDeRienzo,VinicioMarchioni,ValeriaGolino,,,ValeriaGolino,FrancescaMarciano,ValiaSantella,,"0,02466",Drame,,,,,,,France,25.0,9.0,2013.0,2.0,3.8,96.0,11416.0,1782000.0
220585,La Chair de ma chair,AnnaJulianaJaenner,MathieuCharriere,FrancoisSmesny,SebastienLouis,DenisDercourt,,,DenisDercourt,,,,"0,01461",Drame,,,,,,,France,24.0,7.0,2013.0,2.0,2.6,76.0,599.0,
220624,Jeunesse,EstherGarrel,DidierBezace,EmileBertherat,LuciaSanchez,JustineMalle,,,JustineMalle,CecileVargaftig,,,"0,02610",Drame,,,,,,,France,3.0,7.0,2013.0,2.0,3.2,75.0,940.0,
220641,La fille du 14 juillet,VimalaPons,GregoireTachnakian,VincentMacaigne,Marie-LornaVaconsin,AntoninPeretjatko,,,AntoninPeretjatko,,,,"0,02470",Comédie,,,,,,,France,5.0,6.0,2013.0,2.0,3.8,88.0,13014.0,28104.0
220705,Les Vacances du Petit Nicolas,ValerieLemercier,KadMerad,MatheoBoisselier,DominiqueLavanant,LaurentTirard,,,LaurentTirard,GregoireVigneron,ReneGoscinny,,"0,02538",Comédie, Famille,,,,,,France,9.0,7.0,2014.0,2.0,2.9,97.0,887210.0,27567832.0
220717,The Salt of the Earth,SebastiaoSalgado,WimWenders,JulianoRibeiroSalgado,,WimWenders,JulianoRibeiroSalgado,,WimWenders,JulianoRibeiroSalgado,DavidRosier,,"0,02668",Biopic, Documentaire,,,,,,Brésil,15.0,10.0,2014.0,2.0,3.5,110.0,45124.0,1343349.0
220725,Lulu femme nue,KarinViard,BouliLanners,PascalDemolon,PhilippeRebbot,SolveigAnspach,,,SolveigAnspach,Jean-LucGaget,EtienneDavodeau,,"0,02668",Comédie dramatique,,,,,,,France,22.0,1.0,2014.0,2.0,3.8,87.0,129825.0,2334950.0
220729,La Dune,NielsArestrup,LiorAshkenazi,GuyMarchand,EmmadeCaunes,YossiAviram,,,YossiAviram,,,,"0,02668",Drame,,,,,,,France,13.0,8.0,2014.0,2.0,3.2,86.0,8847.0,57993.0
220738,Wakolda,AlexBrendemuhl,NataliaOreiro,DiegoPeretti,ElenaRoger,LuciaPuenzo,,,LuciaPuenzo,,,,"0,02610",Drame, Historique, Thriller,,,,,France,6.0,11.0,2013.0,2.0,3.2,93.0,17185.0,2000000.0
220752,Salvo,SalehBakri,SaraSerraiocco,LuigiLoCascio,MarioPupella,FabioGrassadonia,AntonioPiazza,,FabioGrassadonia,AntonioPiazza,,,"0,02093",Policier, Drame, Romance,,,,,Italie,16.0,10.0,2013.0,2.0,3.5,108.0,4835.0,244686.0
220765,Soshite Chichi ni Naru,MasaharuFukuyama,MachikoOno,LilyFranky,YokoMaki,HirokazuKore-eda,,,HirokazuKore-eda,,,,"0,02668",Drame,,,,,,,Japon,25.0,12.0,2013.0,2.0,4.0,121.0,104396.0,334616.0
220785,Riaru: Kanzen naru kubinagaryû no hi,TakeruSato,HarukaAyase,JoeOdagiri,ShotaSometani,KiyoshiKurosawa,,,KiyoshiKurosawa,SachikoTanaka,RokuroInui,,"0,01549",Fantastique, Romance,,,,,,Japon,26.0,3.0,2014.0,2.0,3.6,127.0,17584.0,3801975.0
220796,The Croods: A New Age,,,,,JoelCrawford,,,DanHageman,KevinHageman,BobLogan,,"0,02973",Aventure, Animation, Comédie, Famille,,,,U.S.A.,7.0,7.0,2021.0,2.0,3.5,96.0,288149.0,65000000.0
220800,Sarah préfère la course,SophieDesmarais,Jean-SebastienCourchesne,GenevieveBoivin-Roussy,HeleneFlorent,ChloeRobichaud,,,ChloeRobichaud,,,,"0,01074",Drame,,,,,,,Canada,7.0,5.0,2014.0,2.0,3.4,97.0,3753.0,664520.0
220802,La jaula de oro,BrandonLopez,RodolfoDominguez,KarenMartinez,CarlosChajon,DiegoQuemada-Diez,,,DiegoQuemada-Diez,LuciaCarreras,GibranPortela,,"0,01475",Drame,,,,,,,Mexique,4.0,12.0,2013.0,2.0,4.0,108.0,18907.0,2500000.0
220803,Borgman,JanBijvoet,HadewychMinis,JeroenPerceval,AlexVanWarmerdam,AlexVanWarmerdam,,,AlexVanWarmerdam,,,,"0,02552",Drame, Thriller,,,,,,Pays-Bas,20.0,11.0,2013.0,2.0,3.4,113.0,7127.0,3348000.0
220804,L'Image manquante,,,,,RithyPanh,,,RithyPanh,,,,"0,01439",Documentaire,,,,,,,Cambodge,19.0,11.0,2013.0,1.0,4.6,92.0,1839.0,52164.0
220805,"Norte, Hangganan Ng Kasaysayan",SidLucero,ArchieAlemania,AngeliBayani,MailesKanapi,LavDiaz,,,LavDiaz,RodyVera,,,"0,02470",Drame,,,,,,,Philippines,4.0,11.0,2015.0,2.0,4.2,250.0,375.0,10457.0
220807,Bends,CarinaLau,KunChen,YuanTian,,FloraLau,,,CarinaLau,FloraLau,,,"0,00815",Drame,,,,,,,Hong-Kong,15.0,7.0,2015.0,2.0,2.9,92.0,826.0,2291573.0
220809,Omar,AdamBakri,WaleedZuaiter,LeemLubany,SamerBisharat,HanyAbu-Assad,,,HanyAbu-Assad,,,,"0,01475",Drame,,,,,,,Palestine,16.0,10.0,2013.0,2.0,3.8,97.0,28879.0,
220810,Stop the Pounding Heart,SaraCarlson,ColbyTrichell,TimCarlson,LeeAnneCarlson,RobertoMinervini,,,RobertoMinervini,,,,"0,01074",Documentaire, Drame,,,,,,Italie,25.0,6.0,2014.0,2.0,3.6,101.0,1671.0,3642.0
220816,Tian Zhu Ding,WuJiang,WangBaoqiang,ZhaoTao,LuoLanshan,JiaZhangke,,,JiaZhangke,,,,"0,02467",Drame,,,,,,,Chine,11.0,12.0,2013.0,2.0,4.5,130.0,47062.0,154120.0
220819,Heli,ArmandoEspitia,AndreaVergara,JuanEduardoPalacios,LindaGonzalezHernandez,AmatEscalante,,,AmatEscalante,GabrielReyes,,,"0,02668",Drame,,,,,,,Mexique,9.0,4.0,2014.0,2.0,2.9,105.0,3767.0,1000000.0
220842,L'Harmonie Familiale,GeorgesCorraface,SophieDeschamps,PhilippeCaubere,CamilledeCasabianca,CamilledeCasabianca,,,CamilledeCasabianca,,,,"0,00000",Comédie,,,,,,,France,29.0,5.0,2013.0,2.0,2.4,72.0,152.0,
220846,Passengers,JenniferLawrence,ChrisPratt,MichaelSheen,LaurenceFishburne,MortenTyldum,,,JonSpaihts,,,,"0,02583",Action, Romance, Science Fiction,,,,,U.S.A.,28.0,12.0,2016.0,2.0,3.2,117.0,586756.0,110000000.0
220855,Arrête ou je continue,EmmanuelleDevos,MathieuAmalric,AnneBrochet,LaurentPoitrenaux,SophieFillieres,,,SophieFillieres,,,,"0,00714",Comédie,,,,,,,France,5.0,3.0,2014.0,2.0,3.4,102.0,24431.0,9719.0
220874,Déchirés / Graves,NathanBernat,RomainBrosseau,MarinaKeltchewsky,YannLefeivre,VincentDieutre,,,,,,,"0,00786",Divers,,,,,,,France,12.0,6.0,2013.0,2.0,2.4,82.0,150.0,
220880,Les Apaches,Francois-JosephCulioli,AzizElHadachi,HamzaMeziani,JosephEbrard,ThierrydePeretti,,,ThierrydePeretti,BenjaminBaroche,,,"0,02610",Drame,,,,,,,France,14.0,8.0,2013.0,2.0,3.4,82.0,20258.0,
220884,Dabba,IrrfanKhan,NimratKaur,NawazuddinSiddiqui,LilleteDubey,RiteshBatra,,,RiteshBatra,,,,"0,01448",Drame, Romance,,,,,,Inde,11.0,12.0,2013.0,2.0,3.9,105.0,66709.0,1000000.0
220886,For Those in Peril,GeorgeMacKay,KateDickie,NicholaBurley,MichaelSmiley,PaulWright(II),,,PaulWright(II),,,,"0,01100",Drame,,,,,,,Grande-Bretagne,12.0,2.0,2014.0,2.0,3.2,92.0,1328.0,3886.0
220892,Le Démantèlement,GabrielArcand,GillesRenaud,LucieLaurier,SophieDesmarais,SebastienPilote,,,SebastienPilote,,,,"0,02281",Drame, Famille,,,,,,Canada,4.0,12.0,2013.0,2.0,3.7,112.0,7085.0,
220897,The Major,DenisShevod,YuriBykov,IrinaNizina,IlyaIsaev,YuriBykov,,,YuriBykov,,,,"0,01461",Drame,,,,,,,Russie,6.0,11.0,2013.0,2.0,3.5,99.0,1049.0,
220900,Nos héros sont morts ce soir,DenisMenochet,Jean-PierreMartins,ConstanceDolle,PhilippeNahon,DavidPerrault(II),,,DavidPerrault(II),,,,"0,01724",Drame,,,,,,,France,23.0,10.0,2013.0,2.0,3.2,97.0,3634.0,
220928,Até ver a luz,PedroFerreira,JoaoVeiga,NelsondaCruzDuarteRodrigues,PauloRibeiro,BasilDaCunha,,,BasilDaCunha,,,,"0,02175",Drame,,,,,,,Suisse,23.0,4.0,2014.0,2.0,2.6,95.0,227.0,285000.0
220930,El Verano de los Peces Voladores,GregoryCohen,FranciscaWalker,MariaIzquierdo,EmiliaLara,MarcelaSaid,,,MarcelaSaid,JulioRojas,,,"0,00383",Comédie, Drame,,,,,,Chili,23.0,4.0,2014.0,2.0,3.5,95.0,1236.0,
220931,L'Escale,,,,,KavehBakhtiari,,,KavehBakhtiari,,,,"0,02579",Documentaire,,,,,,,Suisse,27.0,11.0,2013.0,2.0,4.2,100.0,3576.0,
220934,Blue Ruin,MaconBlair,DevinRatray,AmyHargreaves,KevinKolack,JeremySaulnier,,,JeremySaulnier,,,,"0,02192",Drame, Thriller,,,,,,U.S.A.,9.0,7.0,2014.0,2.0,4.0,94.0,26829.0,420000.0
220936,The Selfish Giant,ConnerChapman,ShaunThomas,SeanGilder,SiobhanFinneran,ClioBarnard,,,ClioBarnard,OscarWilde,,,"0,02610",Drame,,,,,,,Grande-Bretagne,18.0,12.0,2013.0,2.0,3.9,91.0,35593.0,12189.0
220938,Jodorowsky's Dune,AlejandroJodorowsky,MichelSeydoux,H.R.Giger,BrontisJodorowsky,FrankPavich,,,,,,,"0,01642",Documentaire, Science Fiction,,,,,,U.S.A.,16.0,3.0,2016.0,2.0,3.8,85.0,10486.0,647280.0
220942,Ilo Ilo,YannYannYeo,TianwenChen,AngeliBayani,KohJiaLer,AnthonyChen,,,AnthonyChen,,,,"0,02284",Drame,,,,,,,Singapour,4.0,9.0,2013.0,2.0,3.9,99.0,31339.0,56773.0
220946,Ugly,RonitRoy,TejaswiniKolhapure,RahulBhat,AnshikaaShrivastava,AnuragKashyap,,,AnuragKashyap,,,,"0,01448",Policier, Drame, Thriller,,,,,Inde,28.0,5.0,2014.0,2.0,3.4,126.0,11807.0,1475000.0
220965,"Ma maman est en Amérique, elle a rencontré Buffalo Bill",,,,,MarcBoreal,ThibautChatel,,JeanRegnaud,StephaneBernasconi,JeanRegnaud,,"0,01731",Animation,,,,,,,France,23.0,10.0,2013.0,2.0,4.1,75.0,40760.0,1922.0
220973,Ratchet & Clank,,,,,KevinMunroe,JericcaCleland,,T.J.Fixman,KevinMunroe,GerrySwallow,,"0,01135",Aventure, Animation, Famille,,,,,Canada,13.0,4.0,2016.0,2.0,2.2,94.0,97190.0,20000000.0
220980,Magic in the Moonlight,ColinFirth,EmmaStone,EileenAtkins,MarciaGayHarden,WoodyAllen,,,WoodyAllen,,,,"0,00898",Comédie, Romance,,,,,,U.S.A.,22.0,10.0,2014.0,2.0,3.9,98.0,369909.0,16800000.0
220982,The Salvation,MadsMikkelsen,EvaGreen,JeffreyDeanMorgan,EricCantona,KristianLevring,,,AndersThomasJensen,KristianLevring,,,"0,02381",Drame, Western,,,,,,Danemark,27.0,8.0,2014.0,2.0,3.0,93.0,53487.0,11340000.0
220993,C'est eux les chiens...,HassanBenBadida,YahyaElFouandi,JalalBoulftaim,ImadFijjaj,HichamLasri,,,HichamLasri,,,,"0,01642",Comédie dramatique,,,,,,,Maroc,5.0,2.0,2014.0,2.0,3.2,85.0,3096.0,
220994,2 automnes 3 hivers,VincentMacaigne,MaudWyler,BastienBouillon,PaulineEtienne,SebastienBetbeder,,,SebastienBetbeder,,,,"0,01724",Comédie,,,,,,,France,25.0,12.0,2013.0,2.0,3.2,93.0,15138.0,5819.0
220995,La Bataille de Solférino,LaetitiaDosch,VincentMacaigne,ArthurHarari,VirgilVernier,JustineTriet,,,JustineTriet,,,,"0,02470",Drame,,,,,,,France,18.0,9.0,2013.0,2.0,3.8,94.0,17350.0,1782.0
220997,Swandown,AndrewKotting,StewartLee,AlanMoore,PhilippeCiompi,AndrewKotting,,,,,,,"0,01423",Documentaire,,,,,,,Grande-Bretagne,4.0,12.0,2013.0,2.0,2.7,94.0,264.0,21632.0
220999,Au bord du monde,,,,,ClausDrexel,,,ClausDrexel,,,,"0,00409",Documentaire,,,,,,,France,22.0,1.0,2014.0,2.0,4.1,98.0,7594.0,
221001,Das merkwürdige Kätzchen,JennySchily,AnjorkaStrechel,MiaKasalo,LukPfaff,RamonZurcher,,,RamonZurcher,,,,"0,01074",Comédie dramatique,,,,,,,Allemagne,2.0,4.0,2014.0,2.0,3.7,72.0,2452.0,5885.0
221009,Braddock America,,,,,Jean-LoicPortron,GabriellaKessler,,,,,,"0,01134",Documentaire,,,,,,,France,12.0,3.0,2014.0,2.0,3.6,101.0,2181.0,
221010,Micmac Masters,VijaySethupathi,SanchitaShetty,RadhaRavi,AshokSelvan,NalanKumarasamy,,,NalanKumarasamy,SrinivasaKavineyam,,,"0,01441",Comédie dramatique, Thriller,,,,,,Inde,5.0,11.0,2014.0,2.0,2.7,125.0,66.0,
221014,Wish I Was Here,ZachBraff,KateHudson,MandyPatinkin,JoeyKing,ZachBraff,,,AdamBraff,ZachBraff,,,"0,02538",Comédie, Drame,,,,,,U.S.A.,13.0,8.0,2014.0,2.0,3.3,107.0,48537.0,6000000.0
221081,Self/less,RyanReynolds,BenKingsley,NatalieMartinez,MatthewGoode,TarsemSingh,,,DavidPastor,AlexPastor,,,"0,02585",Science Fiction, Thriller,,,,,,U.S.A.,29.0,7.0,2015.0,2.0,2.7,118.0,233121.0,600.0
221082,Jasmine,,,,,AlainUghetto,,,AlainUghetto,JacquesReboud,ChloeInguenaud,,"0,02470",Animation,,,,,,,France,30.0,10.0,2013.0,2.0,4.1,70.0,2039.0,
221092,Dreamers,GuillermoArriaga,JacquesAudiard,JohnBoorman,AkivaGoldsman,NoelleDeschamps,,,NoelleDeschamps,,,,"0,02266",Documentaire,,,,,,,France,15.0,5.0,2013.0,2.0,2.7,80.0,1003.0,
221093,Shaun the Sheep Movie,,,,,RichardStarzak,MarkBurton(IV),,RichardStarzak,MarkBurton(IV),,,"0,02587",Aventure, Animation, Comédie, Famille,,,,Grande-Bretagne,1.0,4.0,2015.0,2.0,4.3,85.0,314419.0,25000000.0
221110,Magical Girl,JoseSacristan,BarbaraLennie,LuisBermejo,LuciaPollan,CarlosVermut,,,CarlosVermut,,,,"0,01549",Drame, Thriller,,,,,,Espagne,12.0,8.0,2015.0,2.0,3.6,127.0,22674.0,213782.0
221135,Tore tanzt,JuliusFeldmeier,SaschaAlexanderGersak,AnnikaKuhl,GroSwantjeKohlhof,KatrinGebbe,,,KatrinGebbe,,,,"0,01724",Drame, Thriller,,,,,,Allemagne,25.0,6.0,2014.0,2.0,2.7,110.0,903.0,507600.0
221163,It Felt like love,GinaPiersanti,RonenRubinstein,GiovannaSalimeni,JesseCordasco,ElizaHittman,,,ElizaHittman,,,,"0,02472",Drame,,,,,,,U.S.A.,17.0,7.0,2013.0,2.0,2.9,83.0,1326.0,33817.0
221166,Bon rétablissement !,GerardLanvin,FredTestot,Jean-PierreDarroussin,SwannArlaud,JeanBecker,,,Marie-SabineRoger,JeanBecker,Jean-LoupDabadie,,"0,02585",Comédie,,,,,,,France,17.0,9.0,2014.0,2.0,3.0,81.0,212122.0,8640000.0
221172,Macbeth,MichaelFassbender,MarionCotillard,DavidThewlis,PaddyConsidine,JustinKurzel,,,ToddLouiso,JacobKoskoff,MichaelLesslie,,"0,02587",Drame,,,,,,,Grande-Bretagne,18.0,11.0,2015.0,2.0,3.2,113.0,41081.0,
221180,La Chambre Bleue,MathieuAmalric,LeaDrucker,StephanieCleau,LaurentPoitrenaux,MathieuAmalric,,,MathieuAmalric,StephanieCleau,GeorgesSimenon,,"0,01481",Policier, Drame, Thriller,,,,,France,16.0,5.0,2014.0,4.0,3.9,76.0,52453.0,254666.0
221207,Jimmy's Hall,BarryWard,SimoneKirby,AndrewScott,JimNorton,KenLoach,,,PaulLaverty,DonalO&#039;Kelly,,,"0,02668",Drame, Historique,,,,,,Grande-Bretagne,2.0,7.0,2014.0,2.0,3.4,109.0,141610.0,7464919.0
221216,I Origins,MichaelPitt,BritMarling,AstridBerges-Frisbey,StevenYeun,MikeCahill,,,MikeCahill,,,,"0,02846",Drame, Science Fiction,,,,,,U.S.A.,24.0,9.0,2014.0,2.0,3.0,106.0,1020.0,1000000.0
221240,SMS,GuillaumeDeTonquedec,GeraldinePailhas,AnneMarivin,FranckDubosc,GabrielJulien-Laferriere,,,GabrielJulien-Laferriere,LaurentBenegui,,,"0,03340",Comédie,,,,,,,France,20.0,8.0,2014.0,2.0,2.4,84.0,170860.0,
221242,Les Conquérants,MathieuDemy,DenisPodalydes,ChristianCrahay,JulieKapour,XabiMolia,,,XabiMolia,,,,"0,02610",Comédie,,,,,,,France,25.0,9.0,2013.0,2.0,3.3,96.0,12499.0,89451.0
221252,Métamorphoses,AmiraAkili,SebastienHirel,MelodieRichard,DamienChapelle,ChristopheHonore,,,ChristopheHonore,Ovide,,,"0,02281",Comédie dramatique,,,,,,,France,3.0,9.0,2013.0,1.0,3.2,102.0,17819.0,
221254,Greta,IsabelleHuppert,ChloeGraceMoretz,MaikaMonroe,StephenRea,NeilJordan,,,RayWright,NeilJordan,RayWright,,"0,04368",Thriller,,,,,,,U.S.A.,12.0,6.0,2019.0,2.0,2.6,98.0,77019.0,
221270,Relatos Salvajes,RicardoDarin,OscarMartinez,LeonardoSbaraglia,EricaRivas,DamianSzifron,,,DamianSzifron,,,,"0,03340",Comédie, Drame,,,,,,Argentine,14.0,1.0,2015.0,2.0,3.5,122.0,160365.0,3300000.0
221273,Carmina y amén,CarminaBarrios,MariaLeon,PacoCasaus,YolandaRamos,PacoLeon,,,PacoLeon,,,,"0,02093",Comédie,,,,,,,Espagne,27.0,7.0,2016.0,2.0,3.1,93.0,10921.0,2805947.0
221280,Le Murmure Des Ruines,RubenVerdyan,SarassarSarayan,HovhanesKhoderyan,MarinaSargsyan,LilianedeKermadec,,,LilianedeKermadec,,,,"0,00000",Drame,,,,,,,France,26.0,6.0,2013.0,2.0,2.6,93.0,152.0,76.0
221282,The House of Magic,,,,,BenStassen,JeremieDegruson,,BenStassen,DomonicParis,JamesFlynn,,"0,02587",Animation,,,,,,,Belgique,25.0,12.0,2013.0,2.0,3.4,85.0,398389.0,34000000.0
221289,Je suis mort mais j'ai des amis,BouliLanners,WimWillaert,LyesSalem,SergeRiaboukine,GuillaumeMalandrin,StephaneMalandrin,,GuillaumeMalandrin,StephaneMalandrin,,,"0,01448",Comédie, Drame,,,,,,Belgique,22.0,7.0,2015.0,2.0,3.3,96.0,12458.0,
221306,Draussen ist Sommer,MariaDragus,NicoletteKrebitz,WolframKoch,PhilippeGraber,FriederikeJehn,,,FriederikeJehn,LaraSchutzsack,,,"0,01503",Drame,,,,,,,Allemagne,11.0,9.0,2013.0,2.0,3.1,96.0,393.0,
